time,rep_index,elbow_moment_Nm,task_failure,a0_BIClong,afat_BIClong,MF_BIClong,cap_BIClong,a0_BICshort,afat_BICshort,MF_BICshort,cap_BICshort,a0_BRA,afat_BRA,MF_BRA,cap_BRA,a0_BRD_hand,afat_BRD_hand,MF_BRD_hand,cap_BRD_hand
-0.00000,1,4.76614,0,0.16955,0.43479,0.00397,1.00000,0.05942,0.31570,0.00288,1.00000,0.27814,0.00000,0.00000,1.00000,0.07002,0.23349,0.00213,1.00000
0.01000,1,4.75515,0,0.16918,0.43385,0.00792,0.99996,0.05927,0.31500,0.00575,0.99997,0.27756,0.00000,0.00000,1.00000,0.06986,0.23300,0.00425,0.99998
0.02000,1,4.74471,0,0.16880,0.43290,0.01187,0.99992,0.05910,0.31435,0.00862,0.99994,0.27699,0.00000,0.00000,1.00000,0.06970,0.23248,0.00637,0.99996
0.03000,1,4.73524,0,0.16845,0.43212,0.01581,0.99988,0.05894,0.31379,0.01148,0.99991,0.27647,0.00000,0.00000,1.00000,0.06955,0.23205,0.00849,0.99994
0.04000,1,4.72707,0,0.16812,0.43142,0.01975,0.99984,0.05878,0.31331,0.01434,0.99989,0.27601,0.00000,0.00000,1.00000,0.06940,0.23170,0.01060,0.99992
0.05000,1,4.72031,0,0.16782,0.43089,0.02367,0.99980,0.05863,0.31291,0.01719,0.99986,0.27562,0.00000,0.00000,1.00000,0.06926,0.23145,0.01271,0.99989
0.06000,1,4.71497,0,0.16756,0.43050,0.02760,0.99976,0.05848,0.31268,0.02004,0.99983,0.27531,0.00000,0.00000,1.00000,0.06914,0.23125,0.01482,0.99987
0.07000,1,4.71093,0,0.16733,0.43027,0.03152,0.99972,0.05834,0.31253,0.02289,0.99980,0.27508,0.00000,0.00000,1.00000,0.06903,0.23115,0.01693,0.99985
0.08000,1,4.70802,0,0.16712,0.43019,0.03545,0.99968,0.05821,0.31246,0.02574,0.99977,0.27491,0.00000,0.00000,1.00000,0.06893,0.23112,0.01904,0.99983
0.09000,1,4.70601,0,0.16694,0.43022,0.03937,0.99965,0.05808,0.31251,0.02859,0.99974,0.27481,0.00000,0.00000,1.00000,0.06884,0.23115,0.02115,0.99981
0.10000,1,4.70470,0,0.16677,0.43035,0.04330,0.99961,0.05795,0.31263,0.03144,0.99971,0.27477,0.00000,0.00000,1.00000,0.06876,0.23122,0.02326,0.99979
0.11000,1,4.70390,0,0.16662,0.43055,0.04722,0.99957,0.05782,0.31282,0.03430,0.99969,0.27476,0.00000,0.00000,1.00000,0.06867,0.23138,0.02537,0.99977
0.12000,1,4.70346,0,0.16647,0.43087,0.05115,0.99953,0.05770,0.31304,0.03715,0.99966,0.27479,0.00000,0.00000,1.00000,0.06859,0.23158,0.02748,0.99975
0.13000,1,4.70328,0,0.16632,0.43125,0.05508,0.99949,0.05757,0.31333,0.04001,0.99963,0.27485,0.00000,0.00000,1.00000,0.06852,0.23177,0.02959,0.99973
0.14000,1,4.70328,0,0.16618,0.43167,0.05902,0.99945,0.05744,0.31366,0.04287,0.99960,0.27494,0.00000,0.00000,1.00000,0.06844,0.23203,0.03171,0.99970
0.15000,1,4.70343,0,0.16604,0.43215,0.06296,0.99941,0.05731,0.31402,0.04573,0.99957,0.27506,0.00000,0.00000,1.00000,0.06836,0.23232,0.03382,0.99968
0.16000,1,4.70371,0,0.16590,0.43269,0.06691,0.99937,0.05718,0.31442,0.04860,0.99954,0.27520,0.00000,0.00000,1.00000,0.06828,0.23264,0.03595,0.99966
0.17000,1,4.70412,0,0.16577,0.43331,0.07086,0.99933,0.05705,0.31488,0.05147,0.99951,0.27536,0.00000,0.00000,1.00000,0.06821,0.23298,0.03807,0.99964
0.18000,1,4.70466,0,0.16563,0.43395,0.07481,0.99929,0.05692,0.31534,0.05434,0.99949,0.27554,0.00000,0.00000,1.00000,0.06813,0.23335,0.04020,0.99962
0.19000,1,4.70533,0,0.16551,0.43465,0.07878,0.99925,0.05679,0.31588,0.05723,0.99946,0.27575,0.00000,0.00000,1.00000,0.06806,0.23375,0.04233,0.99960
0.20000,1,4.70612,0,0.16538,0.43539,0.08275,0.99921,0.05666,0.31642,0.06011,0.99943,0.27598,0.00000,0.00000,1.00000,0.06799,0.23416,0.04446,0.99958
0.21000,1,4.70702,0,0.16526,0.43617,0.08672,0.99917,0.05653,0.31701,0.06300,0.99940,0.27623,0.00000,0.00000,1.00000,0.06792,0.23460,0.04660,0.99956
