frame,elbow_deg,msho_x,msho_y,msho_z,melb_x,melb_y,melb_z,mwri_x,mwri_y,mwri_z
66,44.36,-0.03268,1.21194,-0.07280,-0.08310,0.97257,0.01547,-0.14048,0.90721,0.20826
67,47.74,-0.03268,1.21194,-0.07280,-0.08310,0.97261,0.01556,-0.13888,0.91870,0.21248
68,51.07,-0.03268,1.21194,-0.07280,-0.08311,0.97265,0.01563,-0.13724,0.93023,0.21594
69,54.34,-0.03268,1.21194,-0.07280,-0.08311,0.97268,0.01569,-0.13560,0.94166,0.21866
70,57.52,-0.03268,1.21194,-0.07280,-0.08312,0.97269,0.01572,-0.13395,0.95288,0.22063
71,60.59,-0.03268,1.21194,-0.07280,-0.08312,0.97270,0.01572,-0.13233,0.96379,0.22192
72,63.56,-0.03268,1.21194,-0.07280,-0.08311,0.97269,0.01570,-0.13074,0.97432,0.22258
73,66.43,-0.03268,1.21194,-0.07280,-0.08311,0.97266,0.01565,-0.12919,0.98446,0.22266
74,69.20,-0.03268,1.21194,-0.07280,-0.08310,0.97262,0.01558,-0.12768,0.99420,0.22222
75,71.89,-0.03268,1.21194,-0.07280,-0.08310,0.97256,0.01546,-0.12620,1.00358,0.22131
76,74.52,-0.03268,1.21194,-0.07280,-0.08308,0.97248,0.01531,-0.12476,1.01263,0.21996
77,77.11,-0.03268,1.21194,-0.07280,-0.08307,0.97238,0.01512,-0.12333,1.02141,0.21819
78,79.67,-0.03268,1.21194,-0.07280,-0.08305,0.97226,0.01488,-0.12192,1.02998,0.21601
79,82.24,-0.03268,1.21194,-0.07280,-0.08303,0.97211,0.01459,-0.12052,1.03837,0.21342
80,84.82,-0.03268,1.21194,-0.07280,-0.08301,0.97194,0.01426,-0.11911,1.04662,0.21041
81,87.42,-0.03268,1.21194,-0.07280,-0.08298,0.97174,0.01387,-0.11771,1.05475,0.20697
82,90.05,-0.03268,1.21194,-0.07280,-0.08294,0.97152,0.01344,-0.11632,1.06274,0.20310
83,92.69,-0.03268,1.21194,-0.07280,-0.08291,0.97127,0.01297,-0.11493,1.07058,0.19882
84,95.34,-0.03268,1.21194,-0.07280,-0.08287,0.97102,0.01245,-0.11356,1.07821,0.19416
85,97.97,-0.03268,1.21194,-0.07280,-0.08283,0.97074,0.01191,-0.11223,1.08557,0.18917
86,100.56,-0.03268,1.21194,-0.07280,-0.08278,0.97047,0.01136,-0.11094,1.09258,0.18393
87,103.08,-0.03268,1.21194,-0.07280,-0.08274,0.97019,0.01080,-0.10972,1.09917,0.17854
88,105.48,-0.03268,1.21194,-0.07280,-0.08270,0.96992,0.01026,-0.10858,1.10527,0.17311
89,107.73,-0.03268,1.21194,-0.07280,-0.08266,0.96967,0.00975,-0.10754,1.11079,0.16780
90,109.79,-0.03268,1.21194,-0.07280,-0.08262,0.96944,0.00927,-0.10661,1.11570,0.16276
91,111.62,-0.03268,1.21194,-0.07280,-0.08259,0.96924,0.00886,-0.10580,1.11993,0.15813
92,113.19,-0.03268,1.21194,-0.07280,-0.08256,0.96908,0.00851,-0.10512,1.12347,0.15406
93,114.46,-0.03268,1.21194,-0.07280,-0.08254,0.96895,0.00825,-0.10457,1.12630,0.15069
94,115.42,-0.03268,1.21194,-0.07280,-0.08253,0.96887,0.00808,-0.10417,1.12840,0.14812
95,116.03,-0.03268,1.21194,-0.07280,-0.08252,0.96883,0.00799,-0.10391,1.12977,0.14646
96,116.30,-0.03268,1.21194,-0.07280,-0.08252,0.96883,0.00801,-0.10380,1.13042,0.14574
97,116.22,-0.03268,1.21194,-0.07280,-0.08253,0.96888,0.00811,-0.10383,1.13034,0.14599
98,115.78,-0.03268,1.21194,-0.07280,-0.08255,0.96897,0.00830,-0.10400,1.12953,0.14719
99,115.02,-0.03268,1.21194,-0.07280,-0.08257,0.96910,0.00856,-0.10431,1.12800,0.14930
100,113.93,-0.03268,1.21194,-0.07280,-0.08259,0.96926,0.00890,-0.10477,1.12576,0.15224
101,112.55,-0.03268,1.21194,-0.07280,-0.08262,0.96945,0.00928,-0.10535,1.12280,0.15589
102,110.91,-0.03268,1.21194,-0.07280,-0.08266,0.96966,0.00971,-0.10607,1.11916,0.16014
103,109.04,-0.03268,1.21194,-0.07280,-0.08269,0.96988,0.01017,-0.10690,1.11485,0.16482
104,106.99,-0.03268,1.21194,-0.07280,-0.08273,0.97011,0.01063,-0.10784,1.10993,0.16980
105,104.80,-0.03268,1.21194,-0.07280,-0.08276,0.97034,0.01110,-0.10886,1.10447,0.17491
106,102.51,-0.03268,1.21194,-0.07280,-0.08280,0.97056,0.01155,-0.10996,1.09854,0.18001
107,100.17,-0.03268,1.21194,-0.07280,-0.08283,0.97077,0.01197,-0.11111,1.09223,0.18497
108,97.81,-0.03268,1.21194,-0.07280,-0.08286,0.97096,0.01235,-0.11229,1.08566,0.18967
109,95.47,-0.03268,1.21194,-0.07280,-0.08289,0.97113,0.01268,-0.11349,1.07893,0.19405
110,93.18,-0.03268,1.21194,-0.07280,-0.08291,0.97127,0.01296,-0.11467,1.07214,0.19803
111,90.98,-0.03268,1.21194,-0.07280,-0.08292,0.97139,0.01319,-0.11583,1.06540,0.20159
112,88.87,-0.03268,1.21194,-0.07280,-0.08294,0.97147,0.01335,-0.11695,1.05878,0.20471
113,86.88,-0.03268,1.21194,-0.07280,-0.08294,0.97153,0.01347,-0.11802,1.05234,0.20741
114,85.00,-0.03268,1.21194,-0.07280,-0.08295,0.97156,0.01352,-0.11904,1.04613,0.20972
115,83.24,-0.03268,1.21194,-0.07280,-0.08295,0.97156,0.01353,-0.12001,1.04016,0.21167
116,81.57,-0.03268,1.21194,-0.07280,-0.08295,0.97155,0.01350,-0.12092,1.03441,0.21332
117,79.99,-0.03268,1.21194,-0.07280,-0.08294,0.97152,0.01344,-0.12179,1.02887,0.21469
118,78.48,-0.03268,1.21194,-0.07280,-0.08294,0.97147,0.01336,-0.12262,1.02348,0.21585
119,77.00,-0.03268,1.21194,-0.07280,-0.08293,0.97142,0.01326,-0.12343,1.01818,0.21682
120,75.54,-0.03268,1.21194,-0.07280,-0.08292,0.97137,0.01315,-0.12424,1.01289,0.21763
121,74.07,-0.03268,1.21194,-0.07280,-0.08291,0.97132,0.01305,-0.12504,1.00756,0.21832
122,72.57,-0.03268,1.21194,-0.07280,-0.08291,0.97127,0.01296,-0.12587,1.00210,0.21889
123,71.01,-0.03268,1.21194,-0.07280,-0.08290,0.97123,0.01289,-0.12672,0.99645,0.21935
124,69.38,-0.03268,1.21194,-0.07280,-0.08290,0.97121,0.01283,-0.12761,0.99055,0.21968
125,67.65,-0.03268,1.21194,-0.07280,-0.08289,0.97119,0.01280,-0.12855,0.98437,0.21987
126,65.83,-0.03268,1.21194,-0.07280,-0.08289,0.97119,0.01280,-0.12953,0.97787,0.21988
127,63.91,-0.03268,1.21194,-0.07280,-0.08290,0.97120,0.01282,-0.13056,0.97105,0.21970
128,61.89,-0.03268,1.21194,-0.07280,-0.08290,0.97122,0.01286,-0.13163,0.96391,0.21929
129,59.76,-0.03268,1.21194,-0.07280,-0.08290,0.97125,0.01292,-0.13275,0.95646,0.21860
130,57.54,-0.03268,1.21194,-0.07280,-0.08291,0.97129,0.01300,-0.13390,0.94875,0.21760
131,55.24,-0.03268,1.21194,-0.07280,-0.08292,0.97134,0.01310,-0.13509,0.94081,0.21626
132,52.86,-0.03268,1.21194,-0.07280,-0.08293,0.97140,0.01321,-0.13629,0.93269,0.21456
133,50.43,-0.03268,1.21194,-0.07280,-0.08293,0.97146,0.01333,-0.13750,0.92445,0.21247
134,47.94,-0.03268,1.21194,-0.07280,-0.08294,0.97152,0.01345,-0.13871,0.91615,0.20997
135,45.42,-0.03268,1.21194,-0.07280,-0.08295,0.97158,0.01358,-0.13991,0.90786,0.20708
136,42.87,-0.03268,1.21194,-0.07280,-0.08296,0.97165,0.01370,-0.14109,0.89962,0.20379
137,40.31,-0.03268,1.21194,-0.07280,-0.08297,0.97171,0.01381,-0.14224,0.89149,0.20011
138,37.76,-0.03268,1.21194,-0.07280,-0.08298,0.97176,0.01392,-0.14335,0.88353,0.19606
139,35.22,-0.03268,1.21194,-0.07280,-0.08299,0.97181,0.01402,-0.14442,0.87579,0.19167
140,32.71,-0.03268,1.21194,-0.07280,-0.08299,0.97186,0.01411,-0.14543,0.86831,0.18697
141,30.24,-0.03268,1.21194,-0.07280,-0.08300,0.97189,0.01418,-0.14639,0.86114,0.18201
142,27.81,-0.03268,1.21194,-0.07280,-0.08300,0.97192,0.01424,-0.14729,0.85430,0.17684
143,25.46,-0.03268,1.21194,-0.07280,-0.08301,0.97195,0.01428,-0.14812,0.84785,0.17150
144,23.17,-0.03268,1.21194,-0.07280,-0.08301,0.97196,0.01430,-0.14888,0.84179,0.16607
145,20.98,-0.03268,1.21194,-0.07280,-0.08301,0.97196,0.01431,-0.14957,0.83616,0.16059
146,18.90,-0.03268,1.21194,-0.07280,-0.08301,0.97196,0.01430,-0.15020,0.83097,0.15515
147,16.92,-0.03268,1.21194,-0.07280,-0.08301,0.97195,0.01428,-0.15075,0.82623,0.14980
148,15.08,-0.03268,1.21194,-0.07280,-0.08300,0.97192,0.01424,-0.15124,0.82193,0.14463
149,13.36,-0.03268,1.21194,-0.07280,-0.08300,0.97190,0.01419,-0.15166,0.81808,0.13968
150,11.80,-0.03268,1.21194,-0.07280,-0.08299,0.97186,0.01412,-0.15203,0.81467,0.13501
151,10.38,-0.03268,1.21194,-0.07280,-0.08299,0.97183,0.01405,-0.15234,0.81167,0.13068
152,9.10,-0.03268,1.21194,-0.07280,-0.08298,0.97179,0.01397,-0.15259,0.80905,0.12672
153,7.98,-0.03268,1.21194,-0.07280,-0.08298,0.97174,0.01389,-0.15281,0.80681,0.12315
154,7.00,-0.03268,1.21194,-0.07280,-0.08297,0.97170,0.01380,-0.15299,0.80489,0.11997
155,6.16,-0.03268,1.21194,-0.07280,-0.08296,0.97166,0.01372,-0.15313,0.80327,0.11719
156,5.44,-0.03268,1.21194,-0.07280,-0.08296,0.97162,0.01364,-0.15324,0.80191,0.11479
157,4.84,-0.03268,1.21194,-0.07280,-0.08295,0.97158,0.01356,-0.15334,0.80078,0.11273
158,4.33,-0.03268,1.21194,-0.07280,-0.08295,0.97154,0.01348,-0.15341,0.79984,0.11099
159,3.91,-0.03268,1.21194,-0.07280,-0.08294,0.97150,0.01342,-0.15347,0.79907,0.10952
160,3.56,-0.03268,1.21194,-0.07280,-0.08294,0.97147,0.01335,-0.15351,0.79843,0.10829
161,3.27,-0.03268,1.21194,-0.07280,-0.08293,0.97144,0.01329,-0.15355,0.79789,0.10724
162,3.03,-0.03268,1.21194,-0.07280,-0.08293,0.97141,0.01324,-0.15358,0.79744,0.10635
163,2.82,-0.03268,1.21194,-0.07280,-0.08292,0.97139,0.01319,-0.15360,0.79706,0.10559
164,2.65,-0.03268,1.21194,-0.07280,-0.08292,0.97136,0.01314,-0.15362,0.79674,0.10495
165,2.52,-0.03268,1.21194,-0.07280,-0.08292,0.97134,0.01309,-0.15363,0.79648,0.10443
166,2.42,-0.03268,1.21194,-0.07280,-0.08291,0.97132,0.01305,-0.15364,0.79629,0.10405
167,2.38,-0.03268,1.21194,-0.07280,-0.08291,0.97130,0.01301,-0.15364,0.79619,0.10385
168,2.41,-0.03268,1.21194,-0.07280,-0.08291,0.97128,0.01297,-0.15363,0.79620,0.10387
169,2.53,-0.03268,1.21194,-0.07280,-0.08290,0.97126,0.01294,-0.15361,0.79635,0.10419
170,2.76,-0.03268,1.21194,-0.07280,-0.08290,0.97125,0.01291,-0.15357,0.79669,0.10489
171,3.14,-0.03268,1.21194,-0.07280,-0.08290,0.97124,0.01290,-0.15351,0.79728,0.10608
172,3.69,-0.03268,1.21194,-0.07280,-0.08290,0.97124,0.01289,-0.15343,0.79818,0.10785
173,4.46,-0.03268,1.21194,-0.07280,-0.08290,0.97124,0.01290,-0.15331,0.79946,0.11031
174,5.46,-0.03268,1.21194,-0.07280,-0.08290,0.97126,0.01293,-0.15315,0.80121,0.11355
175,6.74,-0.03268,1.21194,-0.07280,-0.08291,0.97128,0.01299,-0.15293,0.80353,0.11763
176,8.31,-0.03268,1.21194,-0.07280,-0.08291,0.97132,0.01306,-0.15264,0.80652,0.12263
177,10.19,-0.03268,1.21194,-0.07280,-0.08292,0.97138,0.01317,-0.15227,0.81031,0.12853
178,12.40,-0.03268,1.21194,-0.07280,-0.08293,0.97145,0.01331,-0.15179,0.81500,0.13531
179,14.94,-0.03268,1.21194,-0.07280,-0.08295,0.97153,0.01347,-0.15119,0.82072,0.14290
180,17.81,-0.03268,1.21194,-0.07280,-0.08296,0.97163,0.01367,-0.15044,0.82758,0.15116
181,20.99,-0.03268,1.21194,-0.07280,-0.08298,0.97175,0.01390,-0.14953,0.83565,0.15990
182,24.45,-0.03268,1.21194,-0.07280,-0.08300,0.97188,0.01415,-0.14844,0.84497,0.16891
183,28.17,-0.03268,1.21194,-0.07280,-0.08302,0.97202,0.01442,-0.14717,0.85555,0.17792
184,32.09,-0.03268,1.21194,-0.07280,-0.08304,0.97217,0.01471,-0.14572,0.86732,0.18666
185,36.19,-0.03268,1.21194,-0.07280,-0.08306,0.97232,0.01500,-0.14408,0.88017,0.19488
186,40.40,-0.03268,1.21194,-0.07280,-0.08308,0.97247,0.01529,-0.14228,0.89392,0.20232
187,44.67,-0.03268,1.21194,-0.07280,-0.08310,0.97261,0.01556,-0.14034,0.90838,0.20878
188,48.97,-0.03268,1.21194,-0.07280,-0.08312,0.97274,0.01581,-0.13829,0.92328,0.21412
189,53.25,-0.03268,1.21194,-0.07280,-0.08314,0.97285,0.01602,-0.13616,0.93838,0.21825
190,57.46,-0.03268,1.21194,-0.07280,-0.08315,0.97294,0.01619,-0.13399,0.95344,0.22114
191,61.59,-0.03268,1.21194,-0.07280,-0.08316,0.97300,0.01630,-0.13181,0.96823,0.22281
192,65.59,-0.03268,1.21194,-0.07280,-0.08316,0.97302,0.01634,-0.12964,0.98256,0.22334
193,69.46,-0.03268,1.21194,-0.07280,-0.08316,0.97300,0.01630,-0.12753,0.99629,0.22282
194,73.19,-0.03268,1.21194,-0.07280,-0.08315,0.97294,0.01619,-0.12547,1.00932,0.22137
195,76.77,-0.03268,1.21194,-0.07280,-0.08314,0.97284,0.01599,-0.12349,1.02159,0.21910
196,80.20,-0.03268,1.21194,-0.07280,-0.08311,0.97269,0.01571,-0.12160,1.03308,0.21614
197,83.50,-0.03268,1.21194,-0.07280,-0.08309,0.97250,0.01534,-0.11980,1.04379,0.21259
198,86.66,-0.03268,1.21194,-0.07280,-0.08305,0.97226,0.01489,-0.11808,1.05376,0.20856
199,89.70,-0.03268,1.21194,-0.07280,-0.08301,0.97200,0.01438,-0.11646,1.06301,0.20412
200,92.62,-0.03268,1.21194,-0.07280,-0.08297,0.97171,0.01381,-0.11493,1.07159,0.19937
201,95.43,-0.03268,1.21194,-0.07280,-0.08292,0.97139,0.01320,-0.11348,1.07955,0.19437
202,98.11,-0.03268,1.21194,-0.07280,-0.08288,0.97107,0.01257,-0.11212,1.08691,0.18919
203,100.68,-0.03268,1.21194,-0.07280,-0.08283,0.97075,0.01193,-0.11086,1.09371,0.18393
204,103.11,-0.03268,1.21194,-0.07280,-0.08278,0.97045,0.01132,-0.10968,1.09995,0.17866
205,105.39,-0.03268,1.21194,-0.07280,-0.08274,0.97016,0.01074,-0.10860,1.10563,0.17348
206,107.50,-0.03268,1.21194,-0.07280,-0.08270,0.96990,0.01022,-0.10762,1.11077,0.16850
207,109.41,-0.03268,1.21194,-0.07280,-0.08266,0.96969,0.00977,-0.10675,1.11533,0.16381
208,111.11,-0.03268,1.21194,-0.07280,-0.08263,0.96952,0.00942,-0.10599,1.11933,0.15955
209,112.57,-0.03268,1.21194,-0.07280,-0.08261,0.96940,0.00918,-0.10535,1.12273,0.15581
210,113.76,-0.03268,1.21194,-0.07280,-0.08260,0.96934,0.00905,-0.10483,1.12554,0.15271
211,114.67,-0.03268,1.21194,-0.07280,-0.08260,0.96933,0.00904,-0.10443,1.12773,0.15033
212,115.28,-0.03268,1.21194,-0.07280,-0.08261,0.96938,0.00914,-0.10417,1.12931,0.14874
213,115.57,-0.03268,1.21194,-0.07280,-0.08263,0.96948,0.00936,-0.10403,1.13027,0.14800
214,115.55,-0.03268,1.21194,-0.07280,-0.08265,0.96964,0.00968,-0.10401,1.13060,0.14812
215,115.22,-0.03268,1.21194,-0.07280,-0.08268,0.96984,0.01009,-0.10413,1.13030,0.14910
216,114.59,-0.03268,1.21194,-0.07280,-0.08272,0.97008,0.01057,-0.10438,1.12935,0.15090
217,113.67,-0.03268,1.21194,-0.07280,-0.08276,0.97034,0.01111,-0.10475,1.12777,0.15346
218,112.48,-0.03268,1.21194,-0.07280,-0.08281,0.97063,0.01168,-0.10524,1.12554,0.15669
219,111.05,-0.03268,1.21194,-0.07280,-0.08285,0.97093,0.01227,-0.10585,1.12268,0.16048
220,109.40,-0.03268,1.21194,-0.07280,-0.08290,0.97122,0.01287,-0.10657,1.11921,0.16473
221,107.58,-0.03268,1.21194,-0.07280,-0.08294,0.97152,0.01344,-0.10739,1.11515,0.16929
222,105.62,-0.03268,1.21194,-0.07280,-0.08298,0.97179,0.01398,-0.10830,1.11054,0.17404
223,103.55,-0.03268,1.21194,-0.07280,-0.08302,0.97205,0.01448,-0.10928,1.10543,0.17885
224,101.40,-0.03268,1.21194,-0.07280,-0.08305,0.97227,0.01491,-0.11033,1.09988,0.18361
225,99.21,-0.03268,1.21194,-0.07280,-0.08308,0.97246,0.01527,-0.11142,1.09397,0.18822
226,97.01,-0.03268,1.21194,-0.07280,-0.08310,0.97261,0.01556,-0.11254,1.08775,0.19259
227,94.82,-0.03268,1.21194,-0.07280,-0.08312,0.97272,0.01577,-0.11367,1.08132,0.19665
228,92.66,-0.03268,1.21194,-0.07280,-0.08313,0.97279,0.01590,-0.11481,1.07473,0.20038
229,90.55,-0.03268,1.21194,-0.07280,-0.08313,0.97281,0.01594,-0.11594,1.06805,0.20373
230,88.50,-0.03268,1.21194,-0.07280,-0.08313,0.97280,0.01591,-0.11705,1.06133,0.20671
231,86.51,-0.03268,1.21194,-0.07280,-0.08312,0.97274,0.01581,-0.11813,1.05462,0.20932
232,84.58,-0.03268,1.21194,-0.07280,-0.08311,0.97266,0.01565,-0.11919,1.04792,0.21158
233,82.71,-0.03268,1.21194,-0.07280,-0.08309,0.97255,0.01544,-0.12023,1.04126,0.21351
234,80.89,-0.03268,1.21194,-0.07280,-0.08307,0.97241,0.01518,-0.12124,1.03463,0.21514
235,79.10,-0.03268,1.21194,-0.07280,-0.08305,0.97226,0.01489,-0.12223,1.02801,0.21650
236,77.34,-0.03268,1.21194,-0.07280,-0.08303,0.97210,0.01457,-0.12322,1.02138,0.21761
237,75.57,-0.03268,1.21194,-0.07280,-0.08300,0.97193,0.01425,-0.12420,1.01470,0.21850
238,73.80,-0.03268,1.21194,-0.07280,-0.08298,0.97177,0.01393,-0.12518,1.00794,0.21919
239,71.98,-0.03268,1.21194,-0.07280,-0.08296,0.97161,0.01362,-0.12618,1.00104,0.21968
240,70.12,-0.03268,1.21194,-0.07280,-0.08293,0.97145,0.01332,-0.12720,0.99396,0.21997
241,68.19,-0.03268,1.21194,-0.07280,-0.08291,0.97132,0.01305,-0.12825,0.98667,0.22005
242,66.18,-0.03268,1.21194,-0.07280,-0.08289,0.97119,0.01280,-0.12934,0.97913,0.21990
243,64.09,-0.03268,1.21194,-0.07280,-0.08288,0.97109,0.01259,-0.13046,0.97133,0.21950
244,61.89,-0.03268,1.21194,-0.07280,-0.08286,0.97099,0.01241,-0.13163,0.96324,0.21882
245,59.60,-0.03268,1.21194,-0.07280,-0.08285,0.97092,0.01227,-0.13283,0.95488,0.21781
246,57.21,-0.03268,1.21194,-0.07280,-0.08284,0.97086,0.01215,-0.13406,0.94626,0.21644
247,54.73,-0.03268,1.21194,-0.07280,-0.08284,0.97082,0.01207,-0.13532,0.93743,0.21468
248,52.16,-0.03268,1.21194,-0.07280,-0.08283,0.97079,0.01201,-0.13661,0.92843,0.21248
249,49.53,-0.03268,1.21194,-0.07280,-0.08283,0.97077,0.01197,-0.13789,0.91933,0.20983
250,46.84,-0.03268,1.21194,-0.07280,-0.08283,0.97077,0.01196,-0.13918,0.91019,0.20672
251,44.10,-0.03268,1.21194,-0.07280,-0.08283,0.97077,0.01196,-0.14044,0.90110,0.20314
