frame,elbow_deg,msho_x,msho_y,msho_z,melb_x,melb_y,melb_z,mwri_x,mwri_y,mwri_z
22,18.37,-0.07639,1.44672,-0.16468,-0.11561,1.11830,-0.07107,-0.15356,0.91868,0.09005
23,18.40,-0.07639,1.44672,-0.16468,-0.11561,1.11830,-0.07106,-0.15352,0.91877,0.09017
24,18.44,-0.07639,1.44672,-0.16468,-0.11561,1.11830,-0.07104,-0.15348,0.91887,0.09032
25,18.48,-0.07639,1.44672,-0.16468,-0.11561,1.11831,-0.07103,-0.15342,0.91898,0.09048
26,18.52,-0.07639,1.44672,-0.16468,-0.11560,1.11832,-0.07101,-0.15337,0.91911,0.09066
27,18.56,-0.07639,1.44672,-0.16468,-0.11560,1.11832,-0.07099,-0.15332,0.91923,0.09083
28,18.59,-0.07639,1.44672,-0.16468,-0.11560,1.11833,-0.07097,-0.15327,0.91933,0.09099
29,18.62,-0.07639,1.44672,-0.16468,-0.11560,1.11833,-0.07097,-0.15323,0.91941,0.09110
30,18.64,-0.07639,1.44672,-0.16468,-0.11560,1.11833,-0.07097,-0.15321,0.91946,0.09117
31,18.65,-0.07639,1.44672,-0.16468,-0.11560,1.11832,-0.07100,-0.15321,0.91946,0.09115
32,18.65,-0.07639,1.44672,-0.16468,-0.11561,1.11830,-0.07104,-0.15323,0.91940,0.09105
33,18.62,-0.07639,1.44672,-0.16468,-0.11562,1.11828,-0.07111,-0.15328,0.91927,0.09084
34,18.58,-0.07639,1.44672,-0.16468,-0.11564,1.11824,-0.07121,-0.15336,0.91907,0.09052
35,18.51,-0.07639,1.44672,-0.16468,-0.11566,1.11820,-0.07135,-0.15348,0.91879,0.09007
36,18.43,-0.07639,1.44672,-0.16468,-0.11569,1.11814,-0.07151,-0.15363,0.91843,0.08950
37,18.33,-0.07639,1.44672,-0.16468,-0.11572,1.11807,-0.07171,-0.15381,0.91800,0.08880
38,18.21,-0.07639,1.44672,-0.16468,-0.11576,1.11798,-0.07194,-0.15402,0.91749,0.08798
39,18.08,-0.07639,1.44672,-0.16468,-0.11580,1.11789,-0.07220,-0.15426,0.91693,0.08707
40,17.93,-0.07639,1.44672,-0.16468,-0.11585,1.11780,-0.07248,-0.15451,0.91633,0.08609
41,17.79,-0.07639,1.44672,-0.16468,-0.11590,1.11769,-0.07278,-0.15478,0.91570,0.08506
42,17.64,-0.07639,1.44672,-0.16468,-0.11595,1.11759,-0.07308,-0.15504,0.91508,0.08403
43,17.50,-0.07639,1.44672,-0.16468,-0.11600,1.11748,-0.07338,-0.15530,0.91449,0.08303
44,17.38,-0.07639,1.44672,-0.16468,-0.11605,1.11739,-0.07366,-0.15553,0.91395,0.08212
45,17.29,-0.07639,1.44672,-0.16468,-0.11609,1.11730,-0.07391,-0.15572,0.91350,0.08135
46,17.23,-0.07639,1.44672,-0.16468,-0.11612,1.11723,-0.07412,-0.15585,0.91318,0.08077
47,17.21,-0.07639,1.44672,-0.16468,-0.11615,1.11718,-0.07428,-0.15592,0.91300,0.08044
48,17.25,-0.07639,1.44672,-0.16468,-0.11617,1.11714,-0.07437,-0.15590,0.91302,0.08042
49,17.35,-0.07639,1.44672,-0.16468,-0.11617,1.11714,-0.07439,-0.15578,0.91325,0.08076
50,17.53,-0.07639,1.44672,-0.16468,-0.11616,1.11716,-0.07432,-0.15555,0.91373,0.08150
51,17.79,-0.07639,1.44672,-0.16468,-0.11613,1.11721,-0.07416,-0.15520,0.91450,0.08270
52,18.14,-0.07639,1.44672,-0.16468,-0.11609,1.11730,-0.07390,-0.15471,0.91557,0.08437
53,18.59,-0.07639,1.44672,-0.16468,-0.11603,1.11742,-0.07355,-0.15407,0.91699,0.08654
54,19.14,-0.07639,1.44672,-0.16468,-0.11595,1.11758,-0.07310,-0.15328,0.91878,0.08924
55,19.80,-0.07639,1.44672,-0.16468,-0.11586,1.11777,-0.07256,-0.15233,0.92097,0.09246
56,20.58,-0.07639,1.44672,-0.16468,-0.11576,1.11799,-0.07193,-0.15122,0.92358,0.09618
57,21.48,-0.07639,1.44672,-0.16468,-0.11564,1.11824,-0.07123,-0.14994,0.92664,0.10040
58,22.50,-0.07639,1.44672,-0.16468,-0.11551,1.11851,-0.07046,-0.14851,0.93017,0.10509
59,23.65,-0.07639,1.44672,-0.16468,-0.11537,1.11881,-0.06963,-0.14692,0.93420,0.11020
60,24.93,-0.07639,1.44672,-0.16468,-0.11523,1.11912,-0.06877,-0.14517,0.93875,0.11569
61,26.33,-0.07639,1.44672,-0.16468,-0.11508,1.11945,-0.06789,-0.14327,0.94384,0.12151
62,27.87,-0.07639,1.44672,-0.16468,-0.11493,1.11978,-0.06699,-0.14124,0.94949,0.12759
63,29.54,-0.07639,1.44672,-0.16468,-0.11478,1.12011,-0.06611,-0.13907,0.95572,0.13388
64,31.34,-0.07639,1.44672,-0.16468,-0.11463,1.12044,-0.06524,-0.13679,0.96255,0.14030
65,33.26,-0.07639,1.44672,-0.16468,-0.11449,1.12076,-0.06440,-0.13440,0.96998,0.14678
66,35.31,-0.07639,1.44672,-0.16468,-0.11435,1.12106,-0.06360,-0.13191,0.97802,0.15326
67,37.49,-0.07639,1.44672,-0.16468,-0.11422,1.12136,-0.06284,-0.12935,0.98669,0.15965
68,39.78,-0.07639,1.44672,-0.16468,-0.11410,1.12164,-0.06213,-0.12672,0.99599,0.16589
69,42.18,-0.07639,1.44672,-0.16468,-0.11399,1.12190,-0.06147,-0.12405,1.00590,0.17190
70,44.69,-0.07639,1.44672,-0.16468,-0.11388,1.12214,-0.06085,-0.12135,1.01642,0.17761
71,47.29,-0.07639,1.44672,-0.16468,-0.11378,1.12237,-0.06027,-0.11865,1.02753,0.18295
72,49.99,-0.07639,1.44672,-0.16468,-0.11369,1.12259,-0.05973,-0.11596,1.03919,0.18786
73,52.76,-0.07639,1.44672,-0.16468,-0.11360,1.12280,-0.05921,-0.11331,1.05138,0.19227
74,55.61,-0.07639,1.44672,-0.16468,-0.11352,1.12301,-0.05870,-0.11071,1.06405,0.19613
75,58.50,-0.07639,1.44672,-0.16468,-0.11343,1.12321,-0.05820,-0.10820,1.07713,0.19940
76,61.44,-0.07639,1.44672,-0.16468,-0.11334,1.12343,-0.05768,-0.10578,1.09056,0.20204
77,64.41,-0.07639,1.44672,-0.16468,-0.11325,1.12365,-0.05713,-0.10349,1.10427,0.20401
78,67.39,-0.07639,1.44672,-0.16468,-0.11315,1.12389,-0.05655,-0.10133,1.11817,0.20531
79,70.36,-0.07639,1.44672,-0.16468,-0.11304,1.12416,-0.05592,-0.09932,1.13217,0.20593
80,73.32,-0.07639,1.44672,-0.16468,-0.11292,1.12445,-0.05523,-0.09747,1.14619,0.20587
81,76.25,-0.07639,1.44672,-0.16468,-0.11279,1.12477,-0.05447,-0.09579,1.16013,0.20517
82,79.14,-0.07639,1.44672,-0.16468,-0.11264,1.12512,-0.05364,-0.09429,1.17392,0.20384
83,81.98,-0.07639,1.44672,-0.16468,-0.11249,1.12551,-0.05274,-0.09297,1.18747,0.20191
84,84.76,-0.07639,1.44672,-0.16468,-0.11232,1.12594,-0.05176,-0.09182,1.20071,0.19944
85,87.47,-0.07639,1.44672,-0.16468,-0.11214,1.12639,-0.05073,-0.09085,1.21359,0.19646
86,90.11,-0.07639,1.44672,-0.16468,-0.11195,1.12687,-0.04965,-0.09004,1.22606,0.19302
87,92.69,-0.07639,1.44672,-0.16468,-0.11176,1.12738,-0.04852,-0.08940,1.23808,0.18914
88,95.19,-0.07639,1.44672,-0.16468,-0.11156,1.12790,-0.04738,-0.08891,1.24962,0.18488
89,97.64,-0.07639,1.44672,-0.16468,-0.11136,1.12842,-0.04624,-0.08856,1.26066,0.18025
90,100.02,-0.07639,1.44672,-0.16468,-0.11116,1.12894,-0.04511,-0.08836,1.27118,0.17528
91,102.34,-0.07639,1.44672,-0.16468,-0.11097,1.12945,-0.04403,-0.08828,1.28118,0.17001
92,104.62,-0.07639,1.44672,-0.16468,-0.11079,1.12994,-0.04300,-0.08834,1.29065,0.16444
93,106.85,-0.07639,1.44672,-0.16468,-0.11062,1.13039,-0.04206,-0.08852,1.29958,0.15861
94,109.03,-0.07639,1.44672,-0.16468,-0.11047,1.13080,-0.04121,-0.08881,1.30795,0.15254
95,111.16,-0.07639,1.44672,-0.16468,-0.11034,1.13116,-0.04046,-0.08921,1.31577,0.14628
96,113.25,-0.07639,1.44672,-0.16468,-0.11023,1.13147,-0.03984,-0.08971,1.32303,0.13986
97,115.28,-0.07639,1.44672,-0.16468,-0.11014,1.13172,-0.03933,-0.09030,1.32971,0.13334
98,117.24,-0.07639,1.44672,-0.16468,-0.11007,1.13192,-0.03894,-0.09096,1.33582,0.12679
99,119.13,-0.07639,1.44672,-0.16468,-0.11002,1.13205,-0.03866,-0.09168,1.34135,0.12030
100,120.93,-0.07639,1.44672,-0.16468,-0.10999,1.13214,-0.03848,-0.09244,1.34631,0.11394
101,122.62,-0.07639,1.44672,-0.16468,-0.10997,1.13219,-0.03839,-0.09322,1.35069,0.10782
102,124.18,-0.07639,1.44672,-0.16468,-0.10997,1.13220,-0.03836,-0.09399,1.35453,0.10203
103,125.61,-0.07639,1.44672,-0.16468,-0.10997,1.13219,-0.03839,-0.09475,1.35783,0.09667
104,126.87,-0.07639,1.44672,-0.16468,-0.10998,1.13216,-0.03844,-0.09545,1.36063,0.09184
105,127.97,-0.07639,1.44672,-0.16468,-0.10999,1.13213,-0.03851,-0.09608,1.36295,0.08761
106,128.00,-0.07639,1.44672,-0.16468,-0.11000,1.13210,-0.03856,-0.09610,1.36297,0.08748
107,128.00,-0.07639,1.44672,-0.16468,-0.11001,1.13209,-0.03858,-0.09610,1.36294,0.08748
108,128.00,-0.07639,1.44672,-0.16468,-0.11001,1.13210,-0.03857,-0.09610,1.36296,0.08748
109,128.00,-0.07639,1.44672,-0.16468,-0.10999,1.13213,-0.03851,-0.09610,1.36301,0.08749
110,128.00,-0.07639,1.44672,-0.16468,-0.10997,1.13218,-0.03840,-0.09609,1.36312,0.08750
111,128.00,-0.07639,1.44672,-0.16468,-0.10995,1.13227,-0.03823,-0.09607,1.36328,0.08753
112,128.00,-0.07639,1.44672,-0.16468,-0.10991,1.13237,-0.03803,-0.09606,1.36348,0.08756
113,128.00,-0.07639,1.44672,-0.16468,-0.10987,1.13249,-0.03779,-0.09604,1.36372,0.08759
114,128.00,-0.07639,1.44672,-0.16468,-0.10982,1.13262,-0.03753,-0.09601,1.36397,0.08762
115,127.92,-0.07639,1.44672,-0.16468,-0.10977,1.13275,-0.03727,-0.09594,1.36405,0.08798
116,126.87,-0.07639,1.44672,-0.16468,-0.10973,1.13288,-0.03702,-0.09532,1.36203,0.09207
117,125.67,-0.07639,1.44672,-0.16468,-0.10969,1.13298,-0.03681,-0.09464,1.35958,0.09667
118,124.34,-0.07639,1.44672,-0.16468,-0.10966,1.13306,-0.03665,-0.09392,1.35668,0.10171
119,122.90,-0.07639,1.44672,-0.16468,-0.10965,1.13311,-0.03657,-0.09318,1.35331,0.10709
120,121.37,-0.07639,1.44672,-0.16468,-0.10965,1.13310,-0.03657,-0.09245,1.34948,0.11273
121,119.75,-0.07639,1.44672,-0.16468,-0.10967,1.13305,-0.03667,-0.09173,1.34519,0.11853
122,118.07,-0.07639,1.44672,-0.16468,-0.10970,1.13295,-0.03688,-0.09106,1.34043,0.12441
123,116.34,-0.07639,1.44672,-0.16468,-0.10976,1.13279,-0.03720,-0.09043,1.33522,0.13030
124,114.57,-0.07639,1.44672,-0.16468,-0.10984,1.13257,-0.03762,-0.08986,1.32960,0.13613
125,112.78,-0.07639,1.44672,-0.16468,-0.10993,1.13231,-0.03815,-0.08937,1.32358,0.14183
126,110.98,-0.07639,1.44672,-0.16468,-0.11004,1.13200,-0.03877,-0.08895,1.31721,0.14737
127,109.17,-0.07639,1.44672,-0.16468,-0.11016,1.13165,-0.03947,-0.08861,1.31053,0.15271
128,107.35,-0.07639,1.44672,-0.16468,-0.11030,1.13129,-0.04022,-0.08836,1.30357,0.15782
129,105.54,-0.07639,1.44672,-0.16468,-0.11044,1.13090,-0.04100,-0.08818,1.29639,0.16269
130,103.73,-0.07639,1.44672,-0.16468,-0.11058,1.13052,-0.04180,-0.08807,1.28902,0.16731
131,101.92,-0.07639,1.44672,-0.16468,-0.11072,1.13014,-0.04259,-0.08804,1.28149,0.17170
132,100.12,-0.07639,1.44672,-0.16468,-0.11085,1.12978,-0.04335,-0.08809,1.27385,0.17586
133,98.31,-0.07639,1.44672,-0.16468,-0.11097,1.12944,-0.04405,-0.08819,1.26611,0.17980
134,96.51,-0.07639,1.44672,-0.16468,-0.11109,1.12914,-0.04469,-0.08836,1.25830,0.18354
135,94.69,-0.07639,1.44672,-0.16468,-0.11118,1.12888,-0.04525,-0.08860,1.25044,0.18708
136,92.87,-0.07639,1.44672,-0.16468,-0.11127,1.12865,-0.04573,-0.08889,1.24253,0.19043
137,91.03,-0.07639,1.44672,-0.16468,-0.11134,1.12847,-0.04612,-0.08924,1.23457,0.19361
138,89.18,-0.07639,1.44672,-0.16468,-0.11139,1.12833,-0.04643,-0.08965,1.22657,0.19661
139,87.32,-0.07639,1.44672,-0.16468,-0.11143,1.12823,-0.04665,-0.09012,1.21850,0.19943
140,85.43,-0.07639,1.44672,-0.16468,-0.11146,1.12816,-0.04681,-0.09066,1.21037,0.20206
141,83.53,-0.07639,1.44672,-0.16468,-0.11147,1.12811,-0.04691,-0.09126,1.20215,0.20450
142,81.60,-0.07639,1.44672,-0.16468,-0.11148,1.12809,-0.04696,-0.09194,1.19381,0.20672
143,79.65,-0.07639,1.44672,-0.16468,-0.11149,1.12807,-0.04699,-0.09269,1.18533,0.20872
144,77.67,-0.07639,1.44672,-0.16468,-0.11149,1.12806,-0.04702,-0.09353,1.17669,0.21046
145,75.66,-0.07639,1.44672,-0.16468,-0.11150,1.12805,-0.04704,-0.09447,1.16786,0.21192
146,73.62,-0.07639,1.44672,-0.16468,-0.11151,1.12803,-0.04709,-0.09550,1.15880,0.21308
147,71.53,-0.07639,1.44672,-0.16468,-0.11152,1.12799,-0.04718,-0.09664,1.14950,0.21389
148,69.41,-0.07639,1.44672,-0.16468,-0.11155,1.12793,-0.04731,-0.09789,1.13994,0.21434
149,67.24,-0.07639,1.44672,-0.16468,-0.11158,1.12784,-0.04751,-0.09927,1.13011,0.21438
150,65.03,-0.07639,1.44672,-0.16468,-0.11162,1.12772,-0.04776,-0.10077,1.12000,0.21397
151,62.78,-0.07639,1.44672,-0.16468,-0.11168,1.12757,-0.04809,-0.10241,1.10962,0.21309
152,60.48,-0.07639,1.44672,-0.16468,-0.11175,1.12739,-0.04849,-0.10419,1.09901,0.21170
153,58.14,-0.07639,1.44672,-0.16468,-0.11183,1.12718,-0.04896,-0.10610,1.08819,0.20978
154,55.77,-0.07639,1.44672,-0.16468,-0.11193,1.12694,-0.04949,-0.10815,1.07722,0.20730
155,53.38,-0.07639,1.44672,-0.16468,-0.11203,1.12667,-0.05009,-0.11033,1.06616,0.20426
156,50.96,-0.07639,1.44672,-0.16468,-0.11214,1.12638,-0.05075,-0.11262,1.05509,0.20066
157,48.55,-0.07639,1.44672,-0.16468,-0.11227,1.12607,-0.05146,-0.11502,1.04411,0.19651
158,46.14,-0.07639,1.44672,-0.16468,-0.11240,1.12574,-0.05221,-0.11750,1.03330,0.19186
159,43.76,-0.07639,1.44672,-0.16468,-0.11253,1.12540,-0.05299,-0.12004,1.02276,0.18675
160,41.43,-0.07639,1.44672,-0.16468,-0.11267,1.12506,-0.05379,-0.12261,1.01258,0.18125
161,39.15,-0.07639,1.44672,-0.16468,-0.11281,1.12471,-0.05460,-0.12519,1.00284,0.17543
162,36.95,-0.07639,1.44672,-0.16468,-0.11295,1.12437,-0.05542,-0.12774,0.99361,0.16938
163,34.83,-0.07639,1.44672,-0.16468,-0.11309,1.12402,-0.05624,-0.13026,0.98494,0.16318
164,32.81,-0.07639,1.44672,-0.16468,-0.11323,1.12369,-0.05705,-0.13270,0.97687,0.15691
165,30.91,-0.07639,1.44672,-0.16468,-0.11337,1.12335,-0.05785,-0.13505,0.96940,0.15067
166,29.12,-0.07639,1.44672,-0.16468,-0.11351,1.12303,-0.05864,-0.13729,0.96255,0.14452
167,27.45,-0.07639,1.44672,-0.16468,-0.11364,1.12271,-0.05942,-0.13942,0.95630,0.13852
168,25.91,-0.07639,1.44672,-0.16468,-0.11377,1.12240,-0.06019,-0.14142,0.95062,0.13272
169,24.49,-0.07639,1.44672,-0.16468,-0.11390,1.12210,-0.06095,-0.14328,0.94550,0.12717
170,23.20,-0.07639,1.44672,-0.16468,-0.11403,1.12181,-0.06169,-0.14501,0.94088,0.12190
171,22.02,-0.07639,1.44672,-0.16468,-0.11415,1.12152,-0.06243,-0.14661,0.93675,0.11693
172,20.97,-0.07639,1.44672,-0.16468,-0.11427,1.12124,-0.06315,-0.14806,0.93307,0.11229
173,20.03,-0.07639,1.44672,-0.16468,-0.11439,1.12097,-0.06386,-0.14938,0.92981,0.10800
174,19.22,-0.07639,1.44672,-0.16468,-0.11451,1.12070,-0.06454,-0.15055,0.92696,0.10408
175,18.52,-0.07639,1.44672,-0.16468,-0.11462,1.12045,-0.06520,-0.15158,0.92450,0.10058
176,17.94,-0.07639,1.44672,-0.16468,-0.11473,1.12021,-0.06583,-0.15245,0.92242,0.09752
177,17.50,-0.07639,1.44672,-0.16468,-0.11483,1.11999,-0.06642,-0.15316,0.92074,0.09496
178,17.18,-0.07639,1.44672,-0.16468,-0.11492,1.11979,-0.06696,-0.15370,0.91945,0.09293
179,17.01,-0.07639,1.44672,-0.16468,-0.11500,1.11961,-0.06744,-0.15406,0.91858,0.09149
180,16.98,-0.07639,1.44672,-0.16468,-0.11507,1.11946,-0.06785,-0.15421,0.91815,0.09070
181,17.12,-0.07639,1.44672,-0.16468,-0.11513,1.11934,-0.06819,-0.15415,0.91818,0.09061
182,17.43,-0.07639,1.44672,-0.16468,-0.11517,1.11925,-0.06843,-0.15386,0.91872,0.09128
183,17.92,-0.07639,1.44672,-0.16468,-0.11520,1.11919,-0.06859,-0.15333,0.91981,0.09273
184,18.60,-0.07639,1.44672,-0.16468,-0.11520,1.11917,-0.06864,-0.15254,0.92148,0.09499
185,19.47,-0.07639,1.44672,-0.16468,-0.11520,1.11919,-0.06859,-0.15149,0.92379,0.09809
186,20.55,-0.07639,1.44672,-0.16468,-0.11517,1.11925,-0.06843,-0.15018,0.92679,0.10200
187,21.83,-0.07639,1.44672,-0.16468,-0.11513,1.11934,-0.06817,-0.14860,0.93052,0.10670
188,23.31,-0.07639,1.44672,-0.16468,-0.11507,1.11947,-0.06781,-0.14675,0.93504,0.11214
189,25.00,-0.07639,1.44672,-0.16468,-0.11499,1.11964,-0.06736,-0.14466,0.94038,0.11823
190,26.87,-0.07639,1.44672,-0.16468,-0.11490,1.11985,-0.06681,-0.14233,0.94658,0.12488
191,28.92,-0.07639,1.44672,-0.16468,-0.11479,1.12008,-0.06618,-0.13980,0.95366,0.13198
192,31.14,-0.07639,1.44672,-0.16468,-0.11467,1.12035,-0.06547,-0.13708,0.96164,0.13939
193,33.52,-0.07639,1.44672,-0.16468,-0.11454,1.12064,-0.06471,-0.13420,0.97051,0.14698
194,36.04,-0.07639,1.44672,-0.16468,-0.11440,1.12095,-0.06390,-0.13121,0.98026,0.15461
195,38.69,-0.07639,1.44672,-0.16468,-0.11426,1.12128,-0.06305,-0.12812,0.99087,0.16214
196,41.46,-0.07639,1.44672,-0.16468,-0.11411,1.12162,-0.06217,-0.12499,1.00230,0.16943
197,44.33,-0.07639,1.44672,-0.16468,-0.11396,1.12197,-0.06128,-0.12182,1.01450,0.17636
198,47.30,-0.07639,1.44672,-0.16468,-0.11380,1.12233,-0.06038,-0.11867,1.02743,0.18283
199,50.35,-0.07639,1.44672,-0.16468,-0.11365,1.12269,-0.05947,-0.11556,1.04102,0.18871
200,53.48,-0.07639,1.44672,-0.16468,-0.11349,1.12306,-0.05857,-0.11251,1.05523,0.19394
201,56.67,-0.07639,1.44672,-0.16468,-0.11334,1.12343,-0.05767,-0.10955,1.06997,0.19842
202,59.93,-0.07639,1.44672,-0.16468,-0.11319,1.12380,-0.05678,-0.10671,1.08518,0.20209
203,63.23,-0.07639,1.44672,-0.16468,-0.11303,1.12417,-0.05589,-0.10402,1.10078,0.20490
204,66.56,-0.07639,1.44672,-0.16468,-0.11288,1.12455,-0.05499,-0.10149,1.11668,0.20680
205,69.93,-0.07639,1.44672,-0.16468,-0.11272,1.12494,-0.05408,-0.09915,1.13279,0.20776
206,73.31,-0.07639,1.44672,-0.16468,-0.11256,1.12534,-0.05315,-0.09701,1.14898,0.20778
207,76.69,-0.07639,1.44672,-0.16468,-0.11239,1.12575,-0.05219,-0.09509,1.16516,0.20686
208,80.05,-0.07639,1.44672,-0.16468,-0.11222,1.12618,-0.05120,-0.09341,1.18120,0.20502
209,83.37,-0.07639,1.44672,-0.16468,-0.11204,1.12664,-0.05017,-0.09196,1.19697,0.20231
210,86.65,-0.07639,1.44672,-0.16468,-0.11186,1.12712,-0.04909,-0.09076,1.21235,0.19878
211,89.85,-0.07639,1.44672,-0.16468,-0.11166,1.12762,-0.04797,-0.08979,1.22724,0.19451
212,92.97,-0.07639,1.44672,-0.16468,-0.11146,1.12816,-0.04681,-0.08906,1.24151,0.18961
213,95.99,-0.07639,1.44672,-0.16468,-0.11125,1.12871,-0.04560,-0.08855,1.25509,0.18417
214,98.89,-0.07639,1.44672,-0.16468,-0.11103,1.12930,-0.04435,-0.08823,1.26790,0.17832
215,101.65,-0.07639,1.44672,-0.16468,-0.11080,1.12990,-0.04307,-0.08810,1.27987,0.17218
216,104.27,-0.07639,1.44672,-0.16468,-0.11057,1.13053,-0.04177,-0.08813,1.29098,0.16587
217,106.74,-0.07639,1.44672,-0.16468,-0.11034,1.13117,-0.04045,-0.08828,1.30120,0.15951
218,109.04,-0.07639,1.44672,-0.16468,-0.11010,1.13183,-0.03912,-0.08854,1.31054,0.15321
219,111.17,-0.07639,1.44672,-0.16468,-0.10987,1.13249,-0.03779,-0.08888,1.31900,0.14707
220,113.13,-0.07639,1.44672,-0.16468,-0.10963,1.13315,-0.03648,-0.08927,1.32661,0.14118
221,114.91,-0.07639,1.44672,-0.16468,-0.10941,1.13380,-0.03520,-0.08970,1.33341,0.13561
222,116.52,-0.07639,1.44672,-0.16468,-0.10918,1.13444,-0.03396,-0.09014,1.33943,0.13044
223,117.96,-0.07639,1.44672,-0.16468,-0.10897,1.13507,-0.03277,-0.09057,1.34473,0.12570
224,119.22,-0.07639,1.44672,-0.16468,-0.10877,1.13566,-0.03165,-0.09099,1.34934,0.12143
225,120.32,-0.07639,1.44672,-0.16468,-0.10858,1.13621,-0.03061,-0.09137,1.35331,0.11765
226,121.25,-0.07639,1.44672,-0.16468,-0.10841,1.13672,-0.02967,-0.09171,1.35666,0.11438
227,122.03,-0.07639,1.44672,-0.16468,-0.10826,1.13717,-0.02884,-0.09201,1.35945,0.11163
228,122.65,-0.07639,1.44672,-0.16468,-0.10814,1.13756,-0.02813,-0.09226,1.36168,0.10940
229,123.12,-0.07639,1.44672,-0.16468,-0.10803,1.13787,-0.02756,-0.09244,1.36338,0.10771
230,123.44,-0.07639,1.44672,-0.16468,-0.10796,1.13810,-0.02714,-0.09257,1.36457,0.10656
231,123.61,-0.07639,1.44672,-0.16468,-0.10791,1.13825,-0.02687,-0.09263,1.36523,0.10596
232,123.62,-0.07639,1.44672,-0.16468,-0.10789,1.13831,-0.02676,-0.09263,1.36539,0.10592
233,123.48,-0.07639,1.44672,-0.16468,-0.10790,1.13828,-0.02681,-0.09256,1.36501,0.10645
234,123.18,-0.07639,1.44672,-0.16468,-0.10794,1.13817,-0.02703,-0.09243,1.36410,0.10756
235,122.72,-0.07639,1.44672,-0.16468,-0.10800,1.13796,-0.02740,-0.09222,1.36263,0.10925
236,122.09,-0.07639,1.44672,-0.16468,-0.10810,1.13767,-0.02793,-0.09195,1.36058,0.11154
237,121.29,-0.07639,1.44672,-0.16468,-0.10822,1.13730,-0.02860,-0.09163,1.35792,0.11442
238,120.31,-0.07639,1.44672,-0.16468,-0.10837,1.13686,-0.02942,-0.09125,1.35462,0.11787
239,119.17,-0.07639,1.44672,-0.16468,-0.10854,1.13635,-0.03035,-0.09083,1.35065,0.12187
240,117.85,-0.07639,1.44672,-0.16468,-0.10873,1.13579,-0.03140,-0.09038,1.34599,0.12636
241,116.37,-0.07639,1.44672,-0.16468,-0.10893,1.13518,-0.03255,-0.08993,1.34062,0.13129
242,114.73,-0.07639,1.44672,-0.16468,-0.10915,1.13453,-0.03378,-0.08948,1.33452,0.13659
243,112.95,-0.07639,1.44672,-0.16468,-0.10939,1.13386,-0.03509,-0.08905,1.32770,0.14216
244,111.04,-0.07639,1.44672,-0.16468,-0.10963,1.13316,-0.03645,-0.08868,1.32018,0.14790
245,109.01,-0.07639,1.44672,-0.16468,-0.10988,1.13246,-0.03785,-0.08837,1.31198,0.15372
246,106.89,-0.07639,1.44672,-0.16468,-0.11013,1.13174,-0.03929,-0.08815,1.30315,0.15950
