time,rep_index,elbow_moment_Nm,task_failure,a0_BIClong,afat_BIClong,MF_BIClong,cap_BIClong,a0_BICshort,afat_BICshort,MF_BICshort,cap_BICshort,a0_BRA,afat_BRA,MF_BRA,cap_BRA,a0_BRD_hand,afat_BRD_hand,MF_BRD_hand,cap_BRD_hand
-0.00000,1,8.18470,0,0.28886,0.26846,0.00245,1.00000,0.07113,0.17467,0.00159,1.00000,0.17500,0.11977,0.00109,1.00000,0.11751,0.13811,0.00126,1.00000
0.01000,1,7.69603,0,0.27240,0.25262,0.00475,0.99998,0.06709,0.16423,0.00309,0.99998,0.16517,0.11254,0.00212,0.99999,0.11074,0.12992,0.00244,0.99999
0.02000,1,7.23347,0,0.25666,0.23753,0.00692,0.99995,0.06292,0.15399,0.00450,0.99997,0.15554,0.10551,0.00308,0.99998,0.10416,0.12204,0.00356,0.99998
0.03000,1,6.81896,0,0.24243,0.22395,0.00896,0.99993,0.05891,0.14453,0.00581,0.99996,0.14668,0.09906,0.00398,0.99997,0.09811,0.11487,0.00461,0.99996
0.04000,1,6.46767,0,0.23026,0.21242,0.01090,0.99991,0.05529,0.13629,0.00706,0.99994,0.13898,0.09346,0.00484,0.99996,0.09284,0.10873,0.00560,0.99995
0.05000,1,6.18720,0,0.22042,0.20324,0.01275,0.99989,0.05221,0.12947,0.00824,0.99993,0.13268,0.08886,0.00565,0.99995,0.08849,0.10377,0.00654,0.99994
0.06000,1,5.97834,0,0.21298,0.19693,0.01455,0.99987,0.04972,0.12380,0.00937,0.99992,0.12787,0.08549,0.00643,0.99994,0.08509,0.10027,0.00746,0.99993
0.07000,1,5.83663,0,0.20779,0.19552,0.01633,0.99985,0.04781,0.11727,0.01044,0.99991,0.12448,0.08424,0.00719,0.99994,0.08259,0.09926,0.00836,0.99993
0.08000,1,5.75422,0,0.20461,0.19519,0.01811,0.99984,0.04641,0.11276,0.01146,0.99990,0.12240,0.08341,0.00796,0.99993,0.08090,0.09880,0.00926,0.99992
0.09000,1,5.72165,0,0.20313,0.19590,0.01990,0.99982,0.04546,0.10999,0.01247,0.99989,0.12145,0.08300,0.00871,0.99992,0.07991,0.09884,0.01016,0.99991
0.10000,1,5.72931,0,0.20305,0.19754,0.02170,0.99980,0.04486,0.10867,0.01346,0.99988,0.12148,0.08295,0.00947,0.99991,0.07947,0.09938,0.01107,0.99990
0.11000,1,5.76850,0,0.20406,0.19991,0.02352,0.99978,0.04461,0.10861,0.01445,0.99987,0.12229,0.08318,0.01023,0.99991,0.07948,0.10028,0.01199,0.99989
0.12000,1,5.83201,0,0.20594,0.20295,0.02537,0.99976,0.04459,0.10953,0.01545,0.99986,0.12378,0.08363,0.01099,0.99990,0.07985,0.10153,0.01291,0.99988
0.13000,1,5.91436,0,0.20851,0.20653,0.02726,0.99975,0.04479,0.11133,0.01646,0.99985,0.12585,0.08425,0.01176,0.99989,0.08050,0.10305,0.01385,0.99987
0.14000,1,6.01174,0,0.21164,0.21051,0.02917,0.99973,0.04521,0.11397,0.01750,0.99984,0.12842,0.08498,0.01253,0.99988,0.08138,0.10478,0.01481,0.99986
0.15000,1,6.12175,0,0.21527,0.21491,0.03113,0.99971,0.04578,0.11730,0.01857,0.99982,0.13147,0.08581,0.01332,0.99987,0.08247,0.10674,0.01578,0.99985
0.16000,1,6.24297,0,0.21933,0.21963,0.03314,0.99969,0.04653,0.12138,0.01968,0.99981,0.13498,0.08669,0.01411,0.99987,0.08375,0.10885,0.01677,0.99984
0.17000,1,6.37462,0,0.22382,0.22467,0.03519,0.99967,0.04744,0.12619,0.02083,0.99980,0.13894,0.08763,0.01491,0.99986,0.08521,0.11114,0.01779,0.99983
0.18000,1,6.51613,0,0.22873,0.23005,0.03728,0.99965,0.04847,0.13169,0.02203,0.99979,0.14338,0.08860,0.01571,0.99985,0.08684,0.11362,0.01882,0.99982
0.19000,1,6.66688,0,0.23400,0.23559,0.03943,0.99963,0.04970,0.13800,0.02329,0.99978,0.14828,0.08953,0.01653,0.99984,0.08864,0.11619,0.01988,0.99981
0.20000,1,6.82593,0,0.23964,0.24340,0.04165,0.99961,0.05106,0.14326,0.02459,0.99977,0.15364,0.09122,0.01736,0.99983,0.09059,0.11990,0.02097,0.99980
0.21000,1,6.99197,0,0.24558,0.25240,0.04395,0.99958,0.05260,0.14845,0.02595,0.99975,0.15944,0.09322,0.01821,0.99983,0.09268,0.12422,0.02211,0.99979
0.22000,1,7.16324,0,0.25176,0.26195,0.04634,0.99956,0.05429,0.15408,0.02735,0.99974,0.16565,0.09528,0.01908,0.99982,0.09489,0.12882,0.02328,0.99978
0.23000,1,7.33756,0,0.25812,0.27202,0.04882,0.99954,0.05612,0.16009,0.02881,0.99973,0.17225,0.09736,0.01997,0.99981,0.09719,0.13371,0.02450,0.99977
0.24000,1,7.51245,0,0.26457,0.28250,0.05140,0.99951,0.05807,0.16647,0.03033,0.99971,0.17919,0.09943,0.02087,0.99980,0.09955,0.13884,0.02577,0.99975
0.25000,1,7.68518,0,0.27100,0.29332,0.05407,0.99949,0.06012,0.17315,0.03191,0.99970,0.18641,0.10143,0.02180,0.99979,0.10194,0.14416,0.02708,0.99974
0.26000,1,7.85297,0,0.27732,0.30434,0.05685,0.99946,0.06225,0.18010,0.03355,0.99968,0.19383,0.10334,0.02274,0.99978,0.10432,0.14963,0.02845,0.99973
0.27000,1,8.01306,0,0.28350,0.31549,0.05972,0.99943,0.06446,0.18722,0.03526,0.99966,0.20145,0.10509,0.02370,0.99977,0.10669,0.15519,0.02986,0.99972
0.28000,1,8.16284,0,0.28929,0.32659,0.06270,0.99940,0.06667,0.19448,0.03703,0.99965,0.20906,0.10665,0.02467,0.99976,0.10895,0.16078,0.03133,0.99970
0.29000,1,8.29993,0,0.29467,0.33755,0.06578,0.99937,0.06889,0.20179,0.03887,0.99963,0.21665,0.10798,0.02566,0.99975,0.11110,0.16634,0.03284,0.99969
0.30000,1,8.42227,0,0.29957,0.34824,0.06896,0.99934,0.07109,0.20910,0.04078,0.99961,0.22413,0.10905,0.02665,0.99974,0.11311,0.17182,0.03441,0.99967
0.31000,1,8.52814,0,0.30391,0.35854,0.07222,0.99931,0.07325,0.21630,0.04275,0.99959,0.23141,0.10983,0.02765,0.99973,0.11495,0.17716,0.03603,0.99966
0.32000,1,8.61623,0,0.30763,0.36831,0.07558,0.99928,0.07533,0.22335,0.04479,0.99957,0.23842,0.11029,0.02866,0.99972,0.11659,0.18229,0.03769,0.99964
0.33000,1,8.68559,0,0.31069,0.37748,0.07902,0.99924,0.07732,0.23017,0.04689,0.99955,0.24508,0.11044,0.02966,0.99971,0.11802,0.18717,0.03939,0.99962
0.34000,1,8.73569,0,0.31306,0.38592,0.08254,0.99921,0.07919,0.23670,0.04904,0.99953,0.25133,0.11025,0.03067,0.99970,0.11922,0.19174,0.04114,0.99961
0.35000,1,8.76636,0,0.31474,0.39361,0.08613,0.99917,0.08093,0.24289,0.05126,0.99951,0.25711,0.10975,0.03167,0.99969,0.12019,0.19598,0.04293,0.99959
0.36000,1,8.77777,0,0.31571,0.40044,0.08978,0.99914,0.08252,0.24865,0.05353,0.99949,0.26237,0.10893,0.03266,0.99968,0.12092,0.19982,0.04475,0.99957
0.37000,1,8.77042,0,0.31599,0.40639,0.09349,0.99910,0.08395,0.25395,0.05584,0.99946,0.26708,0.10781,0.03365,0.99967,0.12140,0.20327,0.04661,0.99955
0.38000,1,8.74510,0,0.31561,0.41140,0.09724,0.99907,0.08520,0.25877,0.05820,0.99944,0.27119,0.10641,0.03462,0.99966,0.12164,0.20628,0.04849,0.99953
0.39000,1,8.70285,0,0.31459,0.41547,0.10103,0.99903,0.08627,0.26304,0.06060,0.99942,0.27469,0.10475,0.03557,0.99965,0.12164,0.20886,0.05039,0.99952
0.40000,1,8.64492,0,0.31298,0.41863,0.10485,0.99899,0.08716,0.26675,0.06303,0.99939,0.27758,0.10287,0.03651,0.99964,0.12143,0.21097,0.05231,0.99950
0.41000,1,8.57274,0,0.31083,0.42087,0.10868,0.99895,0.08786,0.26990,0.06549,0.99937,0.27986,0.10080,0.03743,0.99963,0.12100,0.21264,0.05425,0.99948
