frame,elbow_deg,msho_x,msho_y,msho_z,melb_x,melb_y,melb_z,mwri_x,mwri_y,mwri_z
0,16.29,-0.04720,1.50156,-0.11271,-0.10391,1.13819,-0.03203,-0.17331,0.91238,0.11240
1,16.48,-0.04720,1.50156,-0.11271,-0.10391,1.13821,-0.03196,-0.17322,0.91290,0.11331
2,16.68,-0.04720,1.50156,-0.11271,-0.10391,1.13823,-0.03190,-0.17313,0.91341,0.11421
3,16.86,-0.04720,1.50156,-0.11271,-0.10391,1.13825,-0.03183,-0.17304,0.91391,0.11507
4,17.04,-0.04720,1.50156,-0.11271,-0.10392,1.13827,-0.03178,-0.17296,0.91438,0.11588
5,17.20,-0.04720,1.50156,-0.11271,-0.10392,1.13828,-0.03172,-0.17289,0.91481,0.11662
6,17.34,-0.04720,1.50156,-0.11271,-0.10392,1.13830,-0.03168,-0.17282,0.91521,0.11729
7,17.47,-0.04720,1.50156,-0.11271,-0.10392,1.13831,-0.03164,-0.17276,0.91555,0.11786
8,17.57,-0.04720,1.50156,-0.11271,-0.10392,1.13832,-0.03161,-0.17271,0.91583,0.11833
9,17.65,-0.04720,1.50156,-0.11271,-0.10392,1.13832,-0.03160,-0.17267,0.91604,0.11869
10,17.71,-0.04720,1.50156,-0.11271,-0.10392,1.13832,-0.03159,-0.17264,0.91620,0.11894
11,17.75,-0.04720,1.50156,-0.11271,-0.10392,1.13832,-0.03159,-0.17262,0.91628,0.11908
12,17.76,-0.04720,1.50156,-0.11271,-0.10392,1.13832,-0.03160,-0.17262,0.91631,0.11911
13,17.75,-0.04720,1.50156,-0.11271,-0.10392,1.13831,-0.03162,-0.17262,0.91627,0.11904
14,17.72,-0.04720,1.50156,-0.11271,-0.10392,1.13831,-0.03165,-0.17263,0.91617,0.11887
15,17.67,-0.04720,1.50156,-0.11271,-0.10392,1.13829,-0.03168,-0.17266,0.91603,0.11862
16,17.61,-0.04720,1.50156,-0.11271,-0.10392,1.13828,-0.03172,-0.17269,0.91584,0.11830
17,17.53,-0.04720,1.50156,-0.11271,-0.10392,1.13827,-0.03177,-0.17272,0.91561,0.11791
18,17.45,-0.04720,1.50156,-0.11271,-0.10391,1.13826,-0.03181,-0.17276,0.91536,0.11748
19,17.35,-0.04720,1.50156,-0.11271,-0.10391,1.13824,-0.03186,-0.17281,0.91509,0.11701
