subj,time,rep,q_sh,q_el,qd_sh,qd_el,qdd_sh,qdd_el,elbow_moment,act_BIClong,act_BICshort,act_BRA,act_BRD_hand,frc_BIClong,frc_BICshort,frc_BRA,frc_BRD_hand,MF_BIClong,MF_BICshort,MF_BRA,MF_BRD_hand,humerus_mass,forearm_mass,humerus_len,forearm_len
s10,0.00000,1,25.30082,16.29127,0.61130,9.67260,-0.05000,-0.41500,6.45399,0.22068,0.09226,0.21409,0.09252,127.17778,38.71927,207.97800,20.98664,0.00273,0.00199,0.00073,0.00146,2.11895,1.76713,0.30339,0.31224
s10,0.01000,1,25.30693,16.38799,0.61080,9.66845,-0.17750,-1.86250,6.44333,0.22032,0.09214,0.21302,0.09239,126.99664,38.67071,206.95607,20.96146,0.00545,0.00397,0.00147,0.00291,2.11895,1.76713,0.30339,0.31224
s10,0.02000,1,25.31304,16.48464,0.60775,9.63535,-0.51250,-5.78500,6.43239,0.21995,0.09199,0.21195,0.09222,126.81619,38.61287,205.93852,20.93074,0.00815,0.00594,0.00221,0.00436,2.11895,1.76713,0.30339,0.31224
s10,0.03000,1,25.31909,16.58070,0.60055,9.55275,-0.92750,-10.72000,6.42098,0.21955,0.09183,0.21084,0.09206,126.62355,38.55361,204.90522,20.90254,0.01084,0.00789,0.00295,0.00580,2.11895,1.76713,0.30339,0.31224
s10,0.04000,1,25.32505,16.67569,0.58920,9.42095,-1.33500,-15.60750,6.40903,0.21911,0.09166,0.20972,0.09191,126.41822,38.49144,203.85932,20.87535,0.01351,0.00984,0.00369,0.00723,2.11895,1.76713,0.30339,0.31224
s10,0.05000,1,25.33087,16.76912,0.57385,9.24060,-1.72500,-20.40250,6.39659,0.21865,0.09147,0.20859,0.09172,126.20899,38.41962,202.81767,20.84309,0.01617,0.01177,0.00444,0.00865,2.11895,1.76713,0.30339,0.31224
s10,0.06000,1,25.33652,16.86050,0.55470,9.01290,-2.10250,-25.05500,6.38382,0.21818,0.09125,0.20746,0.09153,125.99506,38.34258,201.78172,20.80938,0.01881,0.01370,0.00518,0.01006,2.11895,1.76713,0.30339,0.31224
s10,0.07000,1,25.34197,16.94938,0.53180,8.73950,-2.46250,-29.52500,6.37097,0.21770,0.09102,0.20634,0.09130,125.78598,38.25725,200.77061,20.77042,0.02144,0.01561,0.00592,0.01147,2.11895,1.76713,0.30339,0.31224
s10,0.08000,1,25.34716,17.03529,0.50545,8.42240,-2.79500,-33.77750,6.35835,0.21724,0.09076,0.20526,0.09103,125.59309,38.16277,199.80319,20.72176,0.02406,0.01751,0.00667,0.01287,2.11895,1.76713,0.30339,0.31224
s10,0.09000,1,25.35207,17.11782,0.47590,8.06395,-3.10500,-37.77250,6.34626,0.21676,0.09052,0.20418,0.09082,125.39620,38.07958,198.84971,20.68864,0.02666,0.01940,0.00741,0.01426,2.11895,1.76713,0.30339,0.31224
s10,0.10000,1,25.35668,17.19657,0.44335,7.66695,-3.38750,-41.47250,6.33500,0.21630,0.09028,0.20315,0.09062,125.21626,37.99803,197.94661,20.65760,0.02924,0.02128,0.00816,0.01564,2.11895,1.76713,0.30339,0.31224
s10,0.11000,1,25.36094,17.27116,0.40815,7.23450,-3.63750,-44.85250,6.32485,0.21584,0.09009,0.20214,0.09051,125.03840,37.93488,197.07259,20.64705,0.03182,0.02315,0.00891,0.01702,2.11895,1.76713,0.30339,0.31224
s10,0.12000,1,25.36484,17.34126,0.37060,6.76990,-3.85250,-47.88500,6.31602,0.21544,0.08986,0.20122,0.09033,124.90606,37.86149,196.29859,20.62261,0.03438,0.02501,0.00965,0.01839,2.11895,1.76713,0.30339,0.31224
s10,0.13000,1,25.36835,17.40656,0.33110,6.27680,-4.03750,-50.54500,6.30869,0.21513,0.08962,0.20041,0.09009,124.82260,37.77878,195.63157,20.58457,0.03693,0.02686,0.01040,0.01975,2.11895,1.76713,0.30339,0.31224
s10,0.14000,1,25.37146,17.46680,0.28985,5.75900,-4.19250,-52.82750,6.30295,0.21482,0.08942,0.19965,0.08994,124.74994,37.71806,195.01323,20.56866,0.03947,0.02871,0.01115,0.02111,2.11895,1.76713,0.30339,0.31224
s10,0.15000,1,25.37415,17.52174,0.24725,5.22025,-4.30750,-54.72000,6.29887,0.21457,0.08924,0.19896,0.08982,124.70896,37.66477,194.47811,20.55742,0.04200,0.03055,0.01190,0.02246,2.11895,1.76713,0.30339,0.31224
s10,0.16000,1,25.37641,17.57120,0.20370,4.66460,-4.39250,-56.20750,6.29646,0.21437,0.08907,0.19836,0.08971,124.69975,37.61928,194.02781,20.55092,0.04453,0.03239,0.01265,0.02381,2.11895,1.76713,0.30339,0.31224
s10,0.17000,1,25.37823,17.61503,0.15940,4.09610,-4.44500,-57.30000,6.29571,0.21419,0.08896,0.19782,0.08970,124.70136,37.59710,193.63192,20.56643,0.04705,0.03421,0.01339,0.02516,2.11895,1.76713,0.30339,0.31224
s10,0.18000,1,25.37960,17.65312,0.11480,3.51860,-4.46000,-57.99750,6.29656,0.21412,0.08880,0.19742,0.08956,124.77382,37.55225,193.38212,20.55185,0.04957,0.03604,0.01414,0.02651,2.11895,1.76713,0.30339,0.31224
s10,0.19000,1,25.38052,17.68541,0.07020,2.93615,-4.44750,-58.30500,6.29895,0.21407,0.08869,0.19707,0.08951,124.85463,37.53060,193.18472,20.55899,0.05208,0.03786,0.01489,0.02785,2.11895,1.76713,0.30339,0.31224
s10,0.20000,1,25.38100,17.71185,0.02585,2.35250,-4.40250,-58.23500,6.30279,0.21408,0.08860,0.19681,0.08948,124.96247,37.51667,193.06862,20.57028,0.05459,0.03968,0.01564,0.02919,2.11895,1.76713,0.30339,0.31224
s10,0.21000,1,25.38104,17.73246,-0.01785,1.77145,-4.32250,-57.79250,6.30801,0.21412,0.08853,0.19663,0.08947,125.09555,37.51024,193.03157,20.58549,0.05709,0.04150,0.01639,0.03053,2.11895,1.76713,0.30339,0.31224
s10,0.22000,1,25.38064,17.74728,-0.06060,1.19665,-4.21750,-57.00000,6.31452,0.21421,0.08847,0.19653,0.08948,125.25204,37.51107,193.07107,20.60436,0.05960,0.04332,0.01714,0.03187,2.11895,1.76713,0.30339,0.31224
s10,0.23000,1,25.37983,17.75639,-0.10220,0.63145,-4.08500,-55.87000,6.32222,0.21435,0.08844,0.19651,0.08951,125.43013,37.51889,193.18447,20.62665,0.06211,0.04514,0.01790,0.03321,2.11895,1.76713,0.30339,0.31224
s10,0.24000,1,25.37860,17.75991,-0.14230,0.07925,-3.92250,-54.41500,6.33105,0.21453,0.08842,0.19656,0.08954,125.63793,37.53161,193.36126,20.65129,0.06462,0.04695,0.01865,0.03455,2.11895,1.76713,0.30339,0.31224
s10,0.25000,1,25.37698,17.75797,-0.18065,-0.45685,-3.73500,-52.65500,6.34091,0.21469,0.08830,0.19656,0.08955,125.91629,37.51862,193.59606,20.68020,0.06713,0.04877,0.01940,0.03589,2.11895,1.76713,0.30339,0.31224
