time,rep_index,elbow_moment_Nm,task_failure,a0_BIClong,afat_BIClong,MF_BIClong,cap_BIClong,a0_BICshort,afat_BICshort,MF_BICshort,cap_BICshort,a0_BRA,afat_BRA,MF_BRA,cap_BRA,a0_BRD_hand,afat_BRD_hand,MF_BRD_hand,cap_BRD_hand
-0.00000,1,5.72018,0,0.19678,0.23986,0.00219,1.00000,0.09570,0.17893,0.00163,1.00000,0.17292,0.08422,0.00077,1.00000,0.08493,0.13186,0.00120,1.00000
0.01000,1,5.78896,0,0.19905,0.24277,0.00440,0.99998,0.09676,0.18109,0.00328,0.99998,0.17487,0.08524,0.00155,0.99999,0.08586,0.13346,0.00242,0.99999
0.02000,1,5.85725,0,0.20133,0.24568,0.00664,0.99996,0.09784,0.18327,0.00495,0.99997,0.17684,0.08628,0.00233,0.99998,0.08682,0.13506,0.00365,0.99998
0.03000,1,5.92459,0,0.20361,0.24860,0.00891,0.99993,0.09895,0.18545,0.00665,0.99995,0.17881,0.08734,0.00313,0.99998,0.08780,0.13665,0.00490,0.99996
0.04000,1,5.99057,0,0.20588,0.25145,0.01120,0.99991,0.10007,0.18760,0.00836,0.99993,0.18077,0.08839,0.00393,0.99997,0.08877,0.13822,0.00616,0.99995
0.05000,1,6.05487,0,0.20811,0.25423,0.01352,0.99989,0.10120,0.18970,0.01009,0.99992,0.18268,0.08946,0.00475,0.99996,0.08975,0.13973,0.00743,0.99994
0.06000,1,6.11722,0,0.21032,0.25691,0.01586,0.99986,0.10234,0.19172,0.01184,0.99990,0.18454,0.09053,0.00558,0.99995,0.09070,0.14122,0.00872,0.99993
0.07000,1,6.17749,0,0.21247,0.25947,0.01823,0.99984,0.10348,0.19365,0.01360,0.99988,0.18632,0.09161,0.00641,0.99994,0.09166,0.14261,0.01002,0.99991
0.08000,1,6.23568,0,0.21457,0.26189,0.02062,0.99982,0.10462,0.19547,0.01538,0.99986,0.18801,0.09269,0.00726,0.99994,0.09260,0.14392,0.01133,0.99990
0.09000,1,6.29195,0,0.21663,0.26416,0.02303,0.99979,0.10576,0.19719,0.01718,0.99985,0.18960,0.09378,0.00811,0.99993,0.09354,0.14515,0.01266,0.99989
0.10000,1,6.34660,0,0.21866,0.26627,0.02546,0.99977,0.10690,0.19879,0.01899,0.99983,0.19110,0.09489,0.00898,0.99992,0.09446,0.14630,0.01399,0.99987
0.11000,1,6.40007,0,0.22066,0.26823,0.02790,0.99975,0.10805,0.20029,0.02082,0.99981,0.19250,0.09602,0.00985,0.99991,0.09538,0.14737,0.01534,0.99986
0.12000,1,6.45282,0,0.22264,0.27006,0.03036,0.99972,0.10921,0.20168,0.02266,0.99979,0.19380,0.09719,0.01074,0.99990,0.09631,0.14835,0.01669,0.99985
0.13000,1,6.50523,0,0.22462,0.27176,0.03284,0.99970,0.11039,0.20297,0.02451,0.99977,0.19501,0.09839,0.01164,0.99989,0.09724,0.14927,0.01805,0.99983
0.14000,1,6.55758,0,0.22660,0.27333,0.03533,0.99967,0.11159,0.20416,0.02637,0.99975,0.19613,0.09963,0.01255,0.99988,0.09818,0.15011,0.01942,0.99982
0.15000,1,6.60995,0,0.22859,0.27477,0.03784,0.99965,0.11281,0.20525,0.02824,0.99974,0.19715,0.10091,0.01347,0.99987,0.09913,0.15089,0.02079,0.99981
0.16000,1,6.66226,0,0.23057,0.27606,0.04036,0.99962,0.11404,0.20624,0.03013,0.99972,0.19805,0.10224,0.01440,0.99987,0.10009,0.15156,0.02218,0.99979
0.17000,1,6.71424,0,0.23255,0.27719,0.04289,0.99960,0.11529,0.20709,0.03201,0.99970,0.19883,0.10361,0.01534,0.99986,0.10105,0.15216,0.02356,0.99978
0.18000,1,6.76560,0,0.23449,0.27812,0.04542,0.99957,0.11653,0.20780,0.03391,0.99968,0.19948,0.10498,0.01630,0.99985,0.10200,0.15265,0.02496,0.99976
0.19000,1,6.81603,0,0.23639,0.27884,0.04796,0.99955,0.11777,0.20834,0.03581,0.99966,0.19996,0.10640,0.01727,0.99984,0.10294,0.15302,0.02635,0.99975
0.20000,1,6.86540,0,0.23825,0.27936,0.05051,0.99952,0.11900,0.20873,0.03771,0.99964,0.20028,0.10783,0.01825,0.99983,0.10387,0.15328,0.02775,0.99974
0.21000,1,6.91377,0,0.24004,0.27964,0.05306,0.99949,0.12021,0.20893,0.03962,0.99962,0.20044,0.10926,0.01925,0.99982,0.10478,0.15341,0.02915,0.99972
0.22000,1,6.96147,0,0.24180,0.27971,0.05561,0.99947,0.12141,0.20899,0.04152,0.99960,0.20043,0.11072,0.02026,0.99981,0.10568,0.15343,0.03055,0.99971
