subj,time,rep,q_sh,q_el,qd_sh,qd_el,qdd_sh,qdd_el,elbow_moment,act_BIClong,act_BICshort,act_BRA,act_BRD_hand,frc_BIClong,frc_BICshort,frc_BRA,frc_BRD_hand,MF_BIClong,MF_BICshort,MF_BRA,MF_BRD_hand,humerus_mass,forearm_mass,humerus_len,forearm_len
s11,0.00000,1,23.09801,17.37610,1.63490,0.30730,1.09000,-0.85500,5.56123,0.19540,0.08794,0.18809,0.08325,111.75955,37.46107,184.95310,19.17532,0.00237,0.00176,0.00071,0.00130,1.85163,1.44827,0.29005,0.29220
s11,0.01000,1,23.11436,17.37917,1.64580,0.29875,1.47250,-1.47250,5.55950,0.19535,0.08789,0.18801,0.08323,111.73968,37.43780,184.87986,19.17005,0.00474,0.00353,0.00141,0.00260,1.85163,1.44827,0.29005,0.29220
s11,0.02000,1,23.13093,17.38207,1.66435,0.27785,1.53250,-2.48500,5.55743,0.19529,0.08783,0.18792,0.08320,111.71319,37.41282,184.79573,19.16364,0.00711,0.00529,0.00212,0.00390,1.85163,1.44827,0.29005,0.29220
s11,0.03000,1,23.14765,17.38473,1.67645,0.24905,0.89250,-3.30250,5.55473,0.19521,0.08775,0.18781,0.08316,111.67466,37.38440,184.69266,19.15520,0.00947,0.00705,0.00282,0.00519,1.85163,1.44827,0.29005,0.29220
s11,0.04000,1,23.16445,17.38705,1.68220,0.21180,0.25000,-4.17000,5.55123,0.19510,0.08766,0.18768,0.08308,111.62477,37.34745,184.57472,19.13872,0.01184,0.00881,0.00353,0.00649,1.85163,1.44827,0.29005,0.29220
s11,0.05000,1,23.18129,17.38896,1.68145,0.16565,-0.40000,-5.07750,5.54683,0.19496,0.08756,0.18751,0.08301,111.55384,37.30903,184.42153,19.12466,0.01420,0.01057,0.00423,0.00779,1.85163,1.44827,0.29005,0.29220
s11,0.06000,1,23.19808,17.39037,1.67420,0.11025,-1.04250,-6.02000,5.54157,0.19478,0.08745,0.18732,0.08293,111.46651,37.26525,184.24335,19.10773,0.01656,0.01233,0.00493,0.00908,1.85163,1.44827,0.29005,0.29220
s11,0.07000,1,23.21477,17.39117,1.66060,0.04525,-1.68000,-6.99000,5.53552,0.19458,0.08733,0.18710,0.08284,111.36487,37.21654,184.04345,19.08822,0.01891,0.01408,0.00564,0.01037,1.85163,1.44827,0.29005,0.29220
s11,0.08000,1,23.23129,17.39127,1.64060,-0.02955,-2.31000,-7.98000,5.52884,0.19434,0.08719,0.18686,0.08274,111.24896,37.16191,183.83266,19.06729,0.02127,0.01584,0.00634,0.01166,1.85163,1.44827,0.29005,0.29220
s11,0.09000,1,23.24759,17.39058,1.61440,-0.11435,-2.92250,-8.97500,5.52171,0.19412,0.08699,0.18666,0.08250,111.14442,37.08270,183.67229,19.01643,0.02362,0.01759,0.00704,0.01295,1.85163,1.44827,0.29005,0.29220
s11,0.10000,1,23.26358,17.38898,1.58215,-0.20905,-3.52750,-9.95750,5.51428,0.19385,0.08683,0.18640,0.08238,111.00918,37.01784,183.46119,18.99424,0.02596,0.01933,0.00774,0.01424,1.85163,1.44827,0.29005,0.29220
s11,0.11000,1,23.27923,17.38640,1.54385,-0.31350,-4.12250,-10.92500,5.50675,0.19357,0.08666,0.18614,0.08226,110.87185,36.95104,183.25305,18.97170,0.02831,0.02108,0.00844,0.01552,1.85163,1.44827,0.29005,0.29220
s11,0.12000,1,23.29446,17.38271,1.49970,-0.42755,-4.69500,-11.86250,5.49924,0.19324,0.08653,0.18583,0.08228,110.70618,36.90386,182.99779,18.98255,0.03064,0.02282,0.00913,0.01681,1.85163,1.44827,0.29005,0.29220
s11,0.13000,1,23.30922,17.37785,1.44995,-0.55075,-5.25250,-12.74750,5.49189,0.19296,0.08636,0.18558,0.08216,110.57240,36.83602,182.80932,18.96082,0.03298,0.02456,0.00983,0.01809,1.85163,1.44827,0.29005,0.29220
s11,0.14000,1,23.32346,17.37170,1.39465,-0.68250,-5.80000,-13.57250,5.48478,0.19268,0.08619,0.18535,0.08205,110.44338,36.76859,182.63644,18.93985,0.03531,0.02629,0.01052,0.01937,1.85163,1.44827,0.29005,0.29220
s11,0.15000,1,23.33712,17.36419,1.33395,-0.82220,-6.33000,-14.32500,5.47799,0.19241,0.08601,0.18513,0.08193,110.32051,36.70208,182.48191,18.91983,0.03764,0.02803,0.01122,0.02065,1.85163,1.44827,0.29005,0.29220
s11,0.16000,1,23.35014,17.35525,1.26805,-0.96900,-6.84500,-14.98250,5.47157,0.19216,0.08585,0.18493,0.08182,110.20477,36.63694,182.34782,18.90091,0.03997,0.02976,0.01191,0.02192,1.85163,1.44827,0.29005,0.29220
s11,0.17000,1,23.36248,17.34482,1.19705,-1.12185,-7.34000,-15.53250,5.46557,0.19191,0.08568,0.18475,0.08171,110.09691,36.57359,182.23579,18.88326,0.04230,0.03149,0.01260,0.02320,1.85163,1.44827,0.29005,0.29220
s11,0.18000,1,23.37408,17.33282,1.12125,-1.27965,-7.81500,-15.96250,5.46002,0.19169,0.08551,0.18457,0.08160,110.01801,36.50811,182.12861,18.86506,0.04462,0.03322,0.01329,0.02447,1.85163,1.44827,0.29005,0.29220
s11,0.19000,1,23.38490,17.31922,1.04075,-1.44110,-8.28000,-16.26000,5.45496,0.19150,0.08534,0.18439,0.08149,109.97355,36.43983,182.02325,18.84590,0.04694,0.03494,0.01398,0.02575,1.85163,1.44827,0.29005,0.29220
s11,0.20000,1,23.39489,17.30400,0.95565,-1.60485,-8.72000,-16.41250,5.45042,0.19132,0.08517,0.18424,0.08138,109.94064,36.37436,181.94406,18.82823,0.04926,0.03667,0.01466,0.02702,1.85163,1.44827,0.29005,0.29220
s11,0.21000,1,23.40401,17.28712,0.86635,-1.76935,-9.13500,-16.40000,5.44645,0.19122,0.08495,0.18418,0.08112,109.95117,36.28826,181.95361,18.77614,0.05158,0.03839,0.01535,0.02829,1.85163,1.44827,0.29005,0.29220
s11,0.22000,1,23.41222,17.26861,0.77295,-1.93285,-9.53250,-16.21500,5.44309,0.19109,0.08480,0.18408,0.08103,109.94275,36.22923,181.93142,18.76148,0.05390,0.04011,0.01603,0.02956,1.85163,1.44827,0.29005,0.29220
s11,0.23000,1,23.41947,17.24847,0.67570,-2.09365,-9.89750,-15.85500,5.44039,0.19097,0.08466,0.18402,0.08095,109.94709,36.17426,181.93939,18.74869,0.05622,0.04183,0.01672,0.03083,1.85163,1.44827,0.29005,0.29220
