time,elbow_moment_Nm,act_TRIlong,act_TRIlat,act_TRImed,act_BIClong,act_BICshort,act_BRA,act_BRD_hand,act_elbow_assist,frc_TRIlong,frc_TRIlat,frc_TRImed,frc_BIClong,frc_BICshort,frc_BRA,frc_BRD_hand,rep_index,fatigue_level
-0.00000,5.62323,0.01001,0.01002,0.01002,0.22629,0.08788,0.27595,0.09757,0.02337,6.96424,4.80962,4.49245,131.87403,36.18795,270.53224,22.04225,1,0.00000
0.01000,5.63809,0.01001,0.01002,0.01002,0.22685,0.08810,0.27673,0.09781,0.02343,6.96458,4.80957,4.49238,132.19021,36.27589,271.27591,22.09531,1,0.00000
0.02000,5.65198,0.01001,0.01002,0.01002,0.22739,0.08833,0.27748,0.09804,0.02350,6.96536,4.80990,4.49265,132.48522,36.36295,271.96877,22.14551,1,0.00000
0.03000,5.66411,0.01001,0.01002,0.01002,0.22788,0.08854,0.27817,0.09826,0.02357,6.96651,4.81059,4.49327,132.74191,36.44403,272.57040,22.18993,1,0.00000
0.04000,5.67391,0.01001,0.01002,0.01002,0.22830,0.08874,0.27876,0.09845,0.02362,6.96797,4.81158,4.49418,132.94834,36.51531,273.05185,22.22651,1,0.00000
0.05000,5.68108,0.01001,0.01002,0.01002,0.22863,0.08891,0.27922,0.09861,0.02367,6.96966,4.81284,4.49533,133.09859,36.57415,273.39755,22.25408,1,0.00000
0.06000,5.68556,0.01001,0.01002,0.01002,0.22888,0.08905,0.27956,0.09873,0.02371,6.97201,4.81429,4.49668,133.19705,36.61899,273.59987,22.27211,1,0.00000
0.07000,5.68750,0.01001,0.01002,0.01002,0.22903,0.08913,0.27973,0.09879,0.02373,6.97580,4.81664,4.49886,133.25993,36.63909,273.66793,22.28044,1,0.00000
0.08000,5.68716,0.01001,0.01002,0.01002,0.22907,0.08917,0.27976,0.09882,0.02374,6.97958,4.81990,4.50189,133.25822,36.64422,273.63854,22.28185,1,0.00000
0.09000,5.68489,0.01001,0.01002,0.01002,0.22903,0.08918,0.27968,0.09881,0.02374,6.98322,4.82312,4.50490,133.21488,36.64366,273.49917,22.27620,1,0.00000
0.10000,5.68103,0.01001,0.01002,0.01002,0.22894,0.08917,0.27951,0.09878,0.02373,6.98660,4.82620,4.50779,133.13867,36.63385,273.27055,22.26504,1,0.00000
0.11000,5.67591,0.01001,0.01002,0.01002,0.22880,0.08914,0.27925,0.09872,0.02372,6.98963,4.82907,4.51049,133.03651,36.61642,272.96886,22.24948,1,0.00000
0.12000,5.66980,0.01001,0.01002,0.01002,0.22862,0.08910,0.27893,0.09865,0.02369,6.99225,4.83166,4.51292,132.91435,36.59262,272.60878,22.23044,1,0.00000
0.13000,5.66294,0.01001,0.01002,0.01002,0.22840,0.08903,0.27855,0.09856,0.02367,6.99441,4.83390,4.51505,132.77673,36.56379,272.20240,22.20875,1,0.00000
0.14000,5.65551,0.01001,0.01002,0.01002,0.22816,0.08896,0.27813,0.09847,0.02363,6.99606,4.83577,4.51683,132.62725,36.53056,271.76011,22.18494,1,0.00000
0.15000,5.64762,0.01001,0.01002,0.01002,0.22790,0.08887,0.27767,0.09836,0.02360,6.99719,4.83722,4.51822,132.46843,36.49346,271.29036,22.15940,1,0.00000
