time,rep_index,elbow_moment_Nm,task_failure,a0_BIClong,afat_BIClong,MF_BIClong,cap_BIClong,a0_BICshort,afat_BICshort,MF_BICshort,cap_BICshort,a0_BRA,afat_BRA,MF_BRA,cap_BRA,a0_BRD_hand,afat_BRD_hand,MF_BRD_hand,cap_BRD_hand
-0.00000,1,5.62323,0,0.22629,0.39626,0.00361,1.00000,0.08788,0.28000,0.00255,1.00000,0.27595,0.02811,0.00026,1.00000,0.09757,0.20724,0.00189,1.00000
0.01000,1,5.63809,0,0.22685,0.39750,0.00724,0.99996,0.08810,0.28088,0.00512,0.99997,0.27673,0.02805,0.00051,1.00000,0.09781,0.20790,0.00379,0.99998
0.02000,1,5.65198,0,0.22739,0.39868,0.01087,0.99993,0.08833,0.28169,0.00768,0.99995,0.27748,0.02801,0.00077,0.99999,0.09804,0.20853,0.00569,0.99996
0.03000,1,5.66411,0,0.22788,0.39972,0.01452,0.99989,0.08854,0.28245,0.01026,0.99992,0.27817,0.02799,0.00102,0.99999,0.09826,0.20907,0.00759,0.99994
0.04000,1,5.67391,0,0.22830,0.40061,0.01817,0.99985,0.08874,0.28307,0.01284,0.99990,0.27876,0.02798,0.00128,0.99999,0.09845,0.20954,0.00951,0.99992
0.05000,1,5.68108,0,0.22863,0.40130,0.02183,0.99982,0.08891,0.28356,0.01543,0.99987,0.27922,0.02798,0.00153,0.99999,0.09861,0.20989,0.01142,0.99990
0.06000,1,5.68556,0,0.22888,0.40178,0.02550,0.99978,0.08905,0.28391,0.01802,0.99985,0.27956,0.02799,0.00179,0.99998,0.09873,0.21013,0.01334,0.99989
0.07000,1,5.68750,0,0.22903,0.40203,0.02916,0.99975,0.08913,0.28403,0.02061,0.99982,0.27973,0.02801,0.00204,0.99998,0.09879,0.21025,0.01525,0.99987
0.08000,1,5.68716,0,0.22907,0.40207,0.03283,0.99971,0.08917,0.28403,0.02320,0.99979,0.27976,0.02805,0.00230,0.99998,0.09882,0.21026,0.01717,0.99985
0.09000,1,5.68489,0,0.22903,0.40190,0.03650,0.99967,0.08918,0.28391,0.02579,0.99977,0.27968,0.02809,0.00256,0.99998,0.09881,0.21017,0.01909,0.99983
0.10000,1,5.68103,0,0.22894,0.40159,0.04016,0.99964,0.08917,0.28371,0.02837,0.99974,0.27951,0.02816,0.00281,0.99997,0.09878,0.21000,0.02100,0.99981
0.11000,1,5.67591,0,0.22880,0.40116,0.04382,0.99960,0.08914,0.28340,0.03096,0.99972,0.27925,0.02824,0.00307,0.99997,0.09872,0.20979,0.02292,0.99979
0.12000,1,5.66980,0,0.22862,0.40065,0.04747,0.99956,0.08910,0.28303,0.03354,0.99969,0.27893,0.02833,0.00333,0.99997,0.09865,0.20952,0.02483,0.99977
0.13000,1,5.66294,0,0.22840,0.40001,0.05112,0.99953,0.08903,0.28259,0.03612,0.99966,0.27855,0.02843,0.00359,0.99997,0.09856,0.20918,0.02673,0.99975
0.14000,1,5.65551,0,0.22816,0.39936,0.05476,0.99949,0.08896,0.28212,0.03869,0.99964,0.27813,0.02855,0.00385,0.99996,0.09847,0.20882,0.02864,0.99973
0.15000,1,5.64762,0,0.22790,0.39861,0.05839,0.99945,0.08887,0.28160,0.04126,0.99961,0.27767,0.02867,0.00411,0.99996,0.09836,0.20843,0.03054,0.99971
0.16000,1,5.63939,0,0.22762,0.39785,0.06202,0.99942,0.08878,0.28104,0.04382,0.99959,0.27718,0.02879,0.00437,0.99996,0.09824,0.20803,0.03244,0.99969
0.17000,1,5.63089,0,0.22732,0.39702,0.06564,0.99938,0.08867,0.28047,0.04638,0.99956,0.27666,0.02892,0.00464,0.99996,0.09811,0.20760,0.03433,0.99968
0.18000,1,5.62219,0,0.22701,0.39618,0.06925,0.99934,0.08855,0.27989,0.04893,0.99954,0.27613,0.02904,0.00490,0.99995,0.09798,0.20716,0.03622,0.99966
0.19000,1,5.61339,0,0.22668,0.39533,0.07286,0.99931,0.08842,0.27928,0.05147,0.99951,0.27559,0.02915,0.00517,0.99995,0.09784,0.20670,0.03810,0.99964
0.20000,1,5.60458,0,0.22635,0.39448,0.07646,0.99927,0.08829,0.27868,0.05402,0.99949,0.27504,0.02926,0.00543,0.99995,0.09769,0.20627,0.03998,0.99962
0.21000,1,5.59585,0,0.22601,0.39362,0.08004,0.99924,0.08814,0.27809,0.05655,0.99946,0.27449,0.02935,0.00570,0.99995,0.09754,0.20582,0.04186,0.99960
0.22000,1,5.58735,0,0.22567,0.39283,0.08363,0.99920,0.08800,0.27751,0.05908,0.99943,0.27396,0.02943,0.00597,0.99994,0.09739,0.20540,0.04373,0.99958
0.23000,1,5.57921,0,0.22533,0.39205,0.08720,0.99916,0.08785,0.27695,0.06161,0.99941,0.27346,0.02949,0.00624,0.99994,0.09724,0.20500,0.04560,0.99956
0.24000,1,5.57158,0,0.22501,0.39131,0.09077,0.99913,0.08769,0.27647,0.06413,0.99938,0.27298,0.02952,0.00651,0.99994,0.09709,0.20462,0.04747,0.99954
0.25000,1,5.56462,0,0.22470,0.39066,0.09433,0.99909,0.08754,0.27602,0.06664,0.99936,0.27255,0.02953,0.00678,0.99993,0.09695,0.20428,0.04933,0.99953
0.26000,1,5.55847,0,0.22440,0.39006,0.09789,0.99906,0.08741,0.27565,0.06916,0.99933,0.27216,0.02951,0.00705,0.99993,0.09682,0.20395,0.05119,0.99951
0.27000,1,5.55330,0,0.22408,0.38953,0.10144,0.99902,0.08725,0.27534,0.07167,0.99931,0.27182,0.02947,0.00731,0.99993,0.09668,0.20374,0.05305,0.99949
0.28000,1,5.54923,0,0.22380,0.38910,0.10499,0.99899,0.08707,0.27505,0.07418,0.99928,0.27151,0.02940,0.00758,0.99993,0.09655,0.20351,0.05490,0.99947
0.29000,1,5.54638,0,0.22357,0.38877,0.10853,0.99895,0.08689,0.27486,0.07668,0.99926,0.27128,0.02929,0.00785,0.99992,0.09643,0.20335,0.05676,0.99945
0.30000,1,5.54483,0,0.22337,0.38860,0.11207,0.99891,0.08674,0.27471,0.07919,0.99923,0.27114,0.02914,0.00811,0.99992,0.09632,0.20328,0.05861,0.99943
0.31000,1,5.54467,0,0.22322,0.38855,0.11562,0.99888,0.08659,0.27471,0.08169,0.99921,0.27108,0.02897,0.00838,0.99992,0.09624,0.20325,0.06046,0.99941
0.32000,1,5.54592,0,0.22313,0.38868,0.11916,0.99884,0.08647,0.27481,0.08420,0.99918,0.27112,0.02877,0.00864,0.99992,0.09618,0.20333,0.06232,0.99940
0.33000,1,5.54858,0,0.22308,0.38896,0.12271,0.99881,0.08637,0.27501,0.08670,0.99916,0.27126,0.02854,0.00890,0.99991,0.09614,0.20349,0.06417,0.99938
0.34000,1,5.55263,0,0.22309,0.38939,0.12626,0.99877,0.08629,0.27532,0.08921,0.99913,0.27150,0.02828,0.00916,0.99991,0.09612,0.20373,0.06603,0.99936
0.35000,1,5.55800,0,0.22315,0.38997,0.12981,0.99874,0.08623,0.27575,0.09173,0.99911,0.27184,0.02799,0.00941,0.99991,0.09613,0.20404,0.06789,0.99934
0.36000,1,5.56460,0,0.22326,0.39068,0.13337,0.99870,0.08619,0.27628,0.09425,0.99908,0.27227,0.02767,0.00967,0.99991,0.09616,0.20442,0.06975,0.99932
0.37000,1,5.57230,0,0.22343,0.39154,0.13694,0.99867,0.08618,0.27691,0.09677,0.99906,0.27278,0.02733,0.00992,0.99990,0.09621,0.20490,0.07162,0.99930
0.38000,1,5.58094,0,0.22363,0.39254,0.14052,0.99863,0.08620,0.27761,0.09930,0.99903,0.27338,0.02697,0.01016,0.99990,0.09629,0.20543,0.07349,0.99928
0.39000,1,5.59033,0,0.22387,0.39362,0.14411,0.99859,0.08623,0.27840,0.10184,0.99901,0.27405,0.02659,0.01040,0.99990,0.09638,0.20600,0.07537,0.99927
0.40000,1,5.60028,0,0.22415,0.39481,0.14771,0.99856,0.08629,0.27924,0.10439,0.99898,0.27478,0.02619,0.01064,0.99990,0.09649,0.20664,0.07726,0.99925
0.41000,1,5.61056,0,0.22445,0.39606,0.15132,0.99852,0.08636,0.28015,0.10694,0.99896,0.27555,0.02578,0.01088,0.99989,0.09662,0.20729,0.07915,0.99923
0.42000,1,5.62093,0,0.22478,0.39735,0.15494,0.99849,0.08645,0.28109,0.10950,0.99893,0.27635,0.02536,0.01111,0.99989,0.09675,0.20800,0.08104,0.99921
0.43000,1,5.63115,0,0.22511,0.39868,0.15858,0.99845,0.08656,0.28203,0.11207,0.99890,0.27718,0.02494,0.01134,0.99989,0.09689,0.20871,0.08294,0.99919
0.44000,1,5.64095,0,0.22544,0.40000,0.16222,0.99841,0.08667,0.28298,0.11465,0.99888,0.27800,0.02452,0.01156,0.99989,0.09704,0.20939,0.08485,0.99917
0.45000,1,5.65010,0,0.22577,0.40129,0.16588,0.99838,0.08679,0.28391,0.11724,0.99885,0.27881,0.02410,0.01178,0.99988,0.09718,0.21008,0.08677,0.99915
0.46000,1,5.65835,0,0.22608,0.40252,0.16955,0.99834,0.08691,0.28481,0.11984,0.99883,0.27959,0.02369,0.01200,0.99988,0.09732,0.21074,0.08869,0.99913
0.47000,1,5.66546,0,0.22636,0.40370,0.17323,0.99830,0.08704,0.28562,0.12244,0.99880,0.28032,0.02330,0.01221,0.99988,0.09745,0.21136,0.09062,0.99911
0.48000,1,5.67120,0,0.22661,0.40474,0.17692,0.99827,0.08715,0.28639,0.12505,0.99878,0.28098,0.02293,0.01242,0.99988,0.09757,0.21190,0.09255,0.99909
0.49000,1,5.67537,0,0.22681,0.40568,0.18062,0.99823,0.08726,0.28703,0.12767,0.99875,0.28157,0.02257,0.01262,0.99988,0.09767,0.21239,0.09448,0.99907
0.50000,1,5.67779,0,0.22696,0.40646,0.18433,0.99819,0.08735,0.28759,0.13029,0.99872,0.28207,0.02224,0.01283,0.99987,0.09775,0.21280,0.09642,0.99906
0.51000,1,5.67828,0,0.22706,0.40709,0.18804,0.99816,0.08743,0.28801,0.13292,0.99870,0.28246,0.02194,0.01303,0.99987,0.09780,0.21314,0.09837,0.99904
0.52000,1,5.67671,0,0.22708,0.40751,0.19175,0.99812,0.08748,0.28829,0.13554,0.99867,0.28273,0.02167,0.01322,0.99987,0.09782,0.21336,0.10031,0.99902
0.53000,1,5.67299,0,0.22703,0.40774,0.19547,0.99808,0.08750,0.28845,0.13817,0.99864,0.28287,0.02143,0.01342,0.99987,0.09782,0.21345,0.10226,0.99900
0.54000,1,5.66703,0,0.22691,0.40778,0.19918,0.99805,0.08750,0.28843,0.14080,0.99862,0.28288,0.02122,0.01361,0.99987,0.09777,0.21348,0.10420,0.99898
0.55000,1,5.65879,0,0.22670,0.40760,0.20290,0.99801,0.08746,0.28827,0.14343,0.99859,0.28275,0.02105,0.01380,0.99986,0.09770,0.21335,0.10615,0.99896
0.56000,1,5.64828,0,0.22640,0.40718,0.20661,0.99797,0.08738,0.28793,0.14606,0.99857,0.28247,0.02090,0.01399,0.99986,0.09758,0.21312,0.10809,0.99894
0.57000,1,5.63552,0,0.22602,0.40655,0.21032,0.99793,0.08726,0.28744,0.14868,0.99854,0.28206,0.02077,0.01418,0.99986,0.09742,0.21277,0.11003,0.99892
0.58000,1,5.62061,0,0.22556,0.40573,0.21402,0.99790,0.08710,0.28676,0.15129,0.99851,0.28149,0.02067,0.01437,0.99986,0.09722,0.21230,0.11197,0.99890
0.59000,1,5.60367,0,0.22501,0.40467,0.21770,0.99786,0.08689,0.28591,0.15390,0.99849,0.28078,0.02058,0.01456,0.99986,0.09697,0.21171,0.11390,0.99888
0.60000,1,5.58485,0,0.22437,0.40346,0.22138,0.99782,0.08664,0.28493,0.15649,0.99846,0.27994,0.02051,0.01475,0.99985,0.09669,0.21103,0.11582,0.99886
0.61000,1,5.56438,0,0.22364,0.40203,0.22505,0.99779,0.08633,0.28385,0.15908,0.99844,0.27900,0.02044,0.01493,0.99985,0.09636,0.21029,0.11774,0.99884
0.62000,1,5.54250,0,0.22283,0.40048,0.22870,0.99775,0.08600,0.28267,0.16166,0.99841,0.27796,0.02038,0.01512,0.99985,0.09601,0.20945,0.11965,0.99882
0.63000,1,5.51952,0,0.22198,0.39881,0.23233,0.99771,0.08564,0.28145,0.16422,0.99838,0.27685,0.02031,0.01530,0.99985,0.09563,0.20856,0.12155,0.99880
0.64000,1,5.49577,0,0.22109,0.39708,0.23595,0.99768,0.08526,0.28010,0.16677,0.99836,0.27566,0.02023,0.01549,0.99985,0.09522,0.20761,0.12344,0.99878
0.65000,1,5.47163,0,0.22016,0.39529,0.23955,0.99764,0.08482,0.27871,0.16931,0.99833,0.27443,0.02013,0.01567,0.99985,0.09479,0.20662,0.12532,0.99877
0.66000,1,5.44752,0,0.21920,0.39351,0.24314,0.99760,0.08436,0.27728,0.17184,0.99831,0.27318,0.02000,0.01585,0.99984,0.09434,0.20565,0.12720,0.99875
0.67000,1,5.42389,0,0.21824,0.39176,0.24671,0.99757,0.08387,0.27588,0.17436,0.99828,0.27195,0.01985,0.01603,0.99984,0.09389,0.20468,0.12906,0.99873
0.68000,1,5.40121,0,0.21729,0.39010,0.25027,0.99753,0.08337,0.27452,0.17686,0.99826,0.27075,0.01966,0.01621,0.99984,0.09343,0.20378,0.13092,0.99871
0.69000,1,5.37997,0,0.21637,0.38859,0.25381,0.99750,0.08287,0.27323,0.17935,0.99823,0.26963,0.01943,0.01639,0.99984,0.09299,0.20292,0.13277,0.99869
0.70000,1,5.36068,0,0.21550,0.38721,0.25734,0.99746,0.08238,0.27208,0.18183,0.99821,0.26861,0.01916,0.01657,0.99984,0.09256,0.20216,0.13461,0.99867
0.71000,1,5.34386,0,0.21470,0.38606,0.26086,0.99743,0.08191,0.27107,0.18430,0.99818,0.26772,0.01883,0.01674,0.99983,0.09216,0.20151,0.13645,0.99865
0.72000,1,5.33003,0,0.21400,0.38518,0.26437,0.99739,0.08146,0.27027,0.18676,0.99816,0.26700,0.01846,0.01690,0.99983,0.09180,0.20099,0.13828,0.99864
