time,rep_index,elbow_moment_Nm,task_failure,a0_BIClong,afat_BIClong,MF_BIClong,cap_BIClong,a0_BICshort,afat_BICshort,MF_BICshort,cap_BICshort,a0_BRA,afat_BRA,MF_BRA,cap_BRA,a0_BRD_hand,afat_BRD_hand,MF_BRD_hand,cap_BRD_hand
-0.00000,1,3.98342,0,0.13362,0.27783,0.00253,1.00000,0.06335,0.21398,0.00195,1.00000,0.19058,0.00000,0.00000,1.00000,0.05590,0.15589,0.00142,1.00000
0.01000,1,3.97929,0,0.13351,0.27752,0.00506,0.99997,0.06326,0.21372,0.00390,0.99998,0.19038,0.00000,0.00000,1.00000,0.05585,0.15570,0.00284,0.99999
0.02000,1,3.97491,0,0.13339,0.27721,0.00759,0.99995,0.06317,0.21344,0.00585,0.99996,0.19018,0.00000,0.00000,1.00000,0.05580,0.15550,0.00426,0.99997
0.03000,1,3.97010,0,0.13326,0.27684,0.01012,0.99992,0.06307,0.21313,0.00779,0.99994,0.18996,0.00000,0.00000,1.00000,0.05574,0.15529,0.00568,0.99996
0.04000,1,3.96477,0,0.13311,0.27645,0.01264,0.99990,0.06296,0.21279,0.00973,0.99992,0.18972,0.00000,0.00000,1.00000,0.05568,0.15503,0.00709,0.99994
0.05000,1,3.95892,0,0.13295,0.27604,0.01516,0.99987,0.06285,0.21240,0.01167,0.99990,0.18945,0.00000,0.00000,1.00000,0.05561,0.15477,0.00850,0.99993
0.06000,1,3.95265,0,0.13278,0.27558,0.01767,0.99985,0.06273,0.21199,0.01360,0.99988,0.18916,0.00000,0.00000,1.00000,0.05553,0.15450,0.00991,0.99991
0.07000,1,3.94613,0,0.13260,0.27509,0.02018,0.99982,0.06260,0.21157,0.01553,0.99986,0.18886,0.00000,0.00000,1.00000,0.05545,0.15419,0.01132,0.99990
0.08000,1,3.93957,0,0.13243,0.27463,0.02268,0.99980,0.06248,0.21114,0.01746,0.99984,0.18855,0.00000,0.00000,1.00000,0.05537,0.15391,0.01272,0.99989
0.09000,1,3.93318,0,0.13225,0.27414,0.02518,0.99977,0.06235,0.21071,0.01938,0.99983,0.18824,0.00000,0.00000,1.00000,0.05529,0.15360,0.01412,0.99987
0.10000,1,3.92717,0,0.13209,0.27373,0.02768,0.99975,0.06224,0.21029,0.02130,0.99981,0.18796,0.00000,0.00000,1.00000,0.05522,0.15332,0.01552,0.99986
0.11000,1,3.92174,0,0.13195,0.27333,0.03017,0.99972,0.06213,0.20991,0.02321,0.99979,0.18769,0.00000,0.00000,1.00000,0.05515,0.15307,0.01691,0.99984
0.12000,1,3.91703,0,0.13183,0.27297,0.03266,0.99970,0.06203,0.20956,0.02512,0.99977,0.18745,0.00000,0.00000,1.00000,0.05509,0.15284,0.01831,0.99983
0.13000,1,3.91317,0,0.13174,0.27268,0.03515,0.99967,0.06194,0.20927,0.02703,0.99975,0.18725,0.00000,0.00000,1.00000,0.05504,0.15264,0.01970,0.99982
0.14000,1,3.91022,0,0.13167,0.27246,0.03763,0.99965,0.06187,0.20901,0.02894,0.99973,0.18708,0.00000,0.00000,1.00000,0.05500,0.15249,0.02109,0.99980
0.15000,1,3.90823,0,0.13163,0.27231,0.04011,0.99962,0.06181,0.20880,0.03084,0.99971,0.18696,0.00000,0.00000,1.00000,0.05497,0.15237,0.02248,0.99979
0.16000,1,3.90721,0,0.13162,0.27222,0.04260,0.99960,0.06176,0.20866,0.03274,0.99969,0.18687,0.00000,0.00000,1.00000,0.05496,0.15226,0.02387,0.99978
0.17000,1,3.90716,0,0.13164,0.27218,0.04508,0.99957,0.06172,0.20858,0.03464,0.99967,0.18683,0.00000,0.00000,1.00000,0.05495,0.15222,0.02526,0.99976
0.18000,1,3.90805,0,0.13169,0.27222,0.04756,0.99955,0.06170,0.20854,0.03655,0.99965,0.18683,0.00000,0.00000,1.00000,0.05495,0.15222,0.02664,0.99975
0.19000,1,3.90985,0,0.13176,0.27236,0.05004,0.99952,0.06170,0.20855,0.03845,0.99963,0.18687,0.00000,0.00000,1.00000,0.05497,0.15226,0.02803,0.99973
0.20000,1,3.91251,0,0.13186,0.27252,0.05253,0.99950,0.06170,0.20863,0.04035,0.99962,0.18695,0.00000,0.00000,1.00000,0.05499,0.15233,0.02942,0.99972
0.21000,1,3.91599,0,0.13198,0.27277,0.05502,0.99947,0.06172,0.20875,0.04225,0.99960,0.18707,0.00000,0.00000,1.00000,0.05503,0.15243,0.03081,0.99971
0.22000,1,3.92023,0,0.13210,0.27304,0.05751,0.99945,0.06173,0.20892,0.04416,0.99958,0.18722,0.00000,0.00000,1.00000,0.05507,0.15256,0.03220,0.99969
0.23000,1,3.92518,0,0.13225,0.27339,0.06000,0.99942,0.06176,0.20913,0.04606,0.99956,0.18740,0.00000,0.00000,1.00000,0.05511,0.15276,0.03360,0.99968
0.24000,1,3.93080,0,0.13241,0.27380,0.06250,0.99940,0.06180,0.20938,0.04797,0.99954,0.18761,0.00000,0.00000,1.00000,0.05517,0.15296,0.03499,0.99966
0.25000,1,3.93701,0,0.13259,0.27423,0.06500,0.99938,0.06184,0.20968,0.04989,0.99952,0.18786,0.00000,0.00000,1.00000,0.05522,0.15322,0.03639,0.99965
0.26000,1,3.94376,0,0.13279,0.27472,0.06750,0.99935,0.06189,0.21003,0.05180,0.99950,0.18813,0.00000,0.00000,1.00000,0.05529,0.15348,0.03779,0.99964
0.27000,1,3.95099,0,0.13300,0.27525,0.07001,0.99932,0.06194,0.21037,0.05372,0.99948,0.18841,0.00000,0.00000,1.00000,0.05536,0.15373,0.03919,0.99962
0.28000,1,3.95863,0,0.13323,0.27580,0.07252,0.99930,0.06200,0.21075,0.05564,0.99946,0.18872,0.00000,0.00000,1.00000,0.05543,0.15403,0.04059,0.99961
0.29000,1,3.96660,0,0.13346,0.27642,0.07504,0.99927,0.06207,0.21116,0.05757,0.99944,0.18905,0.00000,0.00000,1.00000,0.05551,0.15435,0.04200,0.99959
0.30000,1,3.97482,0,0.13370,0.27706,0.07757,0.99925,0.06214,0.21160,0.05949,0.99942,0.18940,0.00000,0.00000,1.00000,0.05559,0.15468,0.04341,0.99958
0.31000,1,3.98319,0,0.13394,0.27769,0.08010,0.99922,0.06221,0.21207,0.06143,0.99941,0.18976,0.00000,0.00000,1.00000,0.05567,0.15504,0.04482,0.99957
0.32000,1,3.99164,0,0.13418,0.27837,0.08264,0.99920,0.06229,0.21256,0.06337,0.99939,0.19014,0.00000,0.00000,1.00000,0.05575,0.15541,0.04624,0.99955
0.33000,1,4.00006,0,0.13441,0.27902,0.08518,0.99917,0.06236,0.21305,0.06531,0.99937,0.19052,0.00000,0.00000,1.00000,0.05583,0.15577,0.04766,0.99954
0.34000,1,4.00834,0,0.13464,0.27970,0.08773,0.99915,0.06244,0.21356,0.06726,0.99935,0.19091,0.00000,0.00000,1.00000,0.05591,0.15616,0.04909,0.99952
0.35000,1,4.01639,0,0.13487,0.28039,0.09029,0.99912,0.06252,0.21408,0.06921,0.99933,0.19129,0.00000,0.00000,1.00000,0.05599,0.15655,0.05051,0.99951
0.36000,1,4.02410,0,0.13507,0.28103,0.09285,0.99910,0.06259,0.21458,0.07116,0.99931,0.19167,0.00000,0.00000,1.00000,0.05607,0.15691,0.05194,0.99949
0.37000,1,4.03136,0,0.13527,0.28168,0.09542,0.99907,0.06266,0.21510,0.07312,0.99929,0.19204,0.00000,0.00000,1.00000,0.05615,0.15727,0.05338,0.99948
0.38000,1,4.03807,0,0.13545,0.28226,0.09799,0.99905,0.06272,0.21558,0.07509,0.99927,0.19239,0.00000,0.00000,1.00000,0.05621,0.15762,0.05481,0.99947
0.39000,1,4.04414,0,0.13561,0.28283,0.10057,0.99902,0.06278,0.21603,0.07706,0.99925,0.19272,0.00000,0.00000,1.00000,0.05627,0.15796,0.05625,0.99945
0.40000,1,4.04947,0,0.13575,0.28336,0.10316,0.99899,0.06283,0.21647,0.07903,0.99923,0.19302,0.00000,0.00000,1.00000,0.05633,0.15825,0.05770,0.99944
0.41000,1,4.05399,0,0.13586,0.28385,0.10574,0.99897,0.06288,0.21684,0.08101,0.99921,0.19330,0.00000,0.00000,1.00000,0.05637,0.15855,0.05914,0.99942
0.42000,1,4.05763,0,0.13595,0.28425,0.10834,0.99894,0.06291,0.21719,0.08299,0.99919,0.19354,0.00000,0.00000,1.00000,0.05640,0.15880,0.06059,0.99941
0.43000,1,4.06033,0,0.13601,0.28461,0.11093,0.99892,0.06293,0.21749,0.08497,0.99917,0.19374,0.00000,0.00000,1.00000,0.05643,0.15900,0.06204,0.99939
0.44000,1,4.06206,0,0.13604,0.28488,0.11353,0.99889,0.06294,0.21773,0.08696,0.99915,0.19391,0.00000,0.00000,1.00000,0.05644,0.15918,0.06349,0.99938
0.45000,1,4.06279,0,0.13605,0.28511,0.11613,0.99886,0.06294,0.21795,0.08894,0.99913,0.19403,0.00000,0.00000,1.00000,0.05645,0.15931,0.06494,0.99937
0.46000,1,4.06252,0,0.13603,0.28526,0.11873,0.99884,0.06293,0.21809,0.09093,0.99911,0.19411,0.00000,0.00000,1.00000,0.05644,0.15942,0.06640,0.99935
0.47000,1,4.06127,0,0.13597,0.28535,0.12133,0.99881,0.06291,0.21815,0.09292,0.99909,0.19415,0.00000,0.00000,1.00000,0.05642,0.15947,0.06785,0.99934
0.48000,1,4.05906,0,0.13590,0.28534,0.12393,0.99879,0.06287,0.21819,0.09491,0.99907,0.19414,0.00000,0.00000,1.00000,0.05639,0.15949,0.06930,0.99932
0.49000,1,4.05597,0,0.13579,0.28527,0.12653,0.99876,0.06282,0.21816,0.09690,0.99905,0.19409,0.00000,0.00000,1.00000,0.05635,0.15945,0.07076,0.99931
0.50000,1,4.05206,0,0.13567,0.28517,0.12913,0.99873,0.06277,0.21808,0.09889,0.99903,0.19400,0.00000,0.00000,1.00000,0.05630,0.15941,0.07221,0.99929
0.51000,1,4.04742,0,0.13552,0.28497,0.13173,0.99871,0.06270,0.21795,0.10087,0.99901,0.19388,0.00000,0.00000,1.00000,0.05624,0.15931,0.07366,0.99928
0.52000,1,4.04219,0,0.13536,0.28474,0.13432,0.99868,0.06262,0.21780,0.10286,0.99899,0.19373,0.00000,0.00000,1.00000,0.05618,0.15918,0.07511,0.99926
0.53000,1,4.03647,0,0.13518,0.28448,0.13692,0.99866,0.06254,0.21759,0.10484,0.99897,0.19355,0.00000,0.00000,1.00000,0.05611,0.15902,0.07656,0.99925
0.54000,1,4.03042,0,0.13499,0.28416,0.13951,0.99863,0.06245,0.21735,0.10682,0.99895,0.19335,0.00000,0.00000,1.00000,0.05603,0.15885,0.07801,0.99923
0.55000,1,4.02419,0,0.13480,0.28384,0.14209,0.99860,0.06236,0.21709,0.10880,0.99893,0.19314,0.00000,0.00000,1.00000,0.05595,0.15867,0.07946,0.99922
0.56000,1,4.01793,0,0.13461,0.28351,0.14468,0.99858,0.06227,0.21682,0.11078,0.99891,0.19292,0.00000,0.00000,1.00000,0.05587,0.15849,0.08090,0.99921
