subj,time,RSh_x,RSh_y,RSh_z,REl_x,REl_y,REl_z,RWr_x,RWr_y,RWr_z,elbow_moment,act_BIClong,act_BICshort,act_BRA,act_BRD_hand,frc_BIClong,frc_BICshort,frc_BRA,frc_BRD_hand,MF_BIClong,MF_BICshort,MF_BRA,MF_BRD_hand
s09,0.46,-0.021068786124198245,1.2670240815468976,-0.11049115043798512,-0.1310105458258301,1.0315177002730662,-0.12855139918737574,-0.2266777246746561,0.824365316035193,-0.12552256682520072,4.71676,0.1637,0.05484,0.28316,0.06702,93.29813,22.66771,276.18046,14.91821,0.18867,0.13702,0.0,0.10147
s09,0.47,-0.021104371209733803,1.2669843690485036,-0.11032453043210193,-0.130885293077832,1.0314402115048174,-0.12896555456511505,-0.22667710518716966,0.8243947118225358,-0.12556586303097308,4.71792,0.16375,0.05486,0.28341,0.06704,93.30666,22.67004,276.30993,14.91932,0.19283,0.14004,0.0,0.10371
s09,0.48,-0.021139956295269366,1.2669446565501097,-0.11015791042621872,-0.1307600403298339,1.0313627227365685,-0.12937970994285436,-0.22667648569968318,0.8244241076098786,-0.12560915923674545,4.71924,0.16381,0.05488,0.28367,0.06707,93.32105,22.67597,276.43658,14.92175,0.197,0.14306,0.0,0.10595
s09,0.49,-0.021188971426827977,1.2669289642664232,-0.10995132968297433,-0.13065582471104384,1.0313459419307018,-0.12957582692438402,-0.22673857268473419,0.8244541465335564,-0.1256447167821712,4.72069,0.16388,0.05492,0.28391,0.0671,93.34084,22.68539,276.55896,14.92546,0.20117,0.14609,0.0,0.10819
s09,0.5,-0.02123798655838659,1.266913271982737,-0.10974474893972995,-0.13055160909225377,1.031329161124835,-0.12977194390591365,-0.22680065966978516,0.8244841854572342,-0.12568027432759699,4.72224,0.16397,0.05496,0.28415,0.06714,93.36553,22.69817,276.67539,14.93034,0.20534,0.14912,0.0,0.11044
s09,0.51,-0.021305207855056584,1.266893328792313,-0.10961366246746662,-0.13053877115152968,1.031367997241088,-0.12967067624564094,-0.22689337043789903,0.8245082725064218,-0.12576655217712585,4.72386,0.16405,0.05501,0.28439,0.06718,93.39453,22.71416,276.78391,14.93632,0.20952,0.15215,0.0,0.11269
s09,0.52,-0.021372429151726578,1.266873385601889,-0.10948257599520328,-0.13052593321080558,1.0314068333573412,-0.12956940858536822,-0.2269860812060129,0.8245323595556093,-0.12585283002665468,4.72551,0.16415,0.05507,0.28461,0.06723,93.42724,22.73317,276.88243,14.94328,0.2137,0.15518,0.0,0.11494
s09,0.53,-0.021459336928413265,1.2668072882804877,-0.10948340324765021,-0.1306294751833017,1.0314337970994985,-0.1292944699829142,-0.22708927517557248,0.8245270146613533,-0.1260150652438421,4.72715,0.16425,0.05514,0.28483,0.06728,93.46302,22.755,276.96873,14.95111,0.21789,0.15821,0.0,0.11719
s09,0.54,-0.02154624470509995,1.2667411909590864,-0.10948423050009713,-0.13073301715579785,1.0314607608416557,-0.12901953138046016,-0.22719246914513205,0.8245216697670971,-0.12617730046102954,4.72874,0.16437,0.05521,0.28502,0.06734,93.51252,22.77889,277.03438,14.95925,0.22207,0.16125,0.0,0.11944
s09,0.55,-0.021620474299271934,1.2666341709915276,-0.10962306035727303,-0.13089427510152385,1.0314585673487375,-0.1288134020320235,-0.22729210905700406,0.8244600919613608,-0.12641912843583222,4.73024,0.16446,0.05525,0.28516,0.06738,93.55042,22.79382,277.10861,14.96688,0.22626,0.16429,0.0,0.1217
s09,0.56,-0.021694703893443922,1.2665271510239688,-0.10976189021444892,-0.13105553304724984,1.0314563738558191,-0.12860727268358682,-0.22739174896887607,0.8243985141556246,-0.1266609564106349,4.73162,0.16454,0.05531,0.28528,0.06742,93.58873,22.81373,277.16277,14.97475,0.23045,0.16733,0.0,0.12395
s09,0.57,-0.021704827406077466,1.2664284797422716,-0.11001821376325217,-0.13117842953789605,1.0314673588996892,-0.128681796893093,-0.22747410364235218,0.8242910586268049,-0.12700462366586351,4.73283,0.16463,0.05536,0.28537,0.06747,93.62781,22.83538,277.19586,14.98299,0.23464,0.17037,0.0,0.12621
s09,0.58,-0.021714950918711014,1.266329808460574,-0.11027453731205544,-0.13130132602854228,1.0314783439435595,-0.12875632110259919,-0.22755645831582832,0.8241836030979851,-0.12734829092109215,4.73384,0.16472,0.05542,0.28544,0.06751,93.66701,22.85853,277.20587,14.99148,0.23883,0.17341,0.0,0.12846
s09,0.59,-0.02165063949094579,1.2662711084355944,-0.11057627937117002,-0.13133439922047493,1.0315194050699004,-0.12915390203299626,-0.22761802928132677,0.8240820056812757,-0.12780617275331657,4.73461,0.16481,0.05549,0.28548,0.06756,93.70571,22.88297,277.19094,15.0001,0.24302,0.17645,0.0,0.13072
s09,0.6,-0.02158632806318057,1.266212408410615,-0.1108780214302846,-0.1313674724124076,1.0315604661962412,-0.1295514829633933,-0.2276796002468252,0.8239804082645662,-0.128264054585541,4.73512,0.16489,0.05556,0.2855,0.06761,93.74331,22.90844,277.14937,15.00874,0.24721,0.17948,0.0,0.13297
s09,0.61,-0.021501471944109098,1.2661944607880566,-0.1111136389803582,-0.1313303889912641,1.0316182877423508,-0.1300855295569849,-0.22773159691243547,0.8239267979630921,-0.1287591317134156,4.73532,0.16497,0.05562,0.28548,0.06765,93.77921,22.9347,277.07962,15.01728,0.2514,0.18252,0.0,0.13522
s09,0.62,-0.02141661582503763,1.2661765131654983,-0.11134925653043179,-0.13129330557012056,1.03167610928846,-0.1306195761505765,-0.22778359357804573,0.8238731876616181,-0.1292542088412902,4.73519,0.16505,0.05569,0.28544,0.06769,93.81283,22.96151,276.98031,15.02561,0.25558,0.18555,0.0,0.13748
s09,0.63,-0.021379301560459873,1.2661927395106454,-0.11143627680485453,-0.13124033388734824,1.0317650230953719,-0.13100001341665848,-0.2278351718006208,0.8238685379046627,-0.12965000152683032,4.73471,0.16512,0.05576,0.28536,0.06774,93.84361,22.9886,276.85029,15.03361,0.25976,0.18859,0.0,0.13972
s09,0.64,-0.021341987295882117,1.2662089658557922,-0.11152329707927726,-0.1311873622045759,1.0318539369022837,-0.13138045068274046,-0.22788675002319586,0.8238638881477074,-0.1300457942123704,4.73385,0.16518,0.05583,0.28524,0.06778,93.87099,23.0157,276.68857,15.04116,0.26394,0.19162,0.0,0.14197
s09,0.65,-0.0213906171428475,1.266241451176068,-0.1114692378162883,-0.13116687699427046,1.031980434514089,-0.1314422423133314,-0.227939551090777,0.8238847410087767,-0.1302642867268294,4.73259,0.16524,0.0559,0.28509,0.06781,93.89439,23.04254,276.49437,15.04816,0.26811,0.19464,0.0,0.14422
s09,0.66,-0.02143924698981288,1.2662739364963436,-0.11141517855329933,-0.131146391783965,1.0321069321258947,-0.13150403394392232,-0.2279923521583581,0.8239055938698461,-0.13048277924128843,4.73091,0.16529,0.05597,0.2849,0.06785,93.91328,23.06883,276.26714,15.05449,0.27227,0.19766,0.0,0.14646
s09,0.67,-0.021570368243138405,1.2662967704872872,-0.11131482432431639,-0.13118163708300312,1.0322249621833512,-0.13129858040736742,-0.22804122287527495,0.823929922193293,-0.13054098039198425,4.7288,0.16532,0.05603,0.28467,0.06788,93.92711,23.09429,276.0066,15.06003,0.27643,0.20068,0.0,0.14869
s09,0.68,-0.02170148949646393,1.2663196044782308,-0.11121447009533346,-0.1312168823820412,1.0323429922408078,-0.1310931268708125,-0.22809009359219182,0.8239542505167399,-0.13059918154268005,4.72623,0.16534,0.0561,0.2844,0.0679,93.93537,23.11861,275.71274,15.06468,0.28059,0.20369,0.0,0.15093
s09,0.69,-0.021856003116266447,1.2663371061896564,-0.11117446095506439,-0.13128932673531496,1.0324083225041867,-0.13080203026835843,-0.22811999126184185,0.8239742345098423,-0.13056080169425727,4.72321,0.16536,0.05615,0.2841,0.06792,93.93758,23.14151,275.38588,15.06833,0.28473,0.2067,0.0,0.15316
s09,0.7,-0.022010516736068967,1.2663546079010821,-0.11113445181479532,-0.1313617710885887,1.0324736527675655,-0.13051093366590436,-0.22814988893149188,0.8239942185029449,-0.13052242184583446,4.71972,0.16535,0.05621,0.28376,0.06793,93.93331,23.1627,275.02672,15.07087,0.28887,0.2097,0.0,0.15538
s09,0.71,-0.022106749852918578,1.2664091122298395,-0.1112073061367807,-0.13141372518112676,1.03248503243575,-0.13033650957339285,-0.2281615205856435,0.8240061893404772,-0.13045094745921695,4.71577,0.16534,0.05624,0.28338,0.06793,93.9236,23.17406,274.64339,15.07021,0.293,0.2127,0.0,0.1576
s09,0.72,-0.022202982969768192,1.266463616558597,-0.11128016045876608,-0.13146567927366481,1.0324964121039346,-0.13016208548088135,-0.22817315223979515,0.8240181601780096,-0.13037947307259945,4.71137,0.16531,0.05628,0.28297,0.06793,93.90536,23.19111,274.22341,15.07034,0.29712,0.21568,0.0,0.15982
s09,0.73,-0.022208684395043303,1.266584338780124,-0.11147134016589144,-0.13145807137730242,1.032461247574447,-0.1302273657445009,-0.22820216044495684,0.824009784450745,-0.1303076003968694,4.70653,0.16526,0.05632,0.28252,0.06793,93.87985,23.20568,273.77599,15.06916,0.30123,0.21866,0.0,0.16203
s09,0.74,-0.02221438582031841,1.2667050610016513,-0.1116625198730168,-0.13145046348094003,1.0324260830449594,-0.1302926460081204,-0.2282311686501185,0.8240014087234804,-0.13023572772113934,4.70129,0.1652,0.05635,0.28203,0.06791,93.84703,23.21755,273.3038,15.06663,0.30532,0.22164,0.0,0.16423
s09,0.75,-0.022160914892651682,1.266870859741453,-0.11194574382251077,-0.13141004996972572,1.0323173221652233,-0.13053662358864723,-0.2283101448455347,0.8239678968127035,-0.1301539352338189,4.69566,0.16512,0.05637,0.28152,0.06789,93.80706,23.22639,272.81031,15.06268,0.30941,0.2246,0.0,0.16643
s09,0.76,-0.022107443964984957,1.267036658481255,-0.11222896777200474,-0.1313696364585114,1.032208561285487,-0.13078060116917406,-0.22838912104095085,0.8239343849019266,-0.1300721427464985,4.68971,0.16503,0.05638,0.28098,0.06787,93.76015,23.23234,272.2991,15.05744,0.31349,0.22756,0.0,0.16862
s09,0.77,-0.022047974507609598,1.2672092843228677,-0.11253047943899064,-0.13135027201114605,1.0320011195804284,-0.13101566400202186,-0.2285018099106857,0.8238901227995641,-0.12995352610513367,4.68347,0.16493,0.05639,0.28042,0.06783,93.70678,23.23523,271.77477,15.05091,0.31755,0.23051,0.0,0.17081
s09,0.78,-0.02198850505023424,1.2673819101644805,-0.11283199110597653,-0.13133090756378069,1.03179367787537,-0.13125072683486969,-0.22861449878042053,0.8238458606972014,-0.1298349094637688,4.67703,0.16481,0.05638,0.27985,0.06779,93.64829,23.23105,271.24603,15.04218,0.32161,0.23345,0.0,0.17299
s09,0.79,-0.021954216138687768,1.2675516555913648,-0.11305871416966434,-0.13135874229669084,1.0315625210969772,-0.13138417904956431,-0.22870015501650917,0.8238032566299791,-0.12967780877713248,4.67044,0.16468,0.05637,0.27927,0.06774,93.58402,23.22793,270.71112,15.03336,0.32565,0.23638,0.0,0.17516
s09,0.8,-0.021919927227141298,1.267721401018249,-0.11328543723335217,-0.131386577029601,1.0313313643185844,-0.13151763126425894,-0.2287858112525978,0.8237606525627567,-0.12952070809049618,4.66379,0.16454,0.05635,0.27868,0.06769,93.51572,23.22187,270.17991,15.02358,0.32968,0.2393,0.0,0.17732
s09,0.81,-0.021915331602168638,1.2678872574993842,-0.11338274314499698,-0.13146464935662416,1.031219586666968,-0.1315998753949485,-0.22880380205724127,0.823718546820222,-0.12936563532760467,4.65718,0.16439,0.05632,0.27809,0.06763,93.44456,23.21285,269.65916,15.01294,0.3337,0.24221,0.0,0.17948
s09,0.82,-0.021910735977195978,1.2680531139805193,-0.11348004905664177,-0.13154272168364733,1.0311078090153518,-0.13168211952563802,-0.2288217928618847,0.8236764410776874,-0.12921056256471317,4.6507,0.16424,0.05629,0.27752,0.06757,93.3718,23.2014,269.15544,15.00177,0.33771,0.24512,0.0,0.18164
s09,0.83,-0.021959003089002525,1.268178220107877,-0.11345067389608568,-0.1316764267862912,1.0311540836605926,-0.13173686787983158,-0.22880941888119416,0.823632647760163,-0.12912149699246678,4.64446,0.16408,0.05625,0.27696,0.06751,93.2989,23.18766,268.6761,14.99023,0.34171,0.24802,0.0,0.18379
s09,0.84,-0.022007270200809077,1.2683033262352348,-0.1134212987355296,-0.13181013188893506,1.0312003583058333,-0.13179161623402513,-0.22879704490050365,0.8235888544426385,-0.1290324314202204,4.63857,0.16393,0.05621,0.27643,0.06745,93.22743,23.17197,268.22846,14.97857,0.3457,0.25091,0.0,0.18593
s09,0.85,-0.022149501192129023,1.2683306719026881,-0.11336921618867407,-0.13199507261620555,1.0313012623329365,-0.13179776533451043,-0.22882108798020534,0.8235485693072491,-0.12904202664319198,4.63313,0.16378,0.05616,0.27593,0.06738,93.15903,23.1547,267.81989,14.96705,0.34968,0.2538,0.0,0.18807
s09,0.86,-0.02229173218344897,1.2683580175701414,-0.11331713364181854,-0.13218001334347604,1.0314021663600397,-0.13180391443499573,-0.228845131059907,0.8235082841718595,-0.12905162186616356,4.62826,0.16363,0.0561,0.27548,0.06732,93.09568,23.13472,267.45904,14.9556,0.35365,0.25668,0.0,0.1902
s09,0.87,-0.022510801720911282,1.2682855380039626,-0.1134697730281173,-0.13236822079568422,1.0314686197588592,-0.13184146034440136,-0.2289232439895461,0.8234811039343788,-0.12911445425347784,4.62407,0.1635,0.05605,0.27507,0.06726,93.03855,23.11559,267.15021,14.94521,0.35761,0.25955,0.0,0.19233
s09,0.88,-0.0227298712583736,1.2682130584377838,-0.11362241241441605,-0.13255642824789243,1.031535073157679,-0.131879006253807,-0.2290013569191852,0.823453923696898,-0.12917728664079214,4.62067,0.16337,0.05599,0.27472,0.0672,92.98963,23.0962,266.90149,14.9358,0.36157,0.26242,0.0,0.19446
s09,0.89,-0.02293498584145899,1.2681181494798448,-0.11413612078401764,-0.13267865321901712,1.0315778265094286,-0.13207610257213764,-0.2291076508627407,0.8234412448605164,-0.12920352715843345,4.61815,0.16327,0.05594,0.27444,0.06715,92.95057,23.07705,266.71908,14.92767,0.36553,0.26529,0.0,0.19658
s09,0.9,-0.023140100424544383,1.2680232405219058,-0.11464982915361921,-0.1328008781901418,1.0316205798611784,-0.13227319889046826,-0.2292139448062962,0.823428566024135,-0.12922976767607475,4.61661,0.16319,0.05588,0.27423,0.06711,92.92291,23.05863,266.6085,14.92107,0.36948,0.26815,0.0,0.19871
s09,0.91,-0.023240549700342335,1.2679652921420301,-0.11537839056079893,-0.1328365191074623,1.031675091573632,-0.1326074358499053,-0.22930308527169083,0.8234164427832764,-0.12915255003969528,4.61612,0.16314,0.05583,0.27409,0.06707,92.92461,23.04052,266.56503,14.91574,0.37343,0.27101,0.0,0.20083
