time,elbow_moment_Nm,act_TRIlong,act_TRIlat,act_TRImed,act_BIClong,act_BICshort,act_BRA,act_BRD_hand,act_elbow_assist,frc_TRIlong,frc_TRIlat,frc_TRImed,frc_BIClong,frc_BICshort,frc_BRA,frc_BRD_hand,rep_index,fatigue_level
-0.00000,5.72018,0.01001,0.01003,0.01003,0.19679,0.09571,0.17293,0.08493,0.01286,7.38096,5.03837,4.73460,112.72270,40.89708,170.27493,19.71444,1,0.00000
0.01000,5.78919,0.01001,0.01003,0.01003,0.19907,0.09677,0.17488,0.08587,0.01300,7.38245,5.03962,4.73571,114.01628,41.34432,172.18219,19.92982,1,0.00050
0.02000,5.85775,0.01001,0.01003,0.01003,0.20136,0.09786,0.17686,0.08684,0.01315,7.38718,5.04342,4.73923,115.29002,41.79729,174.07747,20.14692,1,0.00110
0.03000,5.92542,0.01001,0.01003,0.01003,0.20365,0.09897,0.17884,0.08782,0.01330,7.39504,5.04984,4.74526,116.53784,42.25194,175.93978,20.36284,1,0.00160
0.04000,5.99177,0.01001,0.01003,0.01003,0.20593,0.10010,0.18081,0.08880,0.01346,7.40591,5.05883,4.75367,117.75190,42.70509,177.74895,20.57380,1,0.00210
0.05000,6.05632,0.01001,0.01003,0.01003,0.20817,0.10124,0.18272,0.08977,0.01361,7.41964,5.07031,4.76446,118.92297,43.15345,179.47940,20.77962,1,0.00260
0.06000,6.11865,0.01001,0.01003,0.01003,0.21037,0.10237,0.18458,0.09073,0.01376,7.43603,5.08422,4.77754,120.04462,43.59330,181.11099,20.97653,1,0.00320
0.07000,6.17843,0.01001,0.01002,0.01003,0.21251,0.10351,0.18634,0.09168,0.01391,7.45485,5.10035,4.79276,121.10661,44.02330,182.61886,21.16755,1,0.00370
0.08000,6.23557,0.01001,0.01002,0.01003,0.21458,0.10463,0.18799,0.09261,0.01406,7.47586,5.11862,4.80999,122.10906,44.44182,183.99333,21.34981,1,0.00420
0.09000,6.29033,0.01001,0.01002,0.01003,0.21659,0.10574,0.18954,0.09352,0.01420,7.49881,5.13886,4.82913,123.05668,44.84959,185.23112,21.52418,1,0.00470
0.10000,6.34330,0.01001,0.01002,0.01003,0.21856,0.10686,0.19098,0.09442,0.01433,7.52348,5.16094,4.85003,123.96127,45.24957,186.33987,21.69226,1,0.00530
0.11000,6.39537,0.01001,0.01002,0.01003,0.22050,0.10798,0.19234,0.09532,0.01446,7.54965,5.18473,4.87259,124.83634,45.64768,187.33406,21.85788,1,0.00580
0.12000,6.44750,0.01001,0.01002,0.01002,0.22246,0.10913,0.19362,0.09624,0.01459,7.57718,5.21014,4.89673,125.70012,46.04908,188.23257,22.02331,1,0.00630
0.13000,6.50047,0.01001,0.01002,0.01002,0.22446,0.11032,0.19484,0.09717,0.01472,7.60593,5.23714,4.92240,126.56640,46.45834,189.04966,22.19083,1,0.00680
0.14000,6.55469,0.01001,0.01002,0.01002,0.22650,0.11154,0.19600,0.09814,0.01485,7.63581,5.26563,4.94956,127.44191,46.87743,189.78917,22.36148,1,0.00740
0.15000,6.61008,0.01001,0.01002,0.01002,0.22859,0.11281,0.19710,0.09913,0.01498,7.66671,5.29567,4.97822,128.32285,47.30523,190.44207,22.53452,1,0.00790
0.16000,6.66600,0.01001,0.01002,0.01002,0.23069,0.11410,0.19811,0.10014,0.01510,7.69851,5.32715,5.00831,129.19610,47.73682,190.98446,22.70802,1,0.00840
0.17000,6.72144,0.01001,0.01002,0.01002,0.23278,0.11540,0.19899,0.10115,0.01521,7.73105,5.36000,5.03977,130.04275,48.16404,191.38402,22.87757,1,0.00890
0.18000,6.77521,0.01001,0.01002,0.01002,0.23481,0.11669,0.19970,0.10214,0.01532,7.76414,5.39411,5.07250,130.83700,48.57870,191.60316,23.04044,1,0.00950
0.19000,6.82626,0.01001,0.01002,0.01002,0.23673,0.11794,0.20021,0.10309,0.01541,7.79753,5.42931,5.10634,131.55918,48.97202,191.61092,23.19249,1,0.01000
0.20000,6.87397,0.01001,0.01002,0.01002,0.23854,0.11915,0.20049,0.10400,0.01548,7.83095,5.46545,5.14116,132.19797,49.33789,191.38981,23.33115,1,0.01050
0.21000,6.91844,0.01001,0.01002,0.01002,0.24021,0.12030,0.20053,0.10486,0.01555,7.86412,5.50235,5.17678,132.75202,49.67620,190.94195,23.45701,1,0.01100
0.22000,6.96060,0.01001,0.01002,0.01002,0.24178,0.12142,0.20037,0.10568,0.01560,7.89681,5.53986,5.21306,133.23869,49.99086,190.29341,23.57231,1,0.01160
0.23000,7.00216,0.01001,0.01002,0.01002,0.24329,0.12251,0.20004,0.10648,0.01564,7.92884,5.57785,5.24991,133.68806,50.29158,189.49025,23.68217,1,0.01210
0.24000,7.04532,0.01001,0.01002,0.01002,0.24483,0.12361,0.19961,0.10729,0.01567,7.96012,5.61627,5.28726,134.13845,50.59133,188.59038,23.79278,1,0.01260
0.25000,7.09219,0.01001,0.01002,0.01002,0.24645,0.12476,0.19913,0.10814,0.01570,7.99063,5.65515,5.32515,134.62613,50.90293,187.64907,23.91016,1,0.01310
