time,rep_index,elbow_moment_Nm,task_failure,a0_BIClong,afat_BIClong,MF_BIClong,cap_BIClong,a0_BICshort,afat_BICshort,MF_BICshort,cap_BICshort,a0_BRA,afat_BRA,MF_BRA,cap_BRA,a0_BRD_hand,afat_BRD_hand,MF_BRD_hand,cap_BRD_hand
-0.00000,1,4.05322,0,0.13567,0.45414,0.00414,1.00000,0.04738,0.32142,0.00293,1.00000,0.26220,0.00000,0.00000,1.00000,0.05576,0.24895,0.00227,1.00000
0.01000,1,4.05242,0,0.13566,0.45435,0.00829,0.99996,0.04732,0.32115,0.00586,0.99997,0.26216,0.00000,0.00000,1.00000,0.05575,0.24905,0.00454,0.99998
0.02000,1,4.05117,0,0.13563,0.45456,0.01243,0.99992,0.04726,0.32081,0.00879,0.99994,0.26208,0.00000,0.00000,1.00000,0.05574,0.24910,0.00681,0.99995
0.03000,1,4.04914,0,0.13558,0.45471,0.01658,0.99988,0.04719,0.32036,0.01171,0.99991,0.26196,0.00000,0.00000,1.00000,0.05571,0.24917,0.00909,0.99993
0.04000,1,4.04611,0,0.13551,0.45484,0.02073,0.99983,0.04711,0.31984,0.01462,0.99988,0.26178,0.00000,0.00000,1.00000,0.05568,0.24919,0.01136,0.99991
0.05000,1,4.04207,0,0.13540,0.45490,0.02487,0.99979,0.04702,0.31916,0.01754,0.99985,0.26154,0.00000,0.00000,1.00000,0.05563,0.24918,0.01363,0.99989
0.06000,1,4.03716,0,0.13526,0.45492,0.02902,0.99975,0.04692,0.31837,0.02044,0.99982,0.26124,0.00000,0.00000,1.00000,0.05557,0.24913,0.01590,0.99986
0.07000,1,4.03159,0,0.13511,0.45491,0.03317,0.99971,0.04682,0.31750,0.02333,0.99980,0.26090,0.00000,0.00000,1.00000,0.05550,0.24909,0.01817,0.99984
0.08000,1,4.02569,0,0.13495,0.45486,0.03732,0.99967,0.04670,0.31658,0.02622,0.99977,0.26054,0.00000,0.00000,1.00000,0.05542,0.24905,0.02045,0.99982
0.09000,1,4.01977,0,0.13479,0.45486,0.04147,0.99963,0.04659,0.31565,0.02910,0.99974,0.26018,0.00000,0.00000,1.00000,0.05535,0.24898,0.02272,0.99980
0.10000,1,4.01414,0,0.13464,0.45486,0.04562,0.99959,0.04648,0.31474,0.03197,0.99971,0.25984,0.00000,0.00000,1.00000,0.05528,0.24892,0.02499,0.99977
0.11000,1,4.00908,0,0.13450,0.45491,0.04976,0.99954,0.04638,0.31387,0.03483,0.99968,0.25953,0.00000,0.00000,1.00000,0.05522,0.24886,0.02726,0.99975
0.12000,1,4.00481,0,0.13440,0.45502,0.05391,0.99950,0.04628,0.31309,0.03769,0.99965,0.25926,0.00000,0.00000,1.00000,0.05516,0.24888,0.02952,0.99973
0.13000,1,4.00149,0,0.13432,0.45518,0.05806,0.99946,0.04619,0.31241,0.04054,0.99962,0.25905,0.00000,0.00000,1.00000,0.05512,0.24888,0.03179,0.99970
0.14000,1,3.99920,0,0.13427,0.45539,0.06222,0.99942,0.04612,0.31183,0.04338,0.99959,0.25890,0.00000,0.00000,1.00000,0.05509,0.24892,0.03406,0.99968
0.15000,1,3.99798,0,0.13426,0.45566,0.06637,0.99938,0.04606,0.31137,0.04622,0.99957,0.25882,0.00000,0.00000,1.00000,0.05507,0.24901,0.03633,0.99966
0.16000,1,3.99785,0,0.13428,0.45598,0.07053,0.99934,0.04601,0.31102,0.04905,0.99954,0.25879,0.00000,0.00000,1.00000,0.05506,0.24914,0.03861,0.99964
0.17000,1,3.99876,0,0.13434,0.45638,0.07469,0.99929,0.04597,0.31082,0.05189,0.99951,0.25883,0.00000,0.00000,1.00000,0.05507,0.24929,0.04088,0.99961
0.18000,1,4.00066,0,0.13442,0.45683,0.07886,0.99925,0.04594,0.31070,0.05472,0.99948,0.25893,0.00000,0.00000,1.00000,0.05509,0.24946,0.04315,0.99959
0.19000,1,4.00348,0,0.13453,0.45732,0.08303,0.99921,0.04593,0.31070,0.05755,0.99945,0.25909,0.00000,0.00000,1.00000,0.05512,0.24966,0.04543,0.99957
0.20000,1,4.00713,0,0.13467,0.45788,0.08720,0.99917,0.04592,0.31083,0.06039,0.99942,0.25929,0.00000,0.00000,1.00000,0.05517,0.24987,0.04771,0.99955
0.21000,1,4.01153,0,0.13483,0.45842,0.09138,0.99913,0.04593,0.31103,0.06323,0.99940,0.25954,0.00000,0.00000,1.00000,0.05522,0.25012,0.04999,0.99952
0.22000,1,4.01661,0,0.13501,0.45903,0.09557,0.99909,0.04595,0.31132,0.06606,0.99937,0.25983,0.00000,0.00000,1.00000,0.05528,0.25038,0.05227,0.99950
0.23000,1,4.02228,0,0.13520,0.45965,0.09976,0.99904,0.04597,0.31167,0.06891,0.99934,0.26016,0.00000,0.00000,1.00000,0.05535,0.25063,0.05456,0.99948
0.24000,1,4.02846,0,0.13542,0.46029,0.10396,0.99900,0.04600,0.31212,0.07175,0.99931,0.26051,0.00000,0.00000,1.00000,0.05542,0.25095,0.05685,0.99945
0.25000,1,4.03509,0,0.13564,0.46094,0.10816,0.99896,0.04603,0.31260,0.07460,0.99928,0.26090,0.00000,0.00000,1.00000,0.05550,0.25124,0.05914,0.99943
0.26000,1,4.04209,0,0.13588,0.46159,0.11237,0.99892,0.04607,0.31316,0.07746,0.99925,0.26131,0.00000,0.00000,1.00000,0.05558,0.25156,0.06143,0.99941
0.27000,1,4.04937,0,0.13612,0.46225,0.11658,0.99888,0.04612,0.31376,0.08032,0.99923,0.26173,0.00000,0.00000,1.00000,0.05567,0.25186,0.06373,0.99939
0.28000,1,4.05688,0,0.13636,0.46290,0.12080,0.99883,0.04617,0.31438,0.08318,0.99920,0.26217,0.00000,0.00000,1.00000,0.05576,0.25215,0.06603,0.99936
0.29000,1,4.06453,0,0.13662,0.46355,0.12503,0.99879,0.04623,0.31507,0.08606,0.99917,0.26262,0.00000,0.00000,1.00000,0.05585,0.25249,0.06833,0.99934
0.30000,1,4.07224,0,0.13687,0.46417,0.12926,0.99875,0.04629,0.31575,0.08894,0.99914,0.26307,0.00000,0.00000,1.00000,0.05594,0.25280,0.07063,0.99932
0.31000,1,4.07994,0,0.13712,0.46477,0.13350,0.99871,0.04635,0.31646,0.09182,0.99911,0.26352,0.00000,0.00000,1.00000,0.05603,0.25311,0.07294,0.99929
0.32000,1,4.08755,0,0.13736,0.46538,0.13774,0.99867,0.04641,0.31717,0.09471,0.99908,0.26397,0.00000,0.00000,1.00000,0.05613,0.25336,0.07525,0.99927
0.33000,1,4.09500,0,0.13760,0.46592,0.14199,0.99862,0.04647,0.31787,0.09761,0.99905,0.26441,0.00000,0.00000,1.00000,0.05621,0.25367,0.07756,0.99925
0.34000,1,4.10221,0,0.13783,0.46646,0.14624,0.99858,0.04653,0.31857,0.10051,0.99902,0.26484,0.00000,0.00000,1.00000,0.05630,0.25393,0.07988,0.99922
0.35000,1,4.10911,0,0.13805,0.46697,0.15050,0.99854,0.04659,0.31927,0.10343,0.99899,0.26525,0.00000,0.00000,1.00000,0.05639,0.25416,0.08220,0.99920
0.36000,1,4.11563,0,0.13826,0.46741,0.15476,0.99850,0.04665,0.31991,0.10634,0.99897,0.26563,0.00000,0.00000,1.00000,0.05646,0.25443,0.08452,0.99918
0.37000,1,4.12172,0,0.13845,0.46784,0.15903,0.99845,0.04670,0.32053,0.10926,0.99894,0.26599,0.00000,0.00000,1.00000,0.05654,0.25462,0.08684,0.99915
0.38000,1,4.12732,0,0.13862,0.46786,0.16329,0.99841,0.04682,0.32131,0.11219,0.99891,0.26630,0.00000,0.00000,1.00000,0.05664,0.25465,0.08916,0.99913
