subj,time,rep,q_sh,q_el,qd_sh,qd_el,qdd_sh,qdd_el,elbow_moment,act_BIClong,act_BICshort,act_BRA,act_BRD_hand,frc_BIClong,frc_BICshort,frc_BRA,frc_BRD_hand,MF_BIClong,MF_BICshort,MF_BRA,MF_BRD_hand,humerus_mass,forearm_mass,humerus_len,forearm_len
s05,0.00000,1,47.37928,28.81785,-6.61470,-4.31230,-60.95000,-74.88000,8.18470,0.28886,0.07113,0.17500,0.11751,183.35185,29.37547,175.05291,28.57832,0.00245,0.00159,0.00109,0.00126,1.60036,1.52978,0.27629,0.29759
s05,0.01000,1,47.31313,28.77472,-7.22420,-5.06110,-93.86500,-115.93500,7.69603,0.27240,0.06709,0.16517,0.11074,173.05855,27.71045,165.30535,26.94709,0.00475,0.00309,0.00212,0.00244,1.60036,1.52978,0.27629,0.29759
s05,0.02000,1,47.23480,28.71663,-8.49200,-6.63100,-131.47500,-163.99750,7.23347,0.25666,0.06292,0.15554,0.10416,163.54427,25.99144,155.90679,25.39444,0.00692,0.00450,0.00308,0.00356,1.60036,1.52978,0.27629,0.29759
s05,0.03000,1,47.14329,28.64210,-9.85370,-8.34105,-140.45750,-177.51750,6.81896,0.24243,0.05891,0.14668,0.09811,155.21600,24.34088,147.37837,23.99463,0.00896,0.00581,0.00398,0.00461,1.60036,1.52978,0.27629,0.29759
s05,0.04000,1,47.03772,28.54980,-11.30115,-10.18135,-148.54250,-189.93750,6.46767,0.23026,0.05529,0.13898,0.09284,148.34233,22.85334,140.09442,22.79911,0.01090,0.00706,0.00484,0.00560,1.60036,1.52978,0.27629,0.29759
s05,0.05000,1,46.91727,28.43848,-12.82455,-12.13980,-155.55500,-201.02000,6.18720,0.22042,0.05221,0.13268,0.08849,143.04577,21.58440,134.26674,21.83442,0.01275,0.00824,0.00565,0.00654,1.60036,1.52978,0.27629,0.29759
s05,0.06000,1,46.78123,28.30701,-14.41225,-14.20175,-161.32250,-210.53000,5.97834,0.21298,0.04972,0.12787,0.08509,139.31674,20.56078,129.95071,21.10372,0.01455,0.00937,0.00643,0.00746,1.60036,1.52978,0.27629,0.29759
s05,0.07000,1,46.62902,28.15444,-16.05100,-16.35040,-165.70750,-218.27500,5.83663,0.20779,0.04781,0.12448,0.08259,137.04756,19.77840,127.08987,20.59301,0.01633,0.01044,0.00719,0.00836,1.60036,1.52978,0.27629,0.29759
s05,0.08000,1,46.46021,27.98000,-17.72640,-18.56725,-168.58000,-224.08000,5.75422,0.20461,0.04641,0.12240,0.08090,136.06912,19.20943,125.55667,20.27765,0.01811,0.01146,0.00796,0.00926,1.60036,1.52978,0.27629,0.29759
s05,0.09000,1,46.27450,27.78310,-19.42260,-20.83200,-169.81750,-227.79000,5.72165,0.20313,0.04546,0.12145,0.07991,136.17888,18.82087,125.18492,20.12732,0.01990,0.01247,0.00871,0.01016,1.60036,1.52978,0.27629,0.29759
s05,0.10000,1,46.07176,27.56336,-21.12275,-23.12305,-169.34500,-229.29500,5.72931,0.20305,0.04486,0.12148,0.07947,137.17002,18.58133,125.79978,20.11098,0.02170,0.01346,0.00947,0.01107,1.60036,1.52978,0.27629,0.29759
s05,0.11000,1,45.85204,27.32064,-22.80950,-25.41790,-167.11000,-228.51500,5.76850,0.20406,0.04461,0.12229,0.07948,138.84367,18.48321,127.22611,20.19864,0.02352,0.01445,0.01023,0.01199,1.60036,1.52978,0.27629,0.29759
s05,0.12000,1,45.61557,27.05500,-24.46495,-27.69335,-163.08000,-225.40500,5.83201,0.20594,0.04459,0.12378,0.07985,141.05251,18.48224,129.35103,20.36923,0.02537,0.01545,0.01099,0.01291,1.60036,1.52978,0.27629,0.29759
s05,0.13000,1,45.36274,26.76677,-26.07110,-29.92600,-157.25500,-219.96750,5.91436,0.20851,0.04479,0.12585,0.08050,143.67303,18.57170,132.06699,20.60386,0.02726,0.01646,0.01176,0.01385,1.60036,1.52978,0.27629,0.29759
s05,0.14000,1,45.09415,26.45648,-27.61005,-32.09270,-149.66500,-212.24250,6.01174,0.21164,0.04521,0.12842,0.08138,146.61348,18.75250,135.30199,20.88949,0.02917,0.01750,0.01253,0.01481,1.60036,1.52978,0.27629,0.29759
s05,0.15000,1,44.81054,26.12492,-29.06440,-34.17085,-140.38500,-202.30250,6.12175,0.21527,0.04578,0.13147,0.08247,149.83127,18.99466,139.03701,21.22048,0.03113,0.01857,0.01332,0.01578,1.60036,1.52978,0.27629,0.29759
s05,0.16000,1,44.51286,25.77306,-30.41775,-36.13875,-129.50500,-190.25500,6.24297,0.21933,0.04653,0.13498,0.08375,153.28493,19.31236,143.24340,21.59086,0.03314,0.01968,0.01411,0.01677,1.60036,1.52978,0.27629,0.29759
s05,0.17000,1,44.20219,25.40214,-31.65450,-37.97595,-117.14000,-176.25500,6.37462,0.22382,0.04744,0.13894,0.08521,156.95996,19.69430,147.92543,21.99902,0.03519,0.02083,0.01491,0.01779,1.60036,1.52978,0.27629,0.29759
s05,0.18000,1,43.87977,25.01355,-32.76055,-39.66385,-103.45500,-160.49500,6.51613,0.22873,0.04847,0.14338,0.08684,160.84695,20.12714,153.09520,22.44434,0.03728,0.02203,0.01571,0.01882,1.60036,1.52978,0.27629,0.29759
s05,0.19000,1,43.54698,24.60886,-33.72360,-41.18585,-88.62000,-143.18000,6.66688,0.23400,0.04970,0.14828,0.08864,164.91249,20.64065,158.73041,22.92229,0.03943,0.02329,0.01653,0.01988,1.60036,1.52978,0.27629,0.29759
s05,0.20000,1,43.20530,24.18983,-34.53295,-42.52745,-72.82500,-124.55000,6.82593,0.23964,0.05106,0.15364,0.09059,169.14101,21.21184,164.84013,23.43186,0.04165,0.02459,0.01736,0.02097,1.60036,1.52978,0.27629,0.29759
s05,0.21000,1,42.85632,23.75831,-35.18010,-43.67685,-56.29250,-104.86500,6.99197,0.24558,0.05260,0.15944,0.09268,173.48722,21.85553,171.39327,23.96731,0.04395,0.02595,0.01821,0.02211,1.60036,1.52978,0.27629,0.29759
s05,0.22000,1,42.50169,23.31629,-35.65880,-44.62475,-39.25000,-84.39500,7.16324,0.25176,0.05429,0.16565,0.09489,177.90385,22.56509,178.36087,24.52318,0.04634,0.02735,0.01908,0.02328,1.60036,1.52978,0.27629,0.29759
s05,0.23000,1,42.14314,22.86582,-35.96510,-45.36475,-21.92750,-63.42500,7.33756,0.25812,0.05612,0.17225,0.09719,182.33354,23.33098,185.70085,25.09286,0.04882,0.02881,0.01997,0.02450,1.60036,1.52978,0.27629,0.29759
s05,0.24000,1,41.78239,22.40900,-36.09735,-45.89325,-4.56750,-42.23000,7.51245,0.26457,0.05807,0.17919,0.09955,186.70756,24.14836,193.35312,25.66807,0.05140,0.03033,0.02087,0.02577,1.60036,1.52978,0.27629,0.29759
s05,0.25000,1,41.42119,21.94795,-36.05645,-46.20935,12.58750,-21.09000,7.68518,0.27100,0.06012,0.18641,0.10194,190.95376,25.00709,201.24845,26.24012,0.05407,0.03191,0.02180,0.02708,1.60036,1.52978,0.27629,0.29759
s05,0.26000,1,41.06126,21.48481,-35.84560,-46.31505,29.31750,-0.27500,7.85297,0.27732,0.06225,0.19383,0.10432,194.99546,25.90146,209.30387,26.79946,0.05685,0.03355,0.02274,0.02845,1.60036,1.52978,0.27629,0.29759
s05,0.27000,1,40.70428,21.02165,-35.47010,-46.21485,45.40250,19.96250,8.01306,0.28350,0.06446,0.20145,0.10669,198.81685,26.82516,217.49603,27.34494,0.05972,0.03526,0.02370,0.02986,1.60036,1.52978,0.27629,0.29759
s05,0.28000,1,40.35186,20.56051,-34.93755,-45.91580,60.63000,39.38250,8.16284,0.28929,0.06667,0.20906,0.10895,202.23737,27.75449,225.60655,27.85207,0.06270,0.03703,0.02467,0.03133,1.60036,1.52978,0.27629,0.29759
s05,0.29000,1,40.00553,20.10334,-34.25750,-45.42720,74.81750,57.77750,8.29993,0.29467,0.06889,0.21665,0.11110,205.25164,28.68619,233.60275,28.32040,0.06578,0.03887,0.02566,0.03284,1.60036,1.52978,0.27629,0.29759
s05,0.30000,1,39.66671,19.65197,-33.44120,-44.76025,87.80750,74.95000,8.42227,0.29957,0.07109,0.22413,0.11311,207.80865,29.61034,241.38905,28.74270,0.06896,0.04078,0.02665,0.03441,1.60036,1.52978,0.27629,0.29759
s05,0.31000,1,39.33671,19.20813,-32.50135,-43.92820,99.46000,90.73000,8.52814,0.30391,0.07325,0.23141,0.11495,209.86982,30.51565,248.87376,29.11302,0.07222,0.04275,0.02765,0.03603,1.60036,1.52978,0.27629,0.29759
s05,0.32000,1,39.01669,18.77341,-31.45200,-42.94565,109.66500,104.99000,8.61623,0.30763,0.07533,0.23842,0.11659,211.40459,31.39276,255.97433,29.42618,0.07558,0.04479,0.02866,0.03769,1.60036,1.52978,0.27629,0.29759
s05,0.33000,1,38.70767,18.34922,-30.30805,-41.82840,118.34750,117.61000,8.68559,0.31069,0.07732,0.24508,0.11802,212.39910,32.23143,262.61171,29.67879,0.07902,0.04689,0.02966,0.03939,1.60036,1.52978,0.27629,0.29759
s05,0.34000,1,38.41052,17.93684,-29.08505,-40.59345,125.45250,128.51000,8.73569,0.31306,0.07919,0.25133,0.11922,212.84877,33.02284,268.71901,29.86848,0.08254,0.04904,0.03067,0.04114,1.60036,1.52978,0.27629,0.29759
s05,0.35000,1,38.12597,17.53735,-27.79900,-39.25820,130.96000,137.64750,8.76636,0.31474,0.08093,0.25711,0.12019,212.76124,33.75906,274.23902,29.99422,0.08613,0.05126,0.03167,0.04293,1.60036,1.52978,0.27629,0.29759
s05,0.36000,1,37.85454,17.15167,-26.46585,-37.84050,134.87000,144.99500,8.77777,0.31571,0.08252,0.26237,0.12092,212.15460,34.43307,279.12651,30.05615,0.08978,0.05353,0.03266,0.04475,1.60036,1.52978,0.27629,0.29759
s05,0.37000,1,37.59665,16.78054,-25.10160,-36.35830,137.21250,150.55750,8.77042,0.31599,0.08395,0.26708,0.12140,211.05504,35.03900,283.34989,30.05542,0.09349,0.05584,0.03365,0.04661,1.60036,1.52978,0.27629,0.29759
s05,0.38000,1,37.35251,16.42451,-23.72160,-34.82935,138.05750,154.36250,8.74510,0.31561,0.08520,0.27119,0.12164,209.49753,35.57226,286.88925,29.99434,0.09724,0.05820,0.03462,0.04849,1.60036,1.52978,0.27629,0.29759
s05,0.39000,1,37.12222,16.08395,-22.34045,-33.27105,137.48000,156.46750,8.70285,0.31459,0.08627,0.27469,0.12164,207.52287,36.02944,289.73840,29.87600,0.10103,0.06060,0.03557,0.05039,1.60036,1.52978,0.27629,0.29759
s05,0.40000,1,36.90570,15.75909,-20.97200,-31.70000,135.57000,156.95750,8.64492,0.31298,0.08716,0.27758,0.12143,205.17656,36.40854,291.90395,29.70427,0.10485,0.06303,0.03651,0.05231,1.60036,1.52978,0.27629,0.29759
s05,0.41000,1,36.70278,15.44995,-19.62905,-30.13190,132.44750,155.92750,8.57274,0.31083,0.08786,0.27986,0.12100,202.50775,36.70885,293.40450,29.48368,0.10868,0.06549,0.03743,0.05425,1.60036,1.52978,0.27629,0.29759
s05,0.42000,1,36.51312,15.15645,-18.32305,-28.58145,128.24750,153.48500,8.48790,0.30820,0.08837,0.28155,0.12037,199.56764,36.93108,294.26999,29.21927,0.11253,0.06798,0.03833,0.05620,1.60036,1.52978,0.27629,0.29759
s05,0.43000,1,36.33632,14.87832,-17.06410,-27.06220,123.10000,149.76500,8.39208,0.30514,0.08871,0.28267,0.11957,196.40858,37.07717,294.54044,28.91653,0.11639,0.07048,0.03920,0.05816,1.60036,1.52978,0.27629,0.29759
s05,0.44000,1,36.17184,14.61520,-15.86105,-25.58615,117.15000,144.91000,8.28705,0.30172,0.08887,0.28325,0.11862,193.08248,37.15041,294.26492,28.58119,0.12024,0.07300,0.04006,0.06012,1.60036,1.52978,0.27629,0.29759
s05,0.45000,1,36.01910,14.36660,-14.72110,-24.16400,110.55750,139.06500,8.17462,0.29800,0.08887,0.28334,0.11752,189.64019,37.15516,293.49991,28.21921,0.12408,0.07552,0.04089,0.06208,1.60036,1.52978,0.27629,0.29759
s05,0.46000,1,35.87742,14.13192,-13.64990,-22.80485,103.46500,132.39500,8.05661,0.29406,0.08873,0.28299,0.11631,186.13053,37.09683,292.30785,27.83657,0.12791,0.07805,0.04170,0.06404,1.60036,1.52978,0.27629,0.29759
