time,rep_index,elbow_moment_Nm,task_failure,a0_BIClong,afat_BIClong,MF_BIClong,cap_BIClong,a0_BICshort,afat_BICshort,MF_BICshort,cap_BICshort,a0_BRA,afat_BRA,MF_BRA,cap_BRA,a0_BRD_hand,afat_BRD_hand,MF_BRD_hand,cap_BRD_hand
-0.00000,1,5.56123,0,0.19540,0.25983,0.00237,1.00000,0.08794,0.19352,0.00176,1.00000,0.18809,0.07739,0.00071,1.00000,0.08325,0.14252,0.00130,1.00000
0.01000,1,5.55950,0,0.19535,0.25973,0.00474,0.99998,0.08789,0.19342,0.00353,0.99998,0.18801,0.07737,0.00141,0.99999,0.08323,0.14245,0.00260,0.99999
0.02000,1,5.55743,0,0.19529,0.25960,0.00711,0.99995,0.08783,0.19332,0.00529,0.99996,0.18792,0.07735,0.00212,0.99999,0.08320,0.14238,0.00390,0.99997
0.03000,1,5.55473,0,0.19521,0.25943,0.00947,0.99993,0.08775,0.19320,0.00705,0.99995,0.18781,0.07731,0.00282,0.99998,0.08316,0.14228,0.00519,0.99996
0.04000,1,5.55123,0,0.19510,0.25923,0.01184,0.99991,0.08766,0.19304,0.00881,0.99993,0.18768,0.07726,0.00353,0.99997,0.08308,0.14216,0.00649,0.99995
0.05000,1,5.54683,0,0.19496,0.25898,0.01420,0.99988,0.08756,0.19285,0.01057,0.99991,0.18751,0.07719,0.00423,0.99996,0.08301,0.14203,0.00779,0.99994
0.06000,1,5.54157,0,0.19478,0.25870,0.01656,0.99986,0.08745,0.19264,0.01233,0.99989,0.18732,0.07711,0.00493,0.99996,0.08293,0.14187,0.00908,0.99992
0.07000,1,5.53552,0,0.19458,0.25839,0.01891,0.99983,0.08733,0.19240,0.01408,0.99988,0.18710,0.07702,0.00564,0.99995,0.08284,0.14169,0.01037,0.99991
0.08000,1,5.52884,0,0.19434,0.25804,0.02127,0.99981,0.08719,0.19213,0.01584,0.99986,0.18686,0.07691,0.00634,0.99994,0.08274,0.14149,0.01166,0.99990
0.09000,1,5.52171,0,0.19412,0.25767,0.02362,0.99979,0.08699,0.19184,0.01759,0.99984,0.18666,0.07680,0.00704,0.99994,0.08250,0.14129,0.01295,0.99988
0.10000,1,5.51428,0,0.19385,0.25729,0.02596,0.99976,0.08683,0.19155,0.01933,0.99982,0.18640,0.07668,0.00774,0.99993,0.08238,0.14110,0.01424,0.99987
0.11000,1,5.50675,0,0.19357,0.25691,0.02831,0.99974,0.08666,0.19125,0.02108,0.99981,0.18614,0.07656,0.00844,0.99992,0.08226,0.14090,0.01552,0.99986
0.12000,1,5.49924,0,0.19324,0.25653,0.03064,0.99972,0.08653,0.19097,0.02282,0.99979,0.18583,0.07643,0.00913,0.99992,0.08228,0.14071,0.01681,0.99984
0.13000,1,5.49189,0,0.19296,0.25618,0.03298,0.99969,0.08636,0.19069,0.02456,0.99977,0.18558,0.07630,0.00983,0.99991,0.08216,0.14053,0.01809,0.99983
0.14000,1,5.48478,0,0.19268,0.25586,0.03531,0.99967,0.08619,0.19042,0.02629,0.99975,0.18535,0.07617,0.01052,0.99990,0.08205,0.14034,0.01937,0.99982
0.15000,1,5.47799,0,0.19241,0.25552,0.03764,0.99965,0.08601,0.19017,0.02803,0.99974,0.18513,0.07604,0.01122,0.99989,0.08193,0.14018,0.02065,0.99981
0.16000,1,5.47157,0,0.19216,0.25526,0.03997,0.99962,0.08585,0.18994,0.02976,0.99972,0.18493,0.07592,0.01191,0.99989,0.08182,0.14004,0.02192,0.99979
0.17000,1,5.46557,0,0.19191,0.25499,0.04230,0.99960,0.08568,0.18973,0.03149,0.99970,0.18475,0.07578,0.01260,0.99988,0.08171,0.13991,0.02320,0.99978
0.18000,1,5.46002,0,0.19169,0.25477,0.04462,0.99958,0.08551,0.18952,0.03322,0.99969,0.18457,0.07565,0.01329,0.99987,0.08160,0.13978,0.02447,0.99977
0.19000,1,5.45496,0,0.19150,0.25460,0.04694,0.99955,0.08534,0.18931,0.03494,0.99967,0.18439,0.07550,0.01398,0.99987,0.08149,0.13966,0.02575,0.99976
0.20000,1,5.45042,0,0.19132,0.25445,0.04926,0.99953,0.08517,0.18911,0.03667,0.99965,0.18424,0.07536,0.01466,0.99986,0.08138,0.13955,0.02702,0.99974
0.21000,1,5.44645,0,0.19122,0.25434,0.05158,0.99951,0.08495,0.18895,0.03839,0.99963,0.18418,0.07521,0.01535,0.99985,0.08112,0.13946,0.02829,0.99973
0.22000,1,5.44309,0,0.19109,0.25429,0.05390,0.99948,0.08480,0.18883,0.04011,0.99962,0.18408,0.07508,0.01603,0.99985,0.08103,0.13940,0.02956,0.99972
