time,r_humerus_u_noisy,r_humerus_v_noisy,r_humerus_depth,r_ulna_radius_hand_u_noisy,r_ulna_radius_hand_v_noisy,r_ulna_radius_hand_depth,load_2kg_u_noisy,load_2kg_v_noisy,load_2kg_depth,center_of_mass_u_noisy,center_of_mass_v_noisy,center_of_mass_depth,act_biceps,act_triceps,act_deltoid,force_biceps,force_triceps,force_deltoid,id_shoulder_moment,id_elbow_moment,q_shoulder,q_elbow
0.33,514.5253957199748,4682.954285506562,0.17,699.4111087808162,2825.853408772109,0.15673417,885.676563338596,1379.4011755938093,0.23797626,728.3704724063855,2730.840315953918,0.19141155,0.02225158,0.0102172533333333,0.0174004433333333,12.7873129075,6.341483406666666,11.945885043333334,3.55383315,2.31310937,0.0,5.95469899
0.34,517.3849000216215,4682.286041945728,0.17,707.4411644943686,2828.325067495204,0.15665328,896.3051044528997,1383.5400073784358,0.23783272,737.1125024615535,2732.5304521114676,0.19133539,0.0228045624999999,0.0102193566666666,0.0176265366666666,13.0837991275,6.37743338,12.09885672,3.61643526,2.38320252,0.0,6.43608597
0.35,518.4108857619124,4682.951795471013,0.17,722.4515350645969,2830.7546811092325,0.15656853,911.3062109498943,1384.6872898380957,0.23768247,745.3832555919114,2732.6023763561407,0.19125565,0.02333368,0.01021508,0.01781069,13.3727516225,6.410360006666667,12.227601166666666,3.67868537,2.45485339,0.0,6.93791327
0.36,515.9250462611608,4684.64526155466,0.17,728.4949691848698,2834.7091876092363,0.1564799,924.3712026834155,1386.5119275643187,0.23752546,754.3869081219957,2735.9359933311034,0.1911723,0.0238805875,0.0102109433333333,0.0179945433333333,13.668610985,6.443521793333333,12.355859726666669,3.74059164,2.52806422,0.0,7.46009182
0.37,514.4726282225455,4681.943159447905,0.17,746.1650260087334,2838.8687796489617,0.15638736,939.7997488544463,1393.6503890556885,0.23736168,764.3199713074583,2736.143858211588,0.19108532,0.0244739599999999,0.01021123,0.0182091433333333,13.9806964675,6.47910286,12.501428266666665,3.8021568,2.60283039,0.0,8.0025022
0.38,514.503978745088,4685.072494694925,0.17,758.0976028388528,2844.3118044156154,0.15629089,953.3377283033013,1396.5703144881022,0.23719111,772.2950135873948,2740.889402030612,0.19099472,0.0250578325,0.0102074533333333,0.01839405,14.290301310000002,6.51263392,12.629689226666668,3.86337875,2.67914048,0.0,8.56499545
0.39,517.4541267521199,4687.823968094831,0.17,774.418671195137,2844.452136829141,0.15619047,969.2795814032693,1401.7652019455372,0.23701373,782.3819704598008,2744.9025664901383,0.19090047,0.02566014,0.01020384,0.0185790133333333,14.606626384999998,6.546258403333333,12.757677309999998,3.92425125,2.75697644,0.0,9.14739382
0.4,517.6394495188774,4683.433880588569,0.17,788.4288772715969,2848.135106631834,0.1560861,985.6930357933206,1400.5297275933965,0.23682955,796.3757082898204,2750.4457042958884,0.19080258,0.0263312625,0.0102077466666666,0.0188230866666666,14.945426735,6.5838355,12.9195357,3.98476455,2.83631373,0.0,9.74949154
0.41,517.239249713081,4680.8688574522575,0.17,803.5098194477164,2852.248134398222,0.15597778,1003.3839765166358,1410.0229461251884,0.23663858,805.6387758265028,2751.606325184474,0.19070105,0.0269722674999999,0.0102045966666666,0.01901176,15.2750632275,6.617575173333333,13.04914021,4.0449061,2.91712146,0.0,10.37105554
0.42,514.8219217618931,4680.868157566191,0.17,816.0971545889624,2860.9237399611407,0.1558655,1020.6290862652346,1418.335193638019,0.23644084,818.6965265162497,2755.0412314350024,0.1905959,0.0276323375,0.0102016133333333,0.0192013933333333,15.6111515525,6.65125248,13.179008943333333,4.10466113,2.99936255,0.0,11.01182624
0.43,516.6172638226041,4685.110778162247,0.17,833.983074977492,2864.39035211775,0.15574929,1043.0641484776932,1421.66253062166,0.23623638,832.6226232754963,2762.987142645499,0.19048713,0.02831183,0.0101987966666666,0.0193923733333333,15.9536545475,6.684804819999999,13.309366403333334,4.16401318,3.08299379,0.0,11.67151825
0.44,516.386312794752,4683.438154700903,0.17,850.0528828633818,2864.5866739482362,0.15562914,1058.9525878308548,1428.7129197738343,0.23602524,840.6457130679072,2765.2595279863986,0.19037477,0.0290113625,0.0101961133333333,0.0195852099999999,16.30263516,6.71816197,13.440502883333332,4.22294462,3.16796601,0.0,12.3498212
0.45,516.5903183699286,4685.311308850952,0.17,868.1428613925424,2870.2368838166662,0.1555051,1070.6379385772564,1433.500368788171,0.23580747,852.6982536339364,2769.344189680447,0.19025884,0.0298300425,0.0102077366666666,0.01991052,16.6875940175,6.75910147,13.649584753333334,4.28143702,3.25422413,0.0,13.0464004
0.46,517.895798732367,4682.490378560506,0.17,886.2804148888906,2878.579008158686,0.15537718,1092.9585286087222,1440.6682235904061,0.23558316,865.8771208687305,2777.8580724587373,0.19013939,0.0306430275,0.0102162466666666,0.02020622,17.0710252225,6.798072043333334,13.841654526666666,4.3394717,3.34170733,0.0,13.76089769
0.47,516.60013227402,4685.218894153903,0.17,902.1496476897696,2887.206506429126,0.15524544,1111.9097194731487,1450.7215438798255,0.23535237,879.5087999773665,2782.6652395315923,0.19001646,0.0315331125,0.01023255,0.0205813633333333,17.4781240175,6.841046526666666,14.08187827,4.39703013,3.43034922,0.0,14.4929321
0.48,517.5107683026143,4683.241048711924,0.17,917.2263155861137,2893.591298170559,0.1551099,1135.1692549688987,1454.4833308969733,0.23511522,893.8307804650418,2787.1595139614396,0.18989009,0.031260395,0.0100692466666666,0.0195721633333333,17.5449551375,6.782691136666666,13.477249003333334,4.45409436,3.52007802,0.0,15.24210071
0.49,516.2880993154483,4682.092638948176,0.17,938.2919672750542,2902.01749404296,0.15497062,1152.2578968035375,1462.6537344849305,0.23487181,905.9716070401084,2793.0196799751993,0.18976034,0.0320523125,0.0100676833333333,0.0197800433333333,17.9142437575,6.81437282,13.609059343333334,4.51064737,3.61081671,0.0,16.00797932
0.5,516.7311799738505,4682.7556501012195,0.17,961.9491819341723,2908.3967110094723,0.15482767,1174.4725588953027,1472.0715722336358,0.23462227,923.8528149876719,2800.9583378314064,0.18962727,0.0328393975,0.0100662133333333,0.01996839,18.2836443225,6.8455913200000005,13.732139423333331,4.5666734,3.70248323,0.0,16.79012326
0.51,517.4155176281477,4681.163538347977,0.17,979.0047295502908,2919.744060366411,0.15468111,1189.8789463902842,1482.3992472689176,0.23436672,934.4327122155323,2808.090836903852,0.18949095,0.03363934,0.01006481,0.0201602566666666,18.6552265575,6.876300133333333,13.857118173333332,4.62215827,3.79499078,0.0,17.58806811
0.52,513.2386295367593,4687.5363661759875,0.17,989.067478837076,2927.148343250904,0.15453101,1212.8688533709208,1488.9535834496603,0.23410533,949.2619643719739,2814.5894046702324,0.18935146,0.034257845,0.0100640399999999,0.0200114766666666,19.00152589,6.906700636666667,13.82099496,4.67708971,3.888248,0.0,18.40133052
0.53,515.513598743756,4683.364883431707,0.17,1014.7459085694998,2934.877732533777,0.15437746,1241.7361758672605,1503.9654483682077,0.23383824,961.9352884654038,2821.9219360107363,0.18920888,0.0350556324999999,0.0100627733333333,0.0201643633333333,19.3730391025,6.936260613333334,13.923513793333331,4.73145758,3.98215931,0.0,19.22940891
0.54,515.2121958678849,4684.846675236188,0.17,1036.3667359938495,2946.6049363115662,0.15422056,1259.5977059384586,1513.0226070147694,0.23356564,978.5256733463101,2828.3331682438525,0.18906331,0.03586704,0.0100621166666666,0.0203129333333333,19.74546457,6.96549064,14.02290663,4.78525402,4.07662513,0.0,20.07178425
