time,r_humerus_u_noisy,r_humerus_v_noisy,r_humerus_depth,r_ulna_radius_hand_u_noisy,r_ulna_radius_hand_v_noisy,r_ulna_radius_hand_depth,load_2kg_u_noisy,load_2kg_v_noisy,load_2kg_depth,center_of_mass_u_noisy,center_of_mass_v_noisy,center_of_mass_depth,act_biceps,act_triceps,act_deltoid,force_biceps,force_triceps,force_deltoid,id_shoulder_moment,id_elbow_moment,q_shoulder,q_elbow
5.9,513.7081925513908,4686.994121541727,0.17,555.7967620114814,2803.849143519614,0.15769979,726.3339392289975,1347.0494909993308,0.23969962,620.5154989577172,2708.6605249945387,0.19232439,0.0124622075,0.0112574766666666,0.0121399933333333,6.489982492499999,6.178352583333333,8.110212106666667,0.82276701,0.46568443,0.0,0.00134428
5.91,516.6510134210845,4685.130294395407,0.17,550.7741618325256,2806.311737304688,0.15769975,721.556734103573,1348.4773446422064,0.23969955,619.3645889760459,2710.0262546396157,0.19232435,0.012453815,0.0112585533333333,0.0121341233333333,6.484332385000001,6.178960986666667,8.106128793333333,0.81652734,0.46254361,0.0,0.0015972
5.92,519.7955388780967,4685.986760770732,0.17,552.624954899489,2806.1492203202592,0.15769973,723.2834616331829,1348.808967745544,0.23969952,619.8617694422354,2703.072178582259,0.19232433,0.01244487,0.0112597033333333,0.0121278766666666,6.4783530875,6.179499803333333,8.10178498,0.80988567,0.45918861,0.0,0.00171028
5.93,512.849422880112,4682.336432266225,0.17,548.6666781193898,2805.843638846779,0.15769975,719.5356585405451,1347.1114389771453,0.23969955,619.1924535673264,2708.8923629602964,0.19232435,0.01243686,0.0112607366666666,0.0121222866666666,6.4732064925,6.1800451800000005,8.097897696666667,0.80393861,0.45616924,0.0,0.00161083
5.94,513.5908027627789,4682.509281246314,0.17,552.5834954834016,2802.278597338662,0.15769981,723.3339517803886,1349.5591702148815,0.23969965,617.6767736359964,2704.8288817951147,0.1923244,0.0124317925,0.0112613866666666,0.01211876,6.4701459450000005,6.180274343333333,8.0954488,0.80022144,0.45425819,0.0,0.00123463
5.95,515.3057279635489,4683.086887073198,0.17,551.2916173092794,2801.560871506525,0.15769992,725.831964757886,1347.7905695802472,0.23969985,623.5669088691784,2705.4842421862218,0.19232451,0.01243224,0.0112613166666666,0.0121191,6.470856764999999,6.17997197,8.095683763333335,0.80067177,0.45443377,0.0,0.00054296
5.96,515.1117643507597,4683.270501765548,0.17,552.464135499292,2805.0537893480973,0.15770007,720.7832702088378,1346.4264939781256,0.23970013,620.4669591918713,2706.571405548454,0.19232466,0.0124411925,0.0112601366666666,0.0121253866666666,6.477307849999999,6.17890849,8.100059183333334,0.80752159,0.45782697,0.0,-0.00045594
5.97,517.7781437519778,4681.5415971432185,0.17,558.7175381656508,2806.2827818167243,0.15770026,724.5174924055019,1350.2835564459342,0.23970047,617.2488499274461,2709.0979844502253,0.19232484,0.01246193,0.0112574533333333,0.0121399166666666,6.491636235,6.176875643333333,8.110168886666665,0.82311069,0.46562881,0.0,-0.00168243
5.98,516.6362606161123,4686.089514311938,0.17,556.2752271389892,2805.8518009262843,0.15770046,725.6808916620506,1352.3215127860328,0.23970083,620.4742374030487,2706.5616022980275,0.19232503,0.01249777,0.01125295,0.0121650033333333,6.51601209,6.173732810000001,8.127644653333332,0.84962802,0.47896122,0.0,-0.0029599
5.99,512.6030170571863,4685.324350334342,0.17,549.9360069859565,2803.5497828223124,0.15770062,721.3916019699415,1349.3204546542447,0.23970112,623.1344971742317,2706.8212529183297,0.19232518,0.0125518124999999,0.01124641,0.01220281,6.5524743625,6.169454903333334,8.154035433333334,0.88880721,0.49872474,0.0,-0.00399114
6.0,517.1837619822721,4682.946291336221,0.17,553.9180415463558,2804.97837171579,0.15770068,723.695460660041,1349.015878513595,0.23970122,622.002875892623,2707.702087597262,0.19232523,0.0126266475,0.0112378166666666,0.0122551633333333,6.6028751675,6.164294716666667,8.190674670000002,0.94162881,0.52544907,0.0,-0.00433994
6.01,514.9978634017592,4684.841068356852,0.17,554.42641685123,2805.0156991903877,0.15770054,725.945615283953,1348.9764737579887,0.23970096,619.0644971199998,2708.0200951421857,0.1923251,0.0127242275,0.0112273266666666,0.01232334,6.669413617499999,6.159450219999999,8.23856145,1.00810625,0.55918546,0.0,-0.00342117
6.02,518.701835610353,4684.003445384832,0.17,552.2227408178223,2803.8299370566706,0.15770008,723.3260333403638,1348.2030148399226,0.23970014,619.1650800262357,2707.0282569924516,0.19232466,0.0128452425,0.0112153133333333,0.0124078833333333,6.7522185875,6.1548568533333325,8.298200986666666,1.08723135,0.59947907,0.0,-0.00050168
6.03,514.8977661035967,4684.997303020687,0.17,553.3939761512098,2803.9308990776667,0.15769917,724.5945718452584,1351.5939536581773,0.23969851,618.3445168076643,2708.0567775825434,0.1923238,0.0129893675,0.0112022566666666,0.0125085833333333,6.85124732,6.15106399,8.369588036666666,1.17710822,0.6454359,0.0,0.00528744
6.04,514.8797106102661,4680.869032811773,0.17,553.8204301612462,2803.766016246997,0.15769766,719.7331565486716,1349.4731771323638,0.23969581,618.9475970251132,2704.8530531224715,0.19232237,0.0131552075,0.0111886866666666,0.0126244699999999,6.9656923675,6.148591176666667,8.452187703333333,1.27523276,0.69586262,0.0,0.01492872
6.05,517.2352043980796,4683.266324912429,0.17,550.9242592629439,2802.0288383554152,0.15769538,724.8678517654001,1344.9752161485205,0.23969172,619.3723628354973,2702.6203856557318,0.19232021,0.013340475,0.0111750533333333,0.0127539266666666,7.094053957500001,6.147866666666666,8.544981413333334,1.37883251,0.74943659,0.0,0.02948921
6.06,517.6787941411444,4683.441570003012,0.17,552.0486071911597,2802.283204304495,0.15769216,725.2633995568079,1351.7977112268566,0.23968593,618.1281717363701,2709.7967647596943,0.19231715,0.013542245,0.0111617433333333,0.01289483,7.23429617,6.1491929433333326,8.646561183333333,1.48518754,0.80486586,0.0,0.05008838
6.07,517.049139904343,4684.804931258047,0.17,555.1217978384143,2802.3205005023206,0.15768781,722.3253952868889,1351.3985420068034,0.23967812,620.6765953171058,2704.1491130392756,0.19231302,0.0137572649999999,0.0111490033333333,0.01304478,7.38407461,6.152739473333334,8.755266833333334,1.59188245,0.86101444,0.0,0.07786634
6.08,512.781746541701,4682.3007718564595,0.17,555.8412087368873,2800.6140160774758,0.15768216,724.022198538552,1350.8129445927152,0.23966798,622.9018940400165,2705.2582504856655,0.19230765,0.013982365,0.01113696,0.0132013166666666,7.5410056175,6.158556130000001,8.869352506666667,1.69696881,0.91698242,0.0,0.11395535
6.09,517.2290100563271,4678.557785610659,0.17,555.316241718889,2804.2114602795277,0.15767502,728.3856560966145,1344.2497246334692,0.23965518,622.2046586624855,2705.7911713485587,0.19230089,0.01421474,0.0111256533333333,0.0133621566666666,7.7029314625,6.16659831,8.987158573333334,1.79903834,0.97214128,0.0,0.15945651
6.1,514.0843250731218,4681.394247623458,0.17,556.4865999278827,2803.984948566416,0.15766625,728.0812668582566,1349.9414755379096,0.23963943,624.4744013032287,2705.6053206647575,0.19229256,0.0144522525,0.0111150333333333,0.0135253866666666,7.8681337125,6.176755969999999,9.10726059,1.89722023,1.02613123,0.0,0.21542226
6.11,516.6234933996471,4683.435551087402,0.17,559.5126111316115,2805.7612743964605,0.15765566,732.7286100135507,1351.961366953537,0.23962044,628.4968153573932,2705.353787912548,0.19228251,0.01469354,0.01110502,0.0136895866666666,8.035460650000001,6.188880693333334,9.228571533333334,1.99112268,1.07883081,0.0,0.28284503
6.12,513.3054723056724,4683.685415509831,0.17,563.3786238310845,2806.9640210867024,0.15764312,733.2783234210384,1351.2052526013442,0.23959795,630.360467026673,2707.963445712665,0.19227062,0.0149380725,0.0110954966666666,0.0138538566666666,8.2043578375,6.202807983333334,9.35038514,2.08074034,1.13030956,0.0,0.36265112
6.13,517.0455854715567,4686.925143304074,0.17,563.6853904191959,2807.334038675956,0.15762849,735.2791432047358,1351.1773590778419,0.2395717,628.2277682689574,2708.25585455602,0.19225674,0.01518606,0.01108635,0.0140178066666666,8.3748173625,6.218377013333334,9.472367056666668,2.16634728,1.18077383,0.0,0.45569909
6.14,514.5397433678559,4684.72313994014,0.17,569.6529689250124,2807.8069654864057,0.15761162,737.7134930189218,1352.9324336237005,0.23954146,632.0511008373494,2708.863046826004,0.19224074,0.01661929,0.01150094,0.015255,9.1474946825,6.449521286666666,10.29139498,2.24839177,1.23051361,0.0,0.56278131
6.15,513.5876718759495,4683.720707617287,0.17,567.9398793757433,2803.7858876115197,0.15759241,741.9264357148078,1351.8529254819052,0.239507,632.1504182770235,2709.1015554466953,0.19222252,0.016874595,0.0114911333333333,0.0154247166666666,9.3105849925,6.46779622,10.413682173333331,2.32740373,1.279856,0.0,0.68462753
6.16,517.5805814494354,4683.492864505261,0.17,573.0128141885027,2802.8162179566975,0.15757072,746.6503564692546,1354.4779514555262,0.23946813,633.9788714514782,2707.5700323155666,0.19220195,0.0172089024999999,0.0115212633333333,0.0156623033333333,9.51353187,6.508705586666667,10.58075806,2.40392143,1.32912856,0.0,0.82190959
6.17,516.636230219824,4685.766013823163,0.17,575.5994122735667,2807.9762679080927,0.15754645,750.2491912618755,1352.9596017855588,0.23942465,635.4809792350668,2708.039060038717,0.19217895,0.0174749925,0.0115120833333333,0.0158311333333333,9.6807558425,6.52983535,10.70232053,2.4784398,1.3786335,0.0,0.9752463
6.18,514.9249875736848,4682.377426154509,0.17,581.5655498436513,2809.373353370455,0.1575195,752.9216031005294,1353.4406050678158,0.23937637,640.9472313461023,2711.64711942318,0.1921534,0.015924525,0.0102295166666666,0.0142181366666666,9.109647155,5.887519569999999,9.72513738,2.5513794,1.42863237,0.0,1.14520796
6.19,519.0552988745127,4683.277079483343,0.17,583.3212408477789,2810.280613508751,0.15748976,761.2959779436064,1355.7821812475297,0.23932312,646.311000334114,2708.9638997769653,0.19212523,0.016230075,0.0102252166666666,0.01440538,9.3063086275,5.9110397233333325,9.86260371,2.62307321,1.4793397,0.0,1.33232022
6.2,515.2716363333311,4681.379130818547,0.17,593.659040650507,2808.76913318874,0.15745714,765.6585741902826,1354.0088974373393,0.23926474,645.2792517243407,2709.5922311893146,0.19209433,0.016544865,0.0102208033333333,0.0145921466666666,9.507159859999998,5.93538551,9.999486156666668,2.69376717,1.53092352,0.0,1.53706702
6.21,516.2171565244124,4686.395459156214,0.17,591.7790693213038,2804.513724705126,0.15742155,771.128474154908,1353.515141552346,0.23920105,651.2652621613862,2713.277021431823,0.19206062,0.016892705,0.0102196033333333,0.0147995166666666,9.72148175,5.962075256666666,10.147421753333331,2.76363001,1.58351047,0.0,1.75989274
6.22,516.6907680718277,4684.342644932827,0.17,604.3935530458078,2810.030809244468,0.15738289,777.0559624335656,1356.7232231279945,0.23913192,655.5130413441073,2712.2046845543164,0.19202403,0.0172289599999999,0.01021505,0.0149861333333333,9.931962565,5.988017593333333,10.283484513333333,2.83276822,1.63719351,0.0,2.00120355
6.23,514.9136093082134,4682.1426004668165,0.17,607.4003133423954,2811.294543231999,0.15734109,784.8970181967109,1359.0129248701253,0.23905721,661.3611956325069,2712.1421401249977,0.19198447,0.0175768025,0.01021048,0.01517246,10.147735475,6.014726516666666,10.41906306,2.90124292,1.6920404,0.0,2.26136816
6.24,517.0952137632704,4683.328737038188,0.17,615.0468046109503,2813.6715059720073,0.15729607,787.7768072646417,1360.9188520250539,0.23897676,666.4219342941777,2713.164199418447,0.19194187,0.017952205,0.0102081133333333,0.0153726233333333,10.3745479975,6.043220333333333,10.561756126666667,2.96908582,1.74810185,0.0,2.54071817
6.25,515.0860364821411,4684.576948585236,0.17,623.8038629360897,2815.118501304604,0.15724774,799.9927471658701,1362.294482709313,0.23889046,672.3503845844094,2717.5055487864724,0.19189617,0.01832511,0.0102035666666666,0.0155582933333333,10.601412749999998,6.07138016,10.69617571,3.03631286,1.80541826,0.0,2.83954819
6.26,515.3296645320381,4683.056209233379,0.17,630.5208418065515,2815.287640022049,0.15719603,811.3941094395899,1361.798430296901,0.23879818,680.8042136134567,2717.638422336018,0.19184729,0.0187377325,0.0102027466666666,0.0157681666666666,10.84330323,6.101993320000001,10.843166256666668,3.10293459,1.86402492,0.0,3.15811588
6.27,518.8782264560773,4682.488705815399,0.17,635.4995661527228,2813.6294881015856,0.15714088,817.6968551447015,1363.2448538633207,0.23869981,681.3623044736794,2718.261476582002,0.19179517,0.01913792,0.0101982666666666,0.01595295,11.0818368475,6.131469976666668,10.976176896666669,3.168963,1.92395535,0.0,3.49664196
6.28,514.0717690714457,4682.2490996868555,0.17,646.8020101517361,2814.2183609191748,0.15708221,827.1111702889918,1364.2149873075043,0.23859524,687.7070166971249,2716.898875766585,0.19173976,0.01966231,0.0101166933333333,0.0162758433333333,11.374195595000002,6.123235749999999,11.159986176666663,3.23441527,1.98524304,0.0,3.85531039
6.29,511.3273805146116,4684.235570857306,0.17,658.4709079636033,2818.9643032544127,0.15701997,835.9877363947919,1367.881803712347,0.23848438,696.8711452209941,2721.2851424006194,0.19168101,0.0201254749999999,0.0101135733333333,0.0164905866666666,11.6341060875,6.154204536666668,11.305637863333333,3.29931486,2.04792189,0.0,4.23426867
6.3,519.3748151664944,4682.841538500403,0.17,662.5900938921676,2818.0897370570983,0.1569541,848.9506806369163,1366.2658809408495,0.23836712,706.4656865857124,2722.087430275521,0.19161885,0.0206046974999999,0.0101105133333333,0.016706,11.9001947825,6.185679786666667,11.451199986666666,3.36369077,2.11202567,0.0,4.63362825
6.31,521.2515970816846,4682.650131589298,0.17,678.7268328989147,2824.573172174185,0.15688454,858.9127153989808,1371.9554055883775,0.2382434,708.1853922714014,2722.5434502159223,0.19155325,0.021281435,0.0102264966666666,0.0170335266666666,12.244196645,6.277307263333333,11.68758984,3.42757552,2.17758685,0.0,5.05346514
6.32,515.342402645572,4680.8855235487135,0.17,685.8839590775897,2820.343961065742,0.15681125,873.8114279484995,1380.1797136293249,0.23811313,719.6889367578108,2725.1752938211307,0.19148416,0.0217585399999999,0.0102218233333333,0.0172175533333333,12.5125906825,6.30920644,11.817267613333334,3.4910027,2.24463521,0.0,5.49382065
6.33,512.2792650952302,4683.7129282118785,0.17,695.366132410656,2827.211795649638,0.15673417,881.9070458186944,1374.2651221560411,0.23797626,726.9049069279204,2729.944932538176,0.19141155,0.0222522075,0.0102172499999999,0.0174009333333333,12.7877184825,6.341475320000001,11.946235219999998,3.55400445,2.3131964,0.0,5.9547021
6.34,515.5319732240787,4683.19520018124,0.17,706.0622910405954,2829.2492899206213,0.15665328,895.7208536084846,1380.6149316978267,0.23783272,737.6613428405341,2733.384928316734,0.19133539,0.0228052025,0.0102193566666666,0.0176270366666666,13.0842077975,6.377427526666666,12.09921446,3.61660933,2.38329066,0.0,6.43608377
6.35,515.5804952767892,4682.91435036154,0.17,719.5130959074841,2830.949543267879,0.15656853,908.9616934666311,1384.3354921709747,0.23768247,746.2159774951091,2731.3157405078287,0.19125565,0.0233342549999999,0.01021508,0.01781114,13.3731138425,6.41035629,12.227921666666669,3.67884068,2.45493185,0.0,6.93790768
6.36,515.773093494426,4683.955188413802,0.17,728.6513123063336,2832.4999683398114,0.1564799,927.9133699665838,1388.135924516539,0.23752547,754.4220692067145,2734.2914766641748,0.1911723,0.0238810475,0.01021094,0.0179949033333333,13.668898095,6.443519973333333,12.356116486666666,3.74071558,2.52812672,0.0,7.46008455
6.37,513.9261650926269,4685.053651584296,0.17,744.8212465985652,2833.4618737364754,0.15638736,938.4830526093382,1389.0124069867898,0.23736169,765.0204861372322,2740.4686734848365,0.19108533,0.02447429,0.01021123,0.0182094033333333,13.9808976225,6.479102583333334,12.501610606666668,3.8022444,2.60287447,0.0,8.00249463
6.38,517.3120634614235,4684.9607780027045,0.17,758.6985993496174,2840.0201027415246,0.15629089,952.9163053220296,1396.0942497743679,0.23719111,772.7997168452063,2741.401457666845,0.19099472,0.02505803,0.0102074533333333,0.0183942066666666,14.29041899,6.512634673333333,12.629798326666666,3.86343094,2.67916665,0.0,8.56498857
6.39,517.2019559270427,4684.6631040606235,0.17,771.1255267644782,2843.829395537359,0.15619047,965.505331601373,1398.4212982674446,0.23701373,786.1328324001895,2746.6880644205,0.19090047,0.02566022,0.01020384,0.0185790733333333,14.606672315,6.546259756666667,12.757722766666667,3.92427285,2.75698716,0.0,9.14738824
6.4,513.164129936832,4683.076306501553,0.17,789.2902729951784,2851.1458565408025,0.1560861,984.0536553211615,1401.3876988862703,0.23682955,798.0609472576218,2748.3336024200285,0.19080258,0.0263312525,0.0102077466666666,0.01882308,14.9454175375,6.583837083333333,12.919531683333332,3.98476253,2.83631253,0.0,9.74948751
6.41,517.5513346398603,4682.4236503869415,0.17,802.3401143431041,2851.72734623458,0.15597778,1003.6284323833232,1411.2401809177845,0.23663858,806.5764788840868,2754.173010168495,0.19070105,0.0269721925,0.0102045966666666,0.0190117066666666,15.275016925,6.6175767033333335,13.049102363333333,4.04488807,2.9171122,0.0,10.37105307
6.42,520.2583111403624,4681.469815776179,0.17,816.9433718867408,2858.889636488748,0.1558655,1020.8125501533277,1416.1152809625155,0.23644084,816.9738371679257,2754.3657386694513,0.1905959,0.0276322275,0.0102016133333333,0.0192013133333333,15.6110850375,6.651253793333333,13.178952143333332,4.10463423,2.99934882,0.0,11.01182512
6.43,516.4968618413446,4682.371334044148,0.17,833.4463453489922,2860.4252227166385,0.15574929,1036.1388682447714,1418.6745088488096,0.23623638,829.2303422069293,2762.570443700816,0.19048713,0.02831171,0.0101987966666666,0.01939228,15.9535819,6.684805823333334,13.309303186666668,4.16398339,3.08297862,0.0,11.67151821
6.44,515.4782908523335,4683.596947249097,0.17,851.1234319058722,2869.345314295662,0.15562914,1054.3980717768293,1425.7288353563058,0.23602524,843.1394414204389,2761.9062629115897,0.19037477,0.0290112475,0.0101961133333333,0.0195851233333333,16.30256684,6.718162646666666,13.44044269,4.22291638,3.16795164,0.0,12.3498219
6.45,515.8689347476555,4681.985074815519,0.17,867.2987608979486,2869.64772451789,0.1555051,1077.915198285165,1432.2675981310776,0.23580747,853.8147024386252,2772.8727301515037,0.19025884,0.02982994,0.0102077366666666,0.0199104466666666,16.6875365725,6.7591017566666665,13.649533436666664,4.28141322,3.25421201,0.0,13.04640153
6.46,517.3834547104077,4683.749761337059,0.17,882.899947953267,2884.429716273544,0.15537718,1098.6375500271138,1437.1689040678752,0.23558316,864.126400312442,2776.165210224243,0.19013939,0.030642955,0.0102162466666666,0.0202061666666666,17.0709821025,6.798072066666666,13.841615493333334,4.33945378,3.34169821,0.0,13.76089897
6.47,512.6915979654561,4681.626733703,0.17,902.1000196605904,2886.464320542553,0.15524543,1115.0211073212938,1449.441348270371,0.23535237,881.3351304449749,2782.6301387584926,0.19001646,0.031533065,0.01023255,0.0205813266666666,17.478095875,6.841046363333334,14.08185231,4.3970184,3.43034325,0.0,14.49293335
6.48,516.4817225824252,4680.23566328081,0.17,919.6773856122594,2888.0692370001984,0.1551099,1135.7276048206736,1457.4227444105443,0.23511522,890.6368316640604,2788.048697866858,0.18989009,0.0312603675,0.0100692466666666,0.01957214,17.544941490000003,6.782690966666666,13.477235423333331,4.45408827,3.52007492,0.0,15.24210178
6.49,515.372013277545,4685.196459300553,0.17,935.797881209623,2899.552437988153,0.15497062,1156.4322432549775,1463.5237935915095,0.23487181,906.8773689252016,2790.3105476356563,0.18976034,0.0320523075,0.0100676833333333,0.0197800366666666,17.9142410625,6.814372573333333,13.60905604,4.51064589,3.61081595,0.0,16.00798014
6.5,519.8485912023826,4682.608817868092,0.17,956.1500200903392,2906.996273427667,0.15482767,1177.9731242402188,1472.9717491599843,0.23462227,915.9629972102399,2802.9329365357657,0.18962727,0.0328394075,0.0100662133333333,0.0199683933333333,18.28364946,6.845591056666666,13.73214345,4.56667526,3.70248419,0.0,16.79012381
6.51,515.8045957088607,4681.883579752376,0.17,976.8713954371569,2915.6375865599207,0.15468111,1193.9492139300298,1482.5817504064246,0.23436672,933.8073147615185,2807.6822778994847,0.18949095,0.033639355,0.01006481,0.0201602699999999,18.6552364675,6.876299889999999,13.857126766666669,4.6221622,3.7949928,0.0,17.58806842
6.52,519.4887163987096,4681.369952776229,0.17,996.1605544823844,2924.874837701758,0.15453101,1214.1395190682274,1492.6625449895446,0.23410533,947.5637234879378,2815.684238440526,0.18935146,0.034257865,0.0100640399999999,0.0200114933333333,19.0015378075,6.906700436666667,13.821005393333335,4.6770946,3.88825051,0.0,18.40133062
6.53,513.9454597809065,4684.4037190082845,0.17,1014.1592935973033,2933.3973450128947,0.15437746,1241.218569075332,1499.8082721085743,0.23383824,958.0748743237565,2820.0822234870607,0.18920888,0.0350556525,0.0100627733333333,0.02016438,19.3730510325,6.93626047,13.92352439666667,4.73146253,3.98216186,0.0,19.22940885
6.54,517.3274595100761,4686.30746248176,0.17,1035.8560425329108,2942.681433296362,0.15422056,1257.5686291061588,1514.3279899853605,0.23356564,977.1676399011016,2830.0279690009656,0.18906331,0.0358670575,0.0100621166666666,0.0203129466666666,19.745475085,6.965490543333334,14.02291605,4.78525843,4.07662741,0.0,20.07178409
6.55,516.791741704053,4682.751499336811,0.17,1052.6862417257532,2952.0707698134315,0.15406039,1279.6527958040674,1522.3751528046703,0.23328772,988.9609041242376,2835.1546129152534,0.18891484,0.0366785625,0.0100609833333333,0.0204621833333333,20.1174528725,6.993753776666666,14.122574436666667,4.8384772,4.17154409,0.0,20.92792062
6.56,514.414846680741,4683.126520309499,0.17,1073.1316710868687,2966.595472993739,0.15389707,1302.1546864397467,1537.9995287096326,0.23300468,1006.1473882560314,2846.667576412135,0.18876357,0.0374673499999999,0.01006096,0.02055727,20.4843844225,7.02192824,14.193486576666666,4.89111638,4.26680552,0.0,21.79726679
6.57,516.5077334057445,4685.700910738602,0.17,1095.1291332239582,2978.4149338923444,0.15373071,1326.577860630343,1546.9603058995876,0.23271672,1020.1047364396281,2853.4551161696872,0.18860962,0.0383041349999999,0.0100600566666666,0.0207251299999999,20.857127,7.048812236666667,14.301580206666666,4.94317621,4.36230237,0.0,22.67925578
6.58,518.5779788501337,4679.936755650107,0.17,1119.4255484255013,2987.0669826357207,0.15356143,1345.7401045855809,1559.4916655812212,0.23242408,1033.036575694001,2874.687516436529,0.1884531,0.0391256775,0.0100600866666666,0.0208608166666666,21.2255127675,7.075446693333333,14.392707543333335,4.99465965,4.45792274,0.0,23.57330636
6.59,515.5053577678974,4687.491384344649,0.17,1137.729947664084,2999.611805219593,0.15338936,1369.8785946706876,1575.5909099024652,0.23212699,1049.0775194366252,2875.597642398482,0.18829415,0.0399602025,0.0100600333333333,0.0210153033333333,21.593701837500003,7.101200943333333,14.493348796666666,5.04557242,4.55355254,0.0,24.47882365
6.6,512.7690158781311,4688.445847663476,0.17,1157.9771322975892,3009.9763941975084,0.15321464,1394.6776209322989,1589.6579161934349,0.2318257,1064.49327597552,2887.1403756875534,0.18813288,0.0407758525,0.0100604933333333,0.0211392866666666,21.956611675,7.126413333333333,14.57770067,5.09592293,4.6490759,0.0,25.39519989
6.61,516.1178155235157,4678.144971999984,0.17,1182.8685297325305,3025.4665002985844,0.15303741,1416.8225324800558,1604.63720421196,0.23152048,1083.7115456593408,2894.447882818592,0.18796945,0.041594815,0.0100597933333333,0.0212720333333333,22.317615845,7.150029796666668,14.666122873333334,5.14572224,4.74437561,0.0,26.32181516
6.62,514.3480949868855,4683.362640600991,0.17,1200.5629494954276,3039.394273179636,0.15285782,1444.7189150401623,1617.8747384751707,0.23121159,1098.7888444730881,2906.590253940082,0.18780398,0.042316815,0.0100602666666666,0.0212613266666666,22.6628463475,7.1734878633333325,14.680324156666666,5.19498403,4.8393336,0.0,27.25803819
6.63,515.4682592991428,4682.119752995085,0.17,1227.0429970132905,3052.619876958744,0.15267602,1466.0471885773388,1635.855454866248,0.23089932,1116.9068902183003,2918.8231840379194,0.18763663,0.0431561,0.0100617733333333,0.0214274666666666,23.01977239,7.1965954,14.78531768,5.24372442,4.93383141,0.0,28.2032271
6.64,515.9897656371003,4683.028103517015,0.17,1243.0433600142935,3068.487671936042,0.15249219,1490.6601109166218,1652.390437181259,0.23058394,1126.9065537667495,2926.45959234018,0.18746756,0.0439866749999999,0.0100651433333333,0.0215897899999999,23.3719438775,7.21992002,14.888777956666669,5.29196193,5.02775065,0.0,29.15673012
6.65,512.7416367444396,4682.720876919592,0.17,1263.5660250113174,3083.4598599867754,0.15230648,1513.9178228421301,1671.0279297863547,0.23026577,1142.2480682059222,2939.2214814986637,0.18729692,0.0448146975,0.0100679233333333,0.0217609633333333,23.7202563375,7.241895643333334,14.996804393333331,5.33971717,5.12097349,0.0,30.1178864
6.66,512.9216244978292,4685.181165255783,0.17,1286.78669375381,3096.386559508695,0.15211907,1536.0224771827384,1686.5149528039658,0.22994511,1158.9867715535163,2954.8374857485137,0.18712487,0.045602025,0.0100675033333333,0.0218778766666666,24.05932917,7.260855906666666,15.075261393333331,5.38701266,5.21338311,0.0,31.08602674
6.67,517.1170748475216,4683.332507244888,0.17,1308.1328396924307,3117.033300292141,0.15193013,1561.8141393957171,1702.9363008521896,0.22962226,1173.3440064218983,2965.1409337931714,0.18695158,0.046418875,0.0100731766666666,0.0220611133333333,24.3980681425,7.282650176666667,15.190333386666666,5.43387254,5.30486421,0.0,32.06047436
6.68,515.1075037841312,4681.735832630424,0.17,1328.4838918906285,3130.8768649925464,0.15173986,1584.0648136215161,1719.9648137234256,0.22929755,1188.1652472920991,2977.1181449176725,0.18677722,0.0472409974999999,0.01008085,0.0222759166666666,24.73362498,7.304696,15.32329154,5.48032228,5.39530343,0.0,33.04054562
6.69,511.02345249282945,4683.213276736234,0.17,1356.7038371027013,3151.7727446959516,0.15154842,1605.739257659476,1738.6460684063798,0.22897131,1204.6353316277564,2990.73227297677,0.18660196,0.0480077025,0.0100854966666666,0.0224123666666666,25.056958174999995,7.32379907,15.41293555,5.52638835,5.48458984,0.0,34.02555086
6.7,517.7226292496869,4684.587215532749,0.17,1373.4451630682374,3166.8657349343107,0.15135603,1626.0894261447725,1761.9129047817244,0.22864386,1221.0321386119763,3003.265613330862,0.18642598,0.0487501299999999,0.0100854166666666,0.0225243366666666,25.372330235,7.338766356666666,15.48824202,5.57209788,5.57261537,0.0,35.01479508
6.71,516.697680687019,4681.190204403293,0.17,1394.927834698417,3188.032942600527,0.15116286,1653.418179628956,1782.913523407873,0.22831553,1230.383884589329,3015.8339804999628,0.18624945,0.0495348225,0.0100962366666666,0.0227466533333333,25.6897092175,7.359703209999999,15.62654463,5.61747834,5.6592753,0.0,36.00757873
6.72,514.7251915283975,4680.265179680884,0.17,1414.1262102970984,3204.9576915502867,0.15096911,1672.5855877321694,1800.0923423693666,0.22798666,1248.31448902643,3030.71751591127,0.18607256,0.0503048875,0.01010914,0.0229735799999999,26.0008793175,7.380948216666667,15.768344433333334,5.66255724,5.74446864,0.0,37.00319848
6.73,513.5192807543541,4687.543132660495,0.17,1434.780962859354,3222.0135093957206,0.15077497,1698.385695288171,1823.3984897718624,0.22765759,1261.35457114726,3048.8616772694895,0.18589548,0.0503079075,0.0100488166666666,0.0219755433333333,26.205101677500004,7.353418313333333,15.241702656666668,5.7073618,5.82809866,0.0,38.00094796
6.74,517.8245569690993,4682.272793699407,0.17,1458.686321832412,3239.48482222656,0.15058065,1720.0599311090293,1844.0070754331005,0.22732864,1278.3878897859404,3065.0644794607733,0.1857184,0.05100854,0.01004866,0.0220865866666666,26.493987565,7.363767563333333,15.313328129999997,5.75191865,5.91007322,0.0,39.00011852
6.75,516.8516424215915,4683.2829410849845,0.17,1473.7722999229998,3259.303006313025,0.15038634,1739.193603894939,1867.6930240533345,0.22700016,1293.9143514484447,3083.987129031222,0.1855415,0.0516832699999999,0.01004853,0.0221907233333333,26.7744984475,7.373000273333333,15.38193352,5.79625348,5.99030524,0.0,40.0
