time,r_humerus_u,r_humerus_v,r_humerus_depth,r_ulna_radius_hand_u,r_ulna_radius_hand_v,r_ulna_radius_hand_depth,load_2kg_u,load_2kg_v,load_2kg_depth,center_of_mass_u,center_of_mass_v,center_of_mass_depth
0.22,516.1529411764706,4683.557647058824,0.17,600.9645725125883,2809.2998221915877,0.15738288,776.8748376941763,1356.7159546676958,0.2391319,656.185226003769,2712.242222209608,0.19202401
0.23,516.1529411764706,4683.557647058824,0.17,607.2212516132944,2810.1837377636066,0.15734109,783.8979350506045,1357.8323596960208,0.23905719,660.8680640089307,2713.152458277092,0.19198446
0.24,516.1529411764706,4683.557647058824,0.17,613.9419554474565,2811.16735592949,0.15729607,791.4401651440918,1359.068126959291,0.23897676,665.8964654246622,2714.155432579666,0.19194187
0.25,516.1529411764706,4683.557647058824,0.17,621.1342026282858,2812.2592439166374,0.15724774,799.5094186888242,1360.4325915554523,0.23889047,671.2754756908384,2715.2576791918254,0.19189617
0.26,516.1529411764706,4683.557647058824,0.17,628.804603474744,2813.468217138294,0.15719604,808.1126812560849,1361.9355339334859,0.23879819,677.009561094139,2716.466249796909,0.19184729
0.27,516.1529411764706,4683.557647058824,0.17,636.9585510174977,2814.8038133168266,0.15714089,817.2556678090499,1363.5873508409013,0.23869982,683.1024804690087,2717.788219703957,0.19179518
0.28,516.1529411764706,4683.557647058824,0.17,645.6008375741061,2816.276362786317,0.15708222,826.9430935048752,1365.3989840368163,0.23859526,689.5571680303987,2719.2313060561196,0.19173977
0.29,516.1529411764706,4683.557647058824,0.17,654.7350419991137,2817.896224416791,0.15701998,837.1784903825362,1367.3818584101039,0.23848439,696.3757254826652,2720.803441092052,0.19168101
0.3,516.1529411764706,4683.557647058824,0.17,664.3639892172298,2819.6745672779493,0.1569541,847.9644622142323,1369.5479859156756,0.23836713,703.5597385121557,2722.5129573630147,0.19161885
0.31,516.1529411764706,4683.557647058824,0.17,674.4895169402926,2821.6228214711277,0.15688454,859.3023513221206,1371.9097942730086,0.23824341,711.1098349936636,2724.3682787945386,0.19155325
0.32,516.1529411764706,4683.557647058824,0.17,685.1123245302872,2823.753078940446,0.15681125,871.1925162970847,1374.4802592582669,0.23811314,719.0260040308295,2726.378482690161,0.19148416
0.33,516.1529411764706,4683.557647058824,0.17,696.2325113917406,2826.0780224248488,0.15673417,883.6341843509937,1377.2728489808187,0.23797626,727.3075214113255,2728.552618689938,0.19141155
0.34,516.1529411764706,4683.557647058824,0.17,707.8489464121019,2828.6102199711363,0.15665328,896.6255139326498,1380.301260482578,0.23783272,735.9528292178462,2730.9000828336043,0.19133539
0.35,516.1529411764706,4683.557647058824,0.17,719.9597467000552,2831.3631532466966,0.15656853,910.1636010430218,1383.57982059005,0.23768247,744.9596600152728,2733.4306202195858,0.19125565
0.36,516.1529411764706,4683.557647058824,0.17,732.5620223428057,2834.3502008884207,0.1564799,924.2443753187554,1387.1230881944193,0.23752546,754.3251611242843,2736.154076715089,0.1911723
0.37,516.1529411764706,4683.557647058824,0.17,745.651889001771,2837.585503073906,0.15638736,938.8627987466216,1390.9457870368965,0.23736168,764.045572940925,2739.0805280070704,0.19108532
0.38,516.1529411764706,4683.557647058824,0.17,759.2246073971426,2841.08296011367,0.15629089,954.0126120241184,1395.0631269443445,0.23719111,774.1163986103909,2742.219906393224,0.19099472
0.39,516.1529411764706,4683.557647058824,0.17,773.2744308919744,2844.8571618998267,0.15619047,969.686672582217,1399.4903113840705,0.23701373,784.5325095323233,2745.5826232381723,0.19090047
0.4,516.1529411764706,4683.557647058824,0.17,787.7947363666592,2848.9223832231055,0.1560861,985.8765006309391,1404.2428658079195,0.23682955,795.2879630872916,2749.178888461571,0.19080258
0.41,516.1529411764706,4683.557647058824,0.17,802.777723852718,2853.2930575111404,0.15597778,1002.5727132067814,1409.3362663011249,0.23663858,806.3761578659373,2753.0190211328145,0.19070105
0.42,516.1529411764706,4683.557647058824,0.17,818.2150379654254,2857.9841722510755,0.1558655,1019.7648494227985,1414.7860513437524,0.23644084,817.7897425915248,2757.113201280825,0.1905959
0.43,516.1529411764706,4683.557647058824,0.17,834.0970132191293,2863.009702323522,0.15574929,1037.4412747096785,1420.6076337607271,0.23623638,829.5206463554782,2761.471784471738,0.19048713
0.44,516.1529411764706,4683.557647058824,0.17,850.4132169592405,2868.3847408011125,0.15562914,1055.5893835760955,1426.8164303105889,0.23602524,841.5600281486879,2766.1047375132744,0.19037477
0.45,516.1529411764706,4683.557647058824,0.17,867.1522413091275,2874.123125222259,0.1555051,1074.1954561490356,1433.4276229671605,0.23580747,853.8984343644689,2771.0220791843367,0.19025884
0.46,516.1529411764706,4683.557647058824,0.17,884.3018208980237,2880.2391239176823,0.15537718,1093.2447395645768,1440.4560733458197,0.23558316,866.5256872865743,2776.233248670883,0.19013939
0.47,516.1529411764706,4683.557647058824,0.17,901.8486958457523,2886.746215541017,0.15524544,1112.7215111536798,1447.9164887950778,0.23535237,879.4308577267465,2781.747673859412,0.19001646
0.48,516.1529411764706,4683.557647058824,0.17,919.7786601628909,2893.6582384489966,0.1551099,1132.6089940072786,1455.822907593987,0.23511522,892.6025028478316,2787.574456360519,0.18989009
0.49,516.1529411764706,4683.557647058824,0.17,938.0768096559207,2900.987936939273,0.15497062,1152.88939272874,1464.1890127214501,0.23487181,906.0283808513412,2793.7222414335893,0.18976034
0.5,516.1529411764706,4683.557647058824,0.17,956.7270294773538,2908.7475978938387,0.15482767,1173.5439811404094,1473.0280002831787,0.23462227,919.6957209793718,2800.199281464106,0.18962727
0.51,516.1529411764706,4683.557647058824,0.17,975.7127188963152,2916.949222823653,0.15468111,1194.5530696508445,1482.3523544639784,0.23436672,933.5910131855901,2807.0133059124987,0.18949095
0.52,516.1529411764706,4683.557647058824,0.17,995.0162779625914,2925.604120493356,0.15453101,1215.8960549937074,1492.1737612723298,0.23410533,947.7003155930247,2814.1715812489642,0.18935146
0.53,516.1529411764706,4683.557647058824,0.17,1014.61922226211,2934.7225793195457,0.15437746,1237.5515895090555,1502.5033305074483,0.23383824,962.0090093023118,2821.6806568486636,0.18920888
