time,r_humerus_X,r_humerus_Y,r_humerus_Z,r_ulna_radius_hand_X,r_ulna_radius_hand_Y,r_ulna_radius_hand_Z,load_2kg_X,load_2kg_Y,load_2kg_Z,center_of_mass_X,center_of_mass_Y,center_of_mass_Z,act_biceps,act_triceps,act_deltoid,force_biceps,force_triceps,force_deltoid,id_shoulder_moment,id_elbow_moment,q_shoulder,q_elbow
13.64,-0.017545,0.612504,0.17,0.16666762,0.47088524,0.1433928,0.29911267,0.47534943,0.21553029,0.15211136,0.52144876,0.17930502,0.06820887,0.010077543333333333,0.02996735,41.9851144575,6.304129893333333,20.793351363333333,8.99225406,8.70588848,0.0,79.99988053
13.65,-0.017545,0.612504,0.17,0.16666772,0.47088583,0.14339277,0.29911276,0.47535043,0.21553025,0.15211142,0.5214493,0.179305,0.068208175,0.010077546666666666,0.029967149999999998,41.985380719999995,6.304025446666667,20.79321197333333,8.99223461,8.70587199,0.0,80.00006779
13.66,-0.017545,0.612504,0.17,0.16666779,0.4708862,0.14339275,0.29911282,0.47535107,0.21553023,0.15211147,0.52144965,0.17930498,0.06821029,0.010077546666666666,0.02996817,41.987341580000006,6.303925263333333,20.793915090000002,8.99263421,8.70622175,0.0,80.00018737
13.67,-0.017545,0.612504,0.17,0.16666782,0.47088638,0.14339274,0.29911285,0.47535139,0.21553021,0.15211149,0.52144982,0.17930498,0.068214115,0.010077543333333333,0.029969946666666664,41.9902710575,6.303814483333333,20.79514216,8.99327876,8.70678551,0.0,80.00024658
13.68,-0.017545,0.612504,0.17,0.16666783,0.47088642,0.14339274,0.29911286,0.47535145,0.21553021,0.15211149,0.52144985,0.17930497,0.06821870000000001,0.010077543333333333,0.02997202,41.9935297575,6.303780606666666,20.79657685333333,8.99401807,8.707432,0.0,80.00025748
13.69,-0.017545,0.612504,0.17,0.16666781,0.47088634,0.14339275,0.29911285,0.47535132,0.21553022,0.15211148,0.52144978,0.17930498,0.0682229875,0.010077536666666666,0.029973996666666666,41.99683132249999,6.3037578766666655,20.797935419999998,8.99473665,8.70806026,0.0,80.000234
13.7,-0.017545,0.612504,0.17,0.16666779,0.47088621,0.14339275,0.29911282,0.47535109,0.21553022,0.15211147,0.52144965,0.17930498,0.0682268925,0.010077536666666666,0.02997575666666667,41.9995483575,6.303744890000001,20.799154669999997,8.99535681,8.7086024,0.0,80.00018976
13.71,-0.017545,0.612504,0.17,0.16666776,0.47088604,0.14339276,0.2991128,0.4753508,0.21553024,0.15211145,0.5214495,0.17930499,0.06823001249999999,0.010077533333333333,0.02997714,42.0015575275,6.303740206666666,20.80010790333333,8.99583637,8.70902157,0.0,80.00013657
13.72,-0.017545,0.612504,0.17,0.16666773,0.47088587,0.14339277,0.29911277,0.47535052,0.21553025,0.15211143,0.52144935,0.179305,0.06823223249999999,0.010077530000000001,0.029978106666666667,42.002852615,6.303741776666667,20.800774306666664,8.99616266,8.70930673,0.0,80.00008357
13.73,-0.017545,0.612504,0.17,0.16666771,0.47088573,0.14339277,0.29911275,0.47535027,0.21553026,0.15211141,0.52144921,0.179305,0.06823357000000001,0.010077530000000001,0.029978673333333334,42.003506725,6.303747456666667,20.801167393333333,8.99634498,8.70946602,0.0,80.00003704
13.74,-0.017545,0.612504,0.17,0.16666769,0.47088562,0.14339278,0.29911273,0.47535007,0.21553027,0.1521114,0.52144911,0.17930501,0.068234145,0.010077530000000001,0.029978896666666668,42.00363882,6.303755290000001,20.801322253333332,8.99640671,8.70951988,0.0,80.00000052
13.75,-0.017545,0.612504,0.17,0.16666767,0.47088554,0.14339278,0.29911271,0.47534994,0.21553027,0.15211139,0.52144904,0.17930501,0.0682341225,0.010077530000000001,0.029978853333333333,42.0033248,6.303763626666666,20.801291043333332,8.99637817,8.70949485,0.0,79.99997525
13.76,-0.017545,0.612504,0.17,0.16666766,0.47088549,0.14339279,0.29911271,0.47534986,0.21553028,0.15211139,0.521449,0.17930501,0.06823376,0.010077530000000001,0.02997866,42.002867085,6.303771286666667,20.80115702,8.99629093,8.70941852,0.0,79.99996074
13.77,-0.017545,0.612504,0.17,0.16666766,0.47088548,0.14339279,0.2991127,0.47534983,0.21553028,0.15211139,0.52144898,0.17930501,0.068233045,0.010077530000000001,0.029978329999999997,42.0023409275,6.303777806666666,20.800930123333334,8.99617365,8.70931596,0.0,79.99995538
13.78,-0.017545,0.612504,0.17,0.16666766,0.47088548,0.14339279,0.2991127,0.47534984,0.21553028,0.15211139,0.52144898,0.17930501,0.0682322675,0.010077530000000001,0.029977976666666666,42.0017994875,6.303782600000001,20.8006864,8.99604965,8.70920753,0.0,79.99995696
13.79,-0.017545,0.612504,0.17,0.16666767,0.4708855,0.14339278,0.29911271,0.47534987,0.21553028,0.15211139,0.521449,0.17930501,0.06823154,0.010077530000000001,0.029977649999999998,42.001311904999994,6.303785633333334,20.80046007,8.99593575,8.70910796,0.0,79.99996315
13.8,-0.017545,0.612504,0.17,0.16666767,0.47088553,0.14339278,0.29911271,0.47534992,0.21553027,0.15211139,0.52144903,0.17930501,0.06823092750000001,0.010077530000000001,0.029977379999999998,42.0009194025,6.30378709,20.80027264,8.99584237,8.70902633,0.0,79.99997177
13.81,-0.017545,0.612504,0.17,0.16666767,0.47088556,0.14339278,0.29911272,0.47534997,0.21553027,0.15211139,0.52144905,0.17930501,0.068230475,0.010077530000000001,0.029977180000000003,42.000639095000004,6.303787293333333,20.800134296666666,8.99577422,8.70896677,0.0,79.99998105
13.82,-0.017545,0.612504,0.17,0.16666768,0.47088558,0.14339278,0.29911272,0.47535001,0.21553027,0.1521114,0.52144908,0.17930501,0.068230185,0.010077530000000001,0.029977053333333333,42.0004694475,6.303786603333333,20.800046233333333,8.99573156,8.7089295,0.0,79.99998969
13.83,-0.017545,0.612504,0.17,0.16666768,0.4708856,0.14339278,0.29911272,0.47535005,0.21553027,0.1521114,0.5214491,0.17930501,0.06823003750000001,0.010077530000000001,0.02997699,42.00039627,6.3037853833333335,20.800003306666667,8.99571156,8.70891203,0.0,79.99999686
13.84,-0.017545,0.612504,0.17,0.16666769,0.47088562,0.14339278,0.29911273,0.47535008,0.21553027,0.1521114,0.52144911,0.17930501,0.06823001,0.010077530000000001,0.02997698,42.00039831,6.30378394,20.799996616666665,8.99570956,8.70891029,0.0,80.00000216
13.85,-0.017545,0.612504,0.17,0.16666769,0.47088563,0.14339278,0.29911273,0.4753501,0.21553027,0.1521114,0.52144912,0.17930501,0.068230065,0.010077530000000001,0.029977006666666667,42.000451985,6.303782516666666,20.80001571,8.99572021,8.70891961,0.0,80.00000556
13.86,-0.017545,0.612504,0.17,0.16666769,0.47088564,0.14339278,0.29911273,0.47535011,0.21553027,0.1521114,0.52144913,0.17930501,0.06823017249999999,0.010077530000000001,0.02997706,42.000534885,6.303781276666666,20.800050306666666,8.99573831,8.70893545,0.0,80.00000724
13.87,-0.017545,0.612504,0.17,0.16666769,0.47088564,0.14339278,0.29911273,0.47535011,0.21553027,0.1521114,0.52144913,0.17930501,0.068230305,0.010077530000000001,0.029977116666666664,42.0006280425,6.30378031,20.800091483333333,8.9957594,8.70895389,0.0,80.00000755
13.88,-0.017545,0.612504,0.17,0.16666769,0.47088564,0.14339278,0.29911273,0.47535011,0.21553027,0.1521114,0.52144913,0.17930501,0.068230435,0.010077530000000001,0.02997717666666667,42.0007171225,6.3037796466666665,20.800132246666667,8.99578002,8.70897192,0.0,80.00000687
13.89,-0.017545,0.612504,0.17,0.16666769,0.47088563,0.14339278,0.29911273,0.4753501,0.21553027,0.1521114,0.52144912,0.17930501,0.06823055,0.010077530000000001,0.029977230000000004,42.0007926675,6.303779273333333,20.800167826666666,8.99579783,8.70898749,0.0,80.00000561
13.9,-0.017545,0.612504,0.17,0.16666769,0.47088563,0.14339278,0.29911273,0.47535009,0.21553027,0.1521114,0.52144912,0.17930501,0.06823064,0.010077530000000001,0.02997726666666667,42.0008497,6.303779143333333,20.800195496666664,8.99581154,8.70899947,0.0,80.0000041
13.91,-0.017545,0.612504,0.17,0.16666769,0.47088562,0.14339278,0.29911273,0.47535008,0.21553027,0.1521114,0.52144912,0.17930501,0.0682307,0.010077530000000001,0.029977293333333332,42.0008869425,6.303779193333334,20.80021429,8.99582073,8.7090075,0.0,80.00000259
13.92,-0.017545,0.612504,0.17,0.16666769,0.47088562,0.14339278,0.29911273,0.47535008,0.21553027,0.1521114,0.52144911,0.17930501,0.06823074,0.010077530000000001,0.029977310000000004,42.00090583,6.30377936,20.800224580000002,8.99582564,8.70901179,0.0,80.00000128
13.93,-0.017545,0.612504,0.17,0.16666769,0.47088562,0.14339278,0.29911273,0.47535007,0.21553027,0.1521114,0.52144911,0.17930501,0.0682307475,0.010077530000000001,0.029977316666666667,42.00090955,6.303779583333334,20.80022762666667,8.99582693,8.70901292,0.0,80.00000024
13.94,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535007,0.21553027,0.1521114,0.52144911,0.17930501,0.0682307425,0.010077530000000001,0.029977310000000004,42.000902159999995,6.303779816666666,20.800225193333333,8.99582553,8.70901169,0.0,79.99999952
13.95,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535006,0.21553027,0.1521114,0.52144911,0.17930501,0.06823072499999999,0.010077530000000001,0.029977303333333333,42.000887924999994,6.303780023333334,20.800219203333334,8.9958224,8.70900896,0.0,79.99999908
13.96,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535006,0.21553027,0.1521114,0.5214491,0.17930501,0.0682306975,0.010077530000000001,0.02997729,42.000870805000005,6.303780183333333,20.80021152,8.99581849,8.70900553,0.0,79.99999887
13.97,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535006,0.21553027,0.1521114,0.5214491,0.17930501,0.0682306725,0.010077530000000001,0.02997728,42.00085415499999,6.303780283333334,20.80020375666667,8.99581459,8.70900212,0.0,79.99999881
13.98,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535006,0.21553027,0.1521114,0.5214491,0.17930501,0.06823065249999999,0.010077530000000001,0.029977273333333332,42.00084058,6.3037803299999995,20.800197236666666,8.99581134,8.70899929,0.0,79.99999884
13.99,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535006,0.21553027,0.1521114,0.5214491,0.17930501,0.06823064000000001,0.010077530000000001,0.029977263333333337,42.00083187,6.303780333333333,20.800192910000003,8.99580922,8.70899743,0.0,79.99999888
14.0,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535006,0.21553027,0.1521114,0.5214491,0.17930501,0.068230635,0.010077530000000001,0.029977263333333337,42.0008290225,6.303780313333333,20.800191363333333,8.99580848,8.70899678,0.0,79.99999889
14.01,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535006,0.21553027,0.1521114,0.5214491,0.17930501,0.06823064000000001,0.010077530000000001,0.029977263333333337,42.0008322475,6.3037802833333325,20.800192816666666,8.99580922,8.70899743,0.0,79.99999888
14.02,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535006,0.21553027,0.1521114,0.5214491,0.17930501,0.06823065249999999,0.010077530000000001,0.029977273333333332,42.000841017499994,6.30378027,20.80019713333333,8.99581134,8.70899929,0.0,79.99999884
14.03,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535006,0.21553027,0.1521114,0.5214491,0.17930501,0.0682306725,0.010077530000000001,0.02997728,42.0008540775,6.3037802933333325,20.800203776666667,8.99581459,8.70900212,0.0,79.99999881
14.04,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535006,0.21553027,0.1521114,0.5214491,0.17930501,0.0682306975,0.010077530000000001,0.029977293333333332,42.0008694325,6.303780370000001,20.800211856666667,8.99581849,8.70900553,0.0,79.99999887
14.05,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535006,0.21553027,0.1521114,0.52144911,0.17930501,0.06823072749999999,0.010077530000000001,0.029977303333333333,42.00088440999999,6.303780499999999,20.800220073333335,8.9958224,8.70900896,0.0,79.99999908
14.06,-0.017545,0.612504,0.17,0.16666768,0.47088561,0.14339278,0.29911273,0.47535007,0.21553027,0.1521114,0.52144911,0.17930501,0.0682307475,0.010077530000000001,0.029977313333333335,42.00089573,6.30378068,20.800226776666666,8.99582553,8.70901169,0.0,79.99999952
14.07,-0.017545,0.612504,0.17,0.16666769,0.47088562,0.14339278,0.29911273,0.47535007,0.21553027,0.1521114,0.52144911,0.17930501,0.0682307625,0.010077530000000001,0.029977316666666667,42.0008996975,6.303780906666667,20.800230053333333,8.99582693,8.70901292,0.0,80.00000024
14.08,-0.017545,0.612504,0.17,0.16666769,0.47088562,0.14339278,0.29911273,0.47535008,0.21553027,0.1521114,0.52144911,0.17930501,0.06823075499999999,0.010077530000000001,0.029977316666666667,42.0008925375,6.303781140000001,20.800227860000003,8.99582564,8.70901179,0.0,80.00000128
14.09,-0.017545,0.612504,0.17,0.16666769,0.47088562,0.14339278,0.29911273,0.47535008,0.21553027,0.1521114,0.52144912,0.17930501,0.06823072499999999,0.010077530000000001,0.029977300000000002,42.0008708625,6.303781346666667,20.800218256666664,8.99582073,8.7090075,0.0,80.00000259
14.1,-0.017545,0.612504,0.17,0.16666769,0.47088563,0.14339278,0.29911273,0.47535009,0.21553027,0.1521114,0.52144912,0.17930501,0.068230665,0.010077530000000001,0.029977273333333332,42.0008323425,6.303781466666666,20.800199776666663,8.99581154,8.70899947,0.0,80.0000041
14.11,-0.017545,0.612504,0.17,0.16666769,0.47088563,0.14339278,0.29911273,0.4753501,0.21553027,0.1521114,0.52144912,0.17930501,0.0682305725,0.010077530000000001,0.029977233333333336,42.0007764925,6.303781439999999,20.800171816666666,8.99579783,8.70898749,0.0,80.00000561
14.12,-0.017545,0.612504,0.17,0.16666769,0.47088564,0.14339278,0.29911273,0.47535011,0.21553027,0.1521114,0.52144913,0.17930501,0.06823045500000001,0.010077530000000001,0.029977180000000003,42.00070554,6.3037812,20.80013510666667,8.99578002,8.70897192,0.0,80.00000687
14.13,-0.017545,0.612504,0.17,0.16666769,0.47088564,0.14339278,0.29911273,0.47535011,0.21553027,0.1521114,0.52144913,0.17930501,0.0682303075,0.010077530000000001,0.029977116666666664,42.000625209999995,6.30378069,20.800092176666666,8.9957594,8.70895389,0.0,80.00000755
14.14,-0.017545,0.612504,0.17,0.16666769,0.47088564,0.14339278,0.29911273,0.47535011,0.21553027,0.1521114,0.52144913,0.17930501,0.0682301575,0.010077530000000001,0.029977053333333333,42.000545332499996,6.303779876666667,20.80004773,8.99573831,8.70893545,0.0,80.00000724
14.15,-0.017545,0.612504,0.17,0.16666769,0.47088563,0.14339278,0.29911273,0.4753501,0.21553027,0.1521114,0.52144912,0.17930501,0.06823002750000001,0.010077530000000001,0.02997699666666667,42.000479985,6.303778763333334,20.800008803333334,8.99572021,8.70891961,0.0,80.00000556
14.16,-0.017545,0.612504,0.17,0.16666769,0.47088562,0.14339278,0.29911273,0.47535008,0.21553027,0.1521114,0.52144911,0.17930501,0.06822994499999999,0.010077530000000001,0.029976963333333332,42.0004470225,6.303777413333333,20.799984603333332,8.99570956,8.70891029,0.0,80.00000216
14.17,-0.017545,0.612504,0.17,0.16666768,0.4708856,0.14339278,0.29911272,0.47535005,0.21553027,0.1521114,0.5214491,0.17930501,0.068229945,0.010077530000000001,0.029976963333333332,42.000466700000004,6.303775946666666,20.79998593666667,8.99571156,8.70891203,0.0,79.99999686
14.18,-0.017545,0.612504,0.17,0.16666768,0.47088558,0.14339278,0.29911272,0.47535001,0.21553027,0.1521114,0.52144908,0.17930501,0.06823006250000001,0.010077530000000001,0.029977020000000004,42.000559312499995,6.303774566666667,20.800024070000003,8.99573156,8.7089295,0.0,79.99998969
14.19,-0.017545,0.612504,0.17,0.16666767,0.47088556,0.14339278,0.29911272,0.47534997,0.21553027,0.15211139,0.52144905,0.17930501,0.06823033749999999,0.010077530000000001,0.029977143333333334,42.0007417075,6.303773546666666,20.800108986666668,8.99577422,8.70896677,0.0,79.99998105
14.2,-0.017545,0.612504,0.17,0.16666767,0.47088553,0.14339278,0.29911271,0.47534992,0.21553027,0.15211139,0.52144903,0.17930501,0.0682307875,0.010077530000000001,0.029977343333333333,42.001022867500005,6.303773233333334,20.80024712333333,8.99584237,8.70902633,0.0,79.99997177
14.21,-0.017545,0.612504,0.17,0.16666767,0.4708855,0.14339278,0.29911271,0.47534987,0.21553028,0.15211139,0.521449,0.17930501,0.06823142000000001,0.010077530000000001,0.02997761666666667,42.0013988125,6.303773993333333,20.800438636666666,8.99593575,8.70910796,0.0,79.99996315
14.22,-0.017545,0.612504,0.17,0.16666766,0.47088548,0.14339279,0.2991127,0.47534984,0.21553028,0.15211139,0.52144898,0.17930501,0.0682322025,0.010077530000000001,0.029977959999999998,42.00184743,6.30377618,20.800674576666665,8.99604965,8.70920753,0.0,79.99995696
14.23,-0.017545,0.612504,0.17,0.16666766,0.47088548,0.14339279,0.2991127,0.47534983,0.21553028,0.15211139,0.52144898,0.17930501,0.068233065,0.010077530000000001,0.029978336666666664,42.002324095000006,6.30378006,20.800934273333333,8.99617365,8.70931596,0.0,79.99995538
14.24,-0.017545,0.612504,0.17,0.16666766,0.47088549,0.14339279,0.29911271,0.47534986,0.21553028,0.15211139,0.521449,0.17930501,0.068233905,0.010077526666666668,0.029978696666666665,42.0027598575,6.30378573,20.801184,8.99629093,8.70941852,0.0,79.99996074
14.25,-0.017545,0.612504,0.17,0.16666767,0.47088554,0.14339278,0.29911271,0.47534994,0.21553027,0.15211139,0.52144904,0.17930501,0.0682345675,0.010077526666666668,0.029978976666666667,42.003062019999994,6.303793016666667,20.8013767,8.99637817,8.70949485,0.0,79.99997525
14.26,-0.017545,0.612504,0.17,0.16666769,0.47088562,0.14339278,0.29911273,0.47535007,0.21553027,0.1521114,0.52144911,0.17930501,0.0682348425,0.010077526666666668,0.029979086666666665,42.0031143,6.303801393333333,20.80145115,8.99640671,8.70951988,0.0,80.00000052
14.27,-0.017545,0.612504,0.17,0.16666771,0.47088573,0.14339277,0.29911275,0.47535027,0.21553026,0.15211141,0.52144921,0.179305,0.06823452749999999,0.010077526666666668,0.029978926666666666,42.0028040825,6.303842016666667,20.801343683333332,8.99634498,8.70946602,0.0,80.00003704
14.28,-0.017545,0.612504,0.17,0.16666773,0.47088587,0.14339277,0.29911277,0.47535052,0.21553025,0.15211143,0.52144935,0.179305,0.068233375,0.010077526666666668,0.02997841,42.002000415000005,6.303855886666667,20.800984476666667,8.99616266,8.70930673,0.0,80.00008357
14.29,-0.017545,0.612504,0.17,0.16666776,0.47088604,0.14339276,0.2991128,0.4753508,0.21553024,0.15211145,0.5214495,0.17930499,0.0682312375,0.010077530000000001,0.02997746,42.00063495249999,6.303862923333334,20.800328186666665,8.99583637,8.70902157,0.0,80.00013657
14.3,-0.017545,0.612504,0.17,0.16666779,0.47088621,0.14339275,0.29911282,0.47535109,0.21553022,0.15211147,0.52144965,0.17930498,0.068228045,0.010077530000000001,0.029976066666666672,41.998702937500006,6.303858803333334,20.799367256666667,8.99535681,8.7086024,0.0,80.00018976
14.31,-0.017545,0.612504,0.17,0.16666781,0.47088634,0.14339275,0.29911285,0.47535132,0.21553022,0.15211148,0.52144978,0.17930498,0.0682238,0.010077533333333333,0.02997420666666667,41.9962222675,6.303829993333333,20.798082696666665,8.99473665,8.70806026,0.0,80.000234
14.32,-0.017545,0.612504,0.17,0.16666783,0.47088642,0.14339274,0.29911286,0.47535145,0.21553021,0.15211149,0.52144985,0.17930497,0.06821883,0.01007754,0.029972056666666667,41.99343273,6.303793616666667,20.796600809999997,8.99401807,8.707432,0.0,80.00025748
14.33,-0.017545,0.612504,0.17,0.16666782,0.47088638,0.14339274,0.29911285,0.47535139,0.21553021,0.15211149,0.52144982,0.17930498,0.0682133825,0.010077546666666666,0.02996975,41.990830190000004,6.3037656066666665,20.79500803666667,8.99327876,8.70678551,0.0,80.00024658
14.34,-0.017545,0.612504,0.17,0.16666779,0.4708862,0.14339275,0.29911282,0.47535107,0.21553023,0.15211147,0.52144965,0.17930498,0.0682083125,0.010077553333333334,0.029967663333333335,41.988830897499994,6.30372742,20.79356451,8.99263421,8.70622175,0.0,80.00018737
14.35,-0.017545,0.612504,0.17,0.16666772,0.47088583,0.14339277,0.29911276,0.47535043,0.21553025,0.15211142,0.5214493,0.179305,0.068204715,0.010077563333333333,0.02996624,41.987954895,6.303680749999999,20.792584693333335,8.99223461,8.70587199,0.0,80.00006779
14.36,-0.017545,0.612504,0.17,0.16666762,0.47088524,0.1433928,0.29911267,0.47534943,0.21553029,0.15211136,0.52144876,0.17930502,0.0682038375,0.010077563333333333,0.029966026666666663,41.988843724999995,6.303629626666666,20.792436053333333,8.99225406,8.70588848,0.0,79.99988053
14.37,-0.017545,0.612504,0.17,0.16666748,0.47088445,0.14339283,0.29911254,0.47534807,0.21553035,0.15211127,0.52144803,0.17930505,0.06820703,0.010077563333333333,0.029967590000000002,41.992130525,6.30358059,20.793515643333333,8.99287069,8.70642694,0.0,79.9996263
14.38,-0.017545,0.612504,0.17,0.16666731,0.47088349,0.14339288,0.29911238,0.47534641,0.21553042,0.15211117,0.52144715,0.17930509,0.06821543999999999,0.010077556666666666,0.029971396666666667,41.998256975,6.303542653333333,20.796141523333333,8.99423656,8.70762038,0.0,79.99931722
14.39,-0.017545,0.612504,0.17,0.16666713,0.47088244,0.14339292,0.2991122,0.4753446,0.21553049,0.15211105,0.52144618,0.17930513,0.0682299025,0.010077543333333333,0.029977793333333336,42.00742807,6.303526819999999,20.8005568,8.99643815,8.70954444,0.0,79.99897965
14.4,-0.017545,0.612504,0.17,0.16666695,0.47088143,0.14339297,0.29911204,0.47534286,0.21553057,0.15211094,0.52144525,0.17930517,0.06825041500000001,0.010077523333333333,0.029986716666666666,42.01929662999999,6.303545003333333,20.80671643333333,8.99944925,8.71217634,0.0,79.99865572
14.41,-0.017545,0.612504,0.17,0.16666682,0.47088064,0.143393,0.29911191,0.47534151,0.21553062,0.15211085,0.52144452,0.1793052,0.06827590999999998,0.010077500000000001,0.029997693333333336,42.03291562,6.303608246666666,20.814282746666667,9.00308107,8.71535115,0.0,79.9984028
14.42,-0.017545,0.612504,0.17,0.16666676,0.47088029,0.14339302,0.29911185,0.4753409,0.21553065,0.15211081,0.5214442,0.17930522,0.06830377,0.010077466666666667,0.030009459999999998,42.0463918925,6.30372418,20.822392906666668,9.00693589,8.71872135,0.0,79.99828972
14.43,-0.017545,0.612504,0.17,0.16666681,0.4708806,0.14339301,0.2991119,0.47534144,0.21553062,0.15211085,0.52144448,0.1793052,0.06832829,0.010077433333333333,0.030019846666666666,42.05881558,6.304072683333334,20.829547879999996,9.01037335,8.72172735,0.0,79.99838917
14.44,-0.017545,0.612504,0.17,0.16666701,0.47088177,0.14339295,0.29911209,0.47534345,0.21553054,0.15211098,0.52144556,0.17930516,0.0683444925,0.01007741,0.030026526666666664,42.06565033249999,6.30452378,20.834145876666668,9.0124996,8.72358784,0.0,79.99876537
14.45,-0.017545,0.612504,0.17,0.16666739,0.47088392,0.14339286,0.29911245,0.47534716,0.21553039,0.15211121,0.52144755,0.17930507,0.068344865,0.0100774,0.03002624333333333,42.0625183225,6.305013016666667,20.833948376666665,9.01218964,8.7233193,0.0,79.99945704
14.46,-0.017545,0.612504,0.17,0.16666793,0.47088703,0.14339272,0.29911296,0.47535251,0.21553017,0.15211156,0.52145042,0.17930495,0.0683206025,0.010077413333333334,0.03001527,42.0446150825,6.30545589,20.82639160333333,9.0081515,8.71979183,0.0,80.00045594
14.47,-0.017545,0.612504,0.17,0.1666686,0.47089086,0.14339254,0.29911359,0.47535909,0.21552989,0.15211198,0.52145394,0.1793048,0.0682619675,0.010077460000000002,0.029989340000000003,42.00678463,6.30572942,20.808524716666664,8.99903609,8.71182515,0.0,80.00168243
14.48,-0.017545,0.612504,0.17,0.16666929,0.47089483,0.14339236,0.29911424,0.47536594,0.21552961,0.15211242,0.52145761,0.17930464,0.06815900750000001,0.010077556666666666,0.029944133333333334,41.943895795,6.305672296666667,20.77732373666667,8.98358874,8.69832103,0.0,80.0029599
14.49,-0.017545,0.612504,0.17,0.16666985,0.47089805,0.14339222,0.29911477,0.47537146,0.21552938,0.15211277,0.52146057,0.17930452,0.06806782,0.010077733333333333,0.02989603,41.870810005,6.305100313333333,20.74355683,8.96082665,8.67841889,0.0,80.00399114
14.5,-0.017545,0.612504,0.17,0.16667004,0.47089913,0.14339217,0.29911495,0.47537333,0.2155293,0.15211289,0.52146157,0.17930448,0.0682756475,0.01011434,0.03000747333333333,41.8186235075,6.325459556666666,20.778938656666664,8.93021148,8.65164767,0.0,80.00433994
14.51,-0.017545,0.612504,0.17,0.16666954,0.47089627,0.1433923,0.29911448,0.47536841,0.21552951,0.15211258,0.52145893,0.17930459,0.0679973975,0.01011403,0.029888386666666666,41.6811967875,6.324033883333333,20.69733555666667,8.89177218,8.61803478,0.0,80.00342117
14.52,-0.017545,0.612504,0.17,0.16666796,0.47088718,0.14339271,0.29911298,0.47535276,0.21553016,0.15211157,0.52145055,0.17930494,0.0676672475,0.010114673333333333,0.02975131,41.5249894025,6.322550103333334,20.602184283333333,8.84613409,8.57813359,0.0,80.00050168
14.53,-0.017545,0.612504,0.17,0.16666481,0.47086914,0.14339353,0.29911002,0.47532173,0.21553144,0.15210958,0.52143393,0.17930565,0.0668306125,0.010079226666666668,0.0293865,41.2785650375,6.298995666666666,20.39159166,8.79443809,8.53295483,0.0,79.99471256
14.54,-0.017545,0.612504,0.17,0.16665957,0.47083911,0.14339489,0.29910508,0.47527005,0.21553358,0.15210626,0.52140625,0.17930683,0.06684854,0.010114256666666667,0.029409516666666666,41.175248355,6.316344523333334,20.366878376666666,8.73817523,8.48382369,0.0,79.98507128
14.55,-0.017545,0.612504,0.17,0.16665164,0.47079376,0.14339694,0.2990976,0.47519201,0.21553681,0.15210124,0.52136445,0.17930861,0.06639219,0.010115326666666667,0.029223913333333334,40.9980403525,6.31274877,20.238109163333334,8.67898684,8.43220586,0.0,79.97051079
14.56,-0.017545,0.612504,0.17,0.1666404,0.4707296,0.14339985,0.29908698,0.4750816,0.21554139,0.15209411,0.52130532,0.17931113,0.0654814825,0.010081296666666668,0.02883054,40.755373477499994,6.287557163333333,20.00801375,8.61847662,8.37954298,0.0,79.94991162
14.57,-0.017545,0.612504,0.17,0.16662521,0.47064308,0.14340378,0.2990726,0.47493272,0.21554756,0.15208447,0.52122558,0.17931454,0.06494870500000001,0.01008201,0.028625376666666664,40.5890340125,6.282020753333334,19.86741501,8.5580638,8.327123,0.0,79.92213366
14.58,-0.017545,0.612504,0.17,0.16660542,0.47053069,0.14340888,0.29905381,0.47473931,0.21555558,0.15207188,0.52112199,0.17931896,0.0649139975,0.010115856666666666,0.028622243333333335,40.5220777525,6.295143453333334,19.823875993333335,8.49888907,8.27599597,0.0,79.88604465
14.59,-0.017545,0.612504,0.17,0.16658036,0.47038901,0.14341531,0.29902995,0.47449548,0.2155657,0.15205592,0.5209914,0.17932454,0.06442874750000001,0.010117506666666666,0.02843072666666667,40.3981429525,6.288454363333333,19.690798293333334,8.44177294,8.2269354,0.0,79.84054349
14.6,-0.017545,0.612504,0.17,0.16654938,0.47021477,0.14342323,0.29900034,0.47419559,0.21557816,0.15203615,0.52083079,0.1793314,0.0635188,0.01008485,0.02804558,40.22105607,6.260836716666667,19.46700321,8.38721823,8.18043831,0.0,79.78457774
