time,theta_s,theta_e,theta_s_ref,theta_e_ref,emg_biceps,emg_triceps,emg_deltoid,emg_biceps_fn,emg_triceps_fn,emg_deltoid_fn,load_kg,condition,trial_id,subject_id,emg_biceps_rms,emg_triceps_rms,emg_deltoid_rms,emg_biceps_var,emg_triceps_var,emg_deltoid_var,cci_s,cci_e,nmi
0.2,0.0,1.53725678,0.0,1.537264,0.01607252,0.010220823333333334,0.01924809,0.0165425675,0.010220823333333334,0.014590143333333333,2.0,loaded_reaching,0,1,0.01685511259602717,0.010654234584634334,0.01946647704752339,2.86496437151818e-06,3.113036896549703e-07,4.502787864702739e-06,0.7074122954726085,0.774561986780288,0.5927897369678244
0.21,0.0,1.76002931,0.0,1.760024,0.016447175,0.010219603333333334,0.01966412,0.0168929725,0.010219603333333334,0.014799666666666668,2.0,loaded_reaching,0,1,0.017201799982232237,0.01060411414357308,0.019848971583085354,3.255569987534743e-06,3.1150554887066475e-07,4.394450040833987e-06,0.6964000980854015,0.7626962197673183,0.5836385448410873
0.22,0.0,2.00128712,0.0,2.001273,0.0168093,0.010215033333333333,0.02006081,0.017231005,0.010215033333333333,0.014987780000000001,2.0,loaded_reaching,0,1,0.01756948329021787,0.010559845105871187,0.02023385127867678,3.703375689715992e-06,3.0287441046141455e-07,4.268126676584984e-06,0.685822323039357,0.7507800802879582,0.5746410083975912
0.23,0.0,2.26140519,0.0,2.261387,0.017188985,0.010210463333333334,0.02045362,0.017579855,0.010210463333333334,0.015174970000000001,2.0,loaded_reaching,0,1,0.017957182308941874,0.01051565036266984,0.020618476291457865,4.1967231936589905e-06,2.910678045160811e-07,4.10984973650998e-06,0.6754846690996671,0.738618540324141,0.5656413444028546
0.24,0.0,2.54071868,0.0,2.5407,0.017606919999999998,0.010208093333333333,0.02085142,0.017955607499999998,0.010208093333333333,0.015375436666666667,2.0,loaded_reaching,0,1,0.01836600376965737,0.010471522385784643,0.021002454278019746,4.737873532381176e-06,2.761216593087754e-07,3.920861036900975e-06,0.6653871421500808,0.7262175833357281,0.5566419524609881
0.25,0.0,2.83952343,0.0,2.839506,0.018025725,0.010203546666666667,0.02123596,0.018328354999999998,0.010203546666666667,0.015560990000000002,2.0,loaded_reaching,0,1,0.018745262538091022,0.010404829256165645,0.021335313001484887,5.743551698482172e-06,2.2047188077652506e-07,4.18243868642997e-06,0.6556052187225733,0.7138552016920066,0.54778422626583
0.26,0.0,3.15807661,0.0,3.158063,0.018498905,0.01020273,0.02163147,0.018740495,0.01020273,0.01577046,2.0,loaded_reaching,0,1,0.019148782807709215,0.010338040002298309,0.021668314843381453,6.882475111978979e-06,1.577967381582191e-07,4.454674499898715e-06,0.6459790290164324,0.7011735026290109,0.5388610580248426
0.27,0.0,3.49659733,0.0,3.496587,0.01896213,0.01019826,0.02200777,0.0191400125,0.01019826,0.015954693333333336,2.0,loaded_reaching,0,1,0.01957442832629784,0.010268928814249675,0.02199794347827053,8.184927947501162e-06,8.327102112496893e-08,4.759679144612711e-06,0.6364800704030333,0.6881655226071514,0.5298582716374061
0.28,0.0,3.85526735,0.0,3.855261,0.019752344999999998,0.010116686666666666,0.02251551,0.0196637925,0.010116686666666666,0.01627708333333333,2.0,loaded_reaching,0,1,0.020028649581138546,0.010199885732638544,0.02232871964023161,9.662699745213657e-06,1.3749258805519522e-09,5.084178410244707e-06,0.6271140160307814,0.6748291448588661,0.520777285522525
0.29,0.0,4.23423182,0.0,4.234229,0.020307350000000002,0.01011357,0.02289858,0.020126242500000002,0.01011357,0.016491233333333334,2.0,loaded_reaching,0,1,0.020588680879839928,0.010198776649590055,0.02270995031266405,1.0552199250872151e-05,1.3322875615519454e-09,4.991967953493954e-06,0.6198031762030458,0.6625065019799239,0.5129238806731876
0.3,0.0,4.63360002,0.0,4.6336,0.020887945,0.010110513333333333,0.0232793,0.0206048725,0.010110513333333333,0.01670616,2.0,loaded_reaching,0,1,0.02117360665170051,0.010197703769658284,0.02308749363856079,1.1490687040185645e-05,1.2972048894130518e-09,4.8915004000447e-06,0.6127286721636911,0.6501085595988184,0.5051348927716706
0.31,0.0,5.05344621,0.0,5.053448,0.021481395,0.010226496666666668,0.02367255,0.0212811875,0.010226496666666668,0.017033343333333336,2.0,loaded_reaching,0,1,0.021787522213501498,0.010197048852177008,0.023464010424630314,1.2510826189548637e-05,1.2750114976630493e-09,4.799261942835946e-06,0.605848190589019,0.6376030511531965,0.49738050266355266
0.32,0.0,5.49381036,0.0,5.493813,0.022069335000000002,0.010221826666666668,0.02402531,0.0217580325,0.010221826666666668,0.017217163333333334,2.0,loaded_reaching,0,1,0.022427183402687685,0.0101962973836397,0.023836460958452807,1.3597595989897691e-05,1.2517679217741557e-09,4.705234958038692e-06,0.5991872705418522,0.6250703237498186,0.4897030465166681
0.33,0.0,5.95469899,0.0,5.954702,0.02268663,0.010217253333333334,0.02437498,0.02225158,0.010217253333333334,0.017400443333333335,2.0,loaded_reaching,0,1,0.02309464018236377,0.01019562557010135,0.02420559911700266,1.473797111725862e-05,1.2350964794408212e-09,4.604124978790938e-06,0.5927305959328424,0.612510539305427,0.48209646412864077
0.34,0.0,6.43608597,0.0,6.436089,0.023379655,0.010219356666666667,0.0247532,0.022804562499999997,0.010219356666666667,0.017626536666666665,2.0,loaded_reaching,0,1,0.02379082834544743,0.010195041704869961,0.02457154534279326,1.5932699835212675e-05,1.2241803683297087e-09,4.4963891581826835e-06,0.5864681774374206,0.5999400174112093,0.47456328803945164
0.35,0.0,6.93791327,0.0,6.937916,0.024059075,0.01021508,0.02509798,0.02333368,0.01021508,0.01781069,2.0,loaded_reaching,0,1,0.02451599667757271,0.010194442272348421,0.02493406438315202,1.7195545125379604e-05,1.2152898106630428e-09,4.386037109233929e-06,0.5803919976628659,0.5873822912991963,0.4671097246848246
0.36,0.0,7.46009182,0.0,7.460094,0.024770775000000002,0.010210943333333333,0.0254399,0.0238805875,0.010210943333333333,0.017994543333333335,2.0,loaded_reaching,0,1,0.025277320283314968,0.010194652000343259,0.025299897494731775,1.858468267071809e-05,1.2199634414130454e-09,4.306768128974676e-06,0.5744186043243396,0.5747842001410045,0.45968112905280406
0.37,0.0,8.0025022,0.0,8.002504,0.025544425,0.01021123,0.02580201,0.024473959999999996,0.01021123,0.018209143333333334,2.0,loaded_reaching,0,1,0.026072875278325483,0.010195328794755305,0.025667097882759067,2.0104739589843577e-05,1.2396413426630462e-09,4.2527431328546725e-06,0.5685641188965116,0.5622030620915851,0.4523068783952385
0.38,0.0,8.56499545,0.0,8.564996,0.02632313,0.010207453333333333,0.02613945,0.025057832500000002,0.010207453333333333,0.01839405,2.0,loaded_reaching,0,1,0.026907999388097886,0.010197046526171765,0.026040523386788812,2.1780798286843067e-05,1.3057516054130512e-09,4.241228017334668e-06,0.5627731199472544,0.5496164452408198,0.4449558279085629
0.39,0.0,9.14739382,0.0,9.147394,0.027136294999999998,0.01020384,0.02647428,0.02566014,0.01020384,0.018579013333333335,2.0,loaded_reaching,0,1,0.02771731728794158,0.010194698466509198,0.02635695543601935,2.3098382486284617e-05,1.7935763347463662e-09,3.994249262833912e-06,0.5578089346778716,0.5377941197047823,0.43824122235306157
0.4,0.0,9.74949154,0.0,9.749491,0.02803241,0.010207746666666668,0.02685214,0.0263312625,0.010207746666666668,0.018823086666666666,2.0,loaded_reaching,0,1,0.02855702379536285,0.010192427301718364,0.026670370130645264,2.4528313784830855e-05,2.2654595191907982e-09,3.767395781358657e-06,0.5529776101021098,0.5260546400444914,0.43161290185864043
0.41,0.0,10.37105554,0.0,10.371055,0.0289164,0.010204596666666666,0.02718491,0.026972267499999997,0.010204596666666666,0.01901176,2.0,loaded_reaching,0,1,0.029426709349018622,0.010190234680872037,0.02698056374677177,2.60647119286696e-05,2.7210643458574678e-09,3.5601061260586494e-06,0.5482777326853142,0.5144252146544395,0.4250811807359014
0.42,0.0,11.01182624,0.0,11.011826,0.029836715,0.010201613333333333,0.0275158,0.0276323375,0.010201613333333333,0.019201393333333334,2.0,loaded_reaching,0,1,0.030326618346106938,0.010182182534426742,0.027287148887910402,2.7693120740673594e-05,3.3743701016352044e-09,3.3794296569648927e-06,0.5434797157068565,0.5027021764167507,0.4184727576494429
0.43,0.0,11.67151825,0.0,11.671518,0.030794210000000002,0.010198796666666668,0.02784505,0.028311830000000003,0.010198796666666668,0.019392373333333334,2.0,loaded_reaching,0,1,0.03125267237985575,0.010174320576839325,0.027579458938140265,2.930643337559703e-05,3.928814039857428e-09,3.154924869558636e-06,0.5389686131157281,0.4911809552287315,0.4120598281711172
0.44,0.0,12.3498212,0.0,12.349821,0.031790175000000004,0.010196113333333333,0.02817297,0.029011362500000002,0.010196113333333333,0.019585209999999995,2.0,loaded_reaching,0,1,0.0322091960876751,0.010166619707371904,0.02786759980772564,3.0968584454148576e-05,4.396149510524098e-09,2.9398531147408785e-06,0.5345897742662643,0.4798198975846683,0.40576386940703973
0.45,0.0,13.0464004,0.0,13.0464,0.032910535,0.010207736666666668,0.02860963,0.0298300425,0.010207736666666668,0.01991052,2.0,loaded_reaching,0,1,0.03319346135645626,0.01015877469633893,0.028149199352336025,3.2703076128648566e-05,4.7379237538574e-09,2.7411504589986203e-06,0.5303600500202017,0.4686512759493969,0.3996045317211727
0.46,0.0,13.76089769,0.0,13.760897,0.034047725,0.010216246666666666,0.02902107,0.0306430275,0.010216246666666666,0.02020622,2.0,loaded_reaching,0,1,0.03420667019822267,0.010151082683257814,0.028426336554164957,3.4467518124602556e-05,4.99460899221848e-09,2.5536237538146116e-06,0.5262570568682511,0.4576811575555286,0.3935752880695118
0.47,0.0,14.4929321,0.0,14.492932,0.03527711,0.01023255,0.02950459,0.0315331125,0.01023255,0.020581363333333335,2.0,loaded_reaching,0,1,0.035247156253680786,0.010143591930898515,0.02869628998678287,3.6236964072011984e-05,5.1616216831906696e-09,2.3665152898326046e-06,0.5223152220074018,0.4469355042088704,0.3877002908198422
0.48,0.0,15.24210071,0.0,15.242101,0.0356979,0.010069246666666667,0.02895778,0.031260395,0.010069246666666667,0.019572163333333333,2.0,loaded_reaching,0,1,0.036313662765733355,0.010136036373344941,0.028961021522570816,3.804182033520098e-05,5.220803523635095e-09,2.2017641665538474e-06,0.5184930873205222,0.4364212621642821,0.3819657407605884
