time,base_X,base_Y,base_Z,base_Ox,base_Oy,base_Oz,r_humerus_X,r_humerus_Y,r_humerus_Z,r_humerus_Ox,r_humerus_Oy,r_humerus_Oz,r_ulna_radius_hand_X,r_ulna_radius_hand_Y,r_ulna_radius_hand_Z,r_ulna_radius_hand_Ox,r_ulna_radius_hand_Oy,r_ulna_radius_hand_Oz,load_2kg_X,load_2kg_Y,load_2kg_Z,load_2kg_Ox,load_2kg_Oy,load_2kg_Oz,center_of_mass_X,center_of_mass_Y,center_of_mass_Z,act_TRIlong,act_TRIlat,act_TRImed,act_BIClong,act_BICshort,act_BRA,act_DELT_ant,act_DELT_post,act_PECT,act_LAT,act_BRD_hand,act_shoulder_assist,act_elbow_assist,force_TRIlong,force_TRIlat,force_TRImed,force_BIClong,force_BICshort,force_BRA,force_DELT_ant,force_DELT_post,force_PECT,force_LAT,force_BRD_hand,force_shoulder_assist,force_elbow_assist,act_biceps,act_triceps,act_deltoid,force_biceps,force_triceps,force_deltoid,id_shoulder_moment,id_elbow_moment,q_shoulder,q_elbow
0.1,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01076821,0.32112227,0.15766646,0.01056082,0.00785496,0.21367228,0.01770348,0.19769143,0.2396398,-17.22421433,12.54934813,90.21150319,-0.00256142,0.37602998,0.19229276,0.01062329,0.01134204,0.01137816,0.01517827,0.01311761,0.01725584,0.01552955,0.01148812,0.01358924,0.01195686,0.01231149,0.03334629,0.03344834,8.40807193,5.24368063,4.87868941,7.73240643,5.5033427,16.60432341,13.547326,8.50249311,5.29469583,0.86556665,1.67104498,1.6673146,1.00345024,0.014465802500000001,0.011114496666666666,0.013535636666666668,7.877779380000001,6.176813989999999,9.114838313333335,1.90333913,1.02912839,0.0,0.21407799
0.11,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01055404,0.32112319,0.15765582,0.01389677,0.01034892,0.28129028,0.01806685,0.19772126,0.23962073,-17.23539689,12.53168744,90.27841816,-0.00236594,0.3760413,0.19228267,0.01060988,0.01133397,0.01137093,0.01547941,0.01320884,0.01774938,0.01586973,0.01148488,0.01371932,0.01197142,0.01234433,0.03489165,0.0348604,8.41890262,5.25718781,4.89175444,7.88078438,5.53816743,17.05328052,13.84408107,8.50009234,5.34537881,0.86662067,1.67412419,1.74458262,1.04581191,0.014695489999999999,0.011104926666666667,0.013691309999999998,8.03658913,6.189281623333334,9.22985074,1.992082,1.07923961,0.0,0.28182467
0.12,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01030068,0.32112462,0.15764323,0.01783935,0.01330433,0.36128152,0.01849666,0.1977571,0.23959814,-17.24859746,12.51077858,90.35756743,-0.00213471,0.37605498,0.19227072,0.01059772,0.01132579,0.01136355,0.01579101,0.01330074,0.01825567,0.01621601,0.01148214,0.01384822,0.01198547,0.01237637,0.03637695,0.03625291,8.43211832,5.27199036,4.90603329,8.03396874,5.57296605,17.51140699,14.14616628,8.49806558,5.39559848,0.86763792,1.67705573,1.81884749,1.08758731,0.0149309475,0.011095686666666667,0.01384879,8.1988493775,6.203380656666667,9.346610113333332,2.07793944,1.12883967,0.0,0.36196834
0.13,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01000555,0.32112672,0.15762855,0.02242675,0.01675394,0.45446076,0.01899728,0.19779961,0.2395718,-17.26393577,12.48640003,90.44975184,-0.00186539,0.37607132,0.19225679,0.01058663,0.01131748,0.01135596,0.0161147,0.01339389,0.01877509,0.01656832,0.0114799,0.01397607,0.01199912,0.01240781,0.03780789,0.03763245,8.44747267,5.28801657,4.92146577,8.19278493,5.60798419,17.97901386,14.45350492,8.49640922,5.44541323,0.86862557,1.67987932,1.89039463,1.12897346,0.0151728725,0.011086689999999998,0.014008096666666666,8.364915575,6.218985003333334,9.465109123333333,2.16122567,1.17815203,0.0,0.45532539
0.14,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.00966624,0.32112974,0.15761164,0.02769413,0.02072932,0.56159243,0.01957277,0.1978495,0.23954149,-17.2815194,12.45834129,90.55572105,-0.00155577,0.37609066,0.19224076,0.01077273,0.01183651,0.01189486,0.01780854,0.01475603,0.02040513,0.01818986,0.01212509,0.01541275,0.0128656,0.01344308,0.03826121,0.03845718,8.62183628,5.5526798,5.17589506,9.04713532,6.17361253,19.50517418,15.86807185,8.97391915,6.00518001,0.93135093,1.81848024,1.91306027,1.15371554,0.016603195,0.011501366666666665,0.015242566666666665,9.1361005675,6.450137046666666,10.282390336666667,2.24223652,1.22738749,0.0,0.56266184
0.15,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.00928047,0.32113394,0.15759239,0.03367371,0.02526098,0.68339266,0.02022694,0.19790752,0.23950699,-17.30144376,12.42640209,90.67617547,-0.0012038,0.37611335,0.19222251,0.01075911,0.01182796,0.0118876,0.01815616,0.0148904,0.02088913,0.01853383,0.01213119,0.01557106,0.01289451,0.01349741,0.03959811,0.03985293,8.6379718,5.57209781,5.19486273,9.21648838,6.22481296,19.93089704,16.16813803,8.97843329,6.0668589,0.93344408,1.82426563,1.97990558,1.19558796,0.016858275,0.011491556666666666,0.015412026666666667,9.2991160025,6.46831078,10.40447674,2.32123784,1.27673855,0.0,0.68469532
0.16,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.00884613,0.32113966,0.15757069,0.04039476,0.03037852,0.82053111,0.02096335,0.19797453,0.23946808,-17.32379202,12.39039181,90.81176787,-0.00080757,0.37613979,0.19220192,0.01077352,0.01186468,0.01192654,0.01859578,0.0151055,0.02145593,0.01895562,0.0121912,0.01580535,0.01298481,0.01361931,0.04085526,0.04123537,8.67770929,5.61416604,5.23531382,9.43191416,6.30936221,20.43254552,16.53608973,9.02284998,6.1581453,0.93998065,1.83918298,2.04276312,1.23706096,0.01719413,0.011521579999999998,0.015650723333333335,9.503251217499999,6.509063049999999,10.572361670000001,2.39846028,1.32637691,0.0,0.82209696
0.17,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.00836126,0.32114727,0.15754641,0.0478837,0.03611077,0.9736325,0.02178528,0.19805141,0.23942458,-17.34863495,12.35012885,90.96310485,-0.00036529,0.37617044,0.19217891,0.0107618,0.01185604,0.01191916,0.0189682,0.01525147,0.0219559,0.01930025,0.01220033,0.01596477,0.01301592,0.01367687,0.04212225,0.04264942,8.69743335,5.63606943,5.25669575,9.61260701,6.36462734,20.86752434,16.83672777,9.02960403,6.22025727,0.9422329,1.84542228,2.10611252,1.27948257,0.01746311,0.011512333333333333,0.015821783333333336,9.6725452425,6.530066176666666,10.695529689999999,2.47409898,1.37645355,0.0,0.97549288
0.18,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.00782402,0.32115722,0.15751946,0.05616399,0.04248581,1.14327783,0.02269578,0.19813918,0.2393763,-17.37603081,12.30544023,91.13074792,0.00012468,0.37620578,0.19215336,0.01007838,0.01029563,0.01031477,0.0179617,0.0128907,0.02153206,0.01843552,0.01041004,0.01378538,0.01081058,0.0112765,0.04403509,0.04388336,8.17332308,4.91790203,4.5714467,9.09448332,5.37437799,20.42343421,16.08237225,7.70458852,5.3711148,0.78258643,1.52030931,2.20175458,1.3165008,0.01591524,0.010229593333333334,0.014210313333333334,9.103151207500002,5.887557269999999,9.719358523333334,2.5483166,1.42710036,0.0,1.14546544
0.19,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.00723271,0.32117001,0.15748972,0.06525624,0.04953112,1.33000538,0.02369765,0.19823891,0.23932306,-17.40602522,12.25616119,91.3152144,0.00066386,0.37624636,0.19212519,0.01007669,0.01028999,0.01030911,0.01844301,0.0130417,0.02210642,0.01884349,0.01040957,0.01394886,0.01081946,0.01130692,0.045201,0.04529108,8.20097784,4.93983674,4.59226068,9.32961758,5.43195659,20.925076,16.43827024,7.70424547,5.43480996,0.78322973,1.52321841,2.26005019,1.35873242,0.0162245125,0.010225263333333333,0.014400640000000001,9.302467145,5.911025086666666,9.859108556666667,2.62124836,1.47843279,0.0,1.33255422
0.2,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.0065858,0.32118623,0.15745711,0.07517814,0.05727363,1.53431145,0.02479347,0.19835178,0.23926468,-17.43865094,12.20213492,91.51697808,0.00125365,0.37629279,0.1920943,0.01007504,0.01028418,0.01030325,0.0189421,0.01320294,0.02268712,0.01924809,0.01040924,0.0141131,0.01082835,0.01133811,0.04634111,0.04671884,8.22941066,4.96266155,4.61394378,9.57298814,5.49340746,21.42981118,16.79122188,7.70400167,5.49880337,0.78387318,1.52627746,2.31705567,1.40156525,0.0165425675,0.010220823333333334,0.014590143333333333,9.505621060000001,5.935338663333333,9.998008973333333,2.69300773,1.53055281,0.0,1.53725678
0.21,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.00588185,0.3212065,0.15742152,0.08594444,0.06573975,1.75665099,0.02598554,0.19847907,0.23920101,-17.47392774,12.14321235,91.73646982,0.00189531,0.3763457,0.1920606,0.01007343,0.01028295,0.01030243,0.01947784,0.01341651,0.02328031,0.01966412,0.01041733,0.01431755,0.01085525,0.01139723,0.04743726,0.04815838,8.25855316,4.98865038,4.63883028,9.8340663,5.57619884,21.94349149,17.15414938,7.70998526,5.57846214,0.78582055,1.53314531,2.37186285,1.44475144,0.0168929725,0.010219603333333334,0.014799666666666668,9.721725485,5.962011273333334,10.14753226,2.76369198,1.5835518,0.0,1.76002931
0.22,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.00511959,0.32123155,0.15738288,0.09756696,0.07495542,1.99743813,0.02727595,0.19862215,0.2391319,-17.5118623,12.07925205,91.97407803,0.00258996,0.37640582,0.19202401,0.01007186,0.01027693,0.01029631,0.02001451,0.01360409,0.02387349,0.02006081,0.01041762,0.01448491,0.01086515,0.01143193,0.04853068,0.04963181,8.28833602,5.01325009,4.66226467,10.09475769,5.64772179,22.45440165,17.50020833,7.7102024,5.64366995,0.78653699,1.53678529,2.42653383,1.48895438,0.017231005,0.010215033333333333,0.014987780000000001,9.933416605,5.987950259999999,10.28469356,2.83338693,1.63751289,0.0,2.00128712
