time,base_X,base_Y,base_Z,base_Ox,base_Oy,base_Oz,r_humerus_X,r_humerus_Y,r_humerus_Z,r_humerus_Ox,r_humerus_Oy,r_humerus_Oz,r_ulna_radius_hand_X,r_ulna_radius_hand_Y,r_ulna_radius_hand_Z,r_ulna_radius_hand_Ox,r_ulna_radius_hand_Oy,r_ulna_radius_hand_Oz,load_2kg_X,load_2kg_Y,load_2kg_Z,load_2kg_Ox,load_2kg_Oy,load_2kg_Oz,center_of_mass_X,center_of_mass_Y,center_of_mass_Z,act_TRIlong,act_TRIlat,act_TRImed,act_BIClong,act_BICshort,act_BRA,act_DELT_ant,act_DELT_post,act_PECT,act_LAT,act_BRD_hand,act_shoulder_assist,act_elbow_assist,force_TRIlong,force_TRIlat,force_TRImed,force_BIClong,force_BICshort,force_BRA,force_DELT_ant,force_DELT_post,force_PECT,force_LAT,force_BRD_hand,force_shoulder_assist,force_elbow_assist,act_biceps,act_triceps,act_deltoid,force_biceps,force_triceps,force_deltoid,id_shoulder_moment,id_elbow_moment,q_shoulder,q_elbow
15.93,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01119883,0.32112117,0.15768781,0.00384466,0.00285252,0.07771894,0.01697277,0.19763276,0.23967812,-17.2016644,12.58481809,90.07693921,-0.00295448,0.37600793,0.19231302,0.01068182,0.01137217,0.0114047,0.014258,0.01281372,0.01577091,0.01445575,0.01149854,0.01314849,0.01190002,0.01219223,0.0277762,0.02840653,8.3119852,5.1514584,4.79144965,7.31811371,5.41187942,15.42878048,12.61058698,8.51020084,5.12296708,0.86145214,1.6740066,1.38881023,0.8521959,0.013758715,0.011152896666666667,0.013034259999999999,7.4581950525,6.084964416666668,8.7479183,1.59188245,0.86101444,0.0,0.07786634
15.94,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01128665,0.32112107,0.15769216,0.00247357,0.00183431,0.04999359,0.01682374,0.19762101,0.23968593,-17.19705489,12.59204521,90.04949324,-0.00303465,0.37600355,0.19231715,0.01070324,0.01137922,0.01141057,0.01398324,0.01271911,0.01531093,0.01414407,0.01150465,0.01301217,0.01188244,0.01215384,0.02588978,0.02686699,8.33587841,5.15913827,4.79798396,7.16992237,5.36735525,14.94791851,12.33868996,8.51472679,5.069853,0.86017961,1.66601571,1.29448879,0.80600974,0.01354178,0.011164343333333333,0.012886963333333334,7.28780296,6.097666879999999,8.641089916666667,1.48518754,0.80486586,0.0,0.05008838
15.95,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01135177,0.32112102,0.15769538,0.00145649,0.00107968,0.02943341,0.01671322,0.19761234,0.23969172,-17.19363426,12.5974032,90.02913936,-0.00309409,0.37600033,0.19232021,0.01072698,0.0113865,0.01141658,0.0137271,0.01262663,0.01488774,0.01385386,0.01151075,0.01288022,0.0118642,0.012115,0.02399607,0.02532619,8.3605367,5.16633888,4.80405971,7.03263862,5.32448268,14.50909936,12.08552699,8.5192403,5.01844177,0.85885898,1.6583959,1.19980327,0.75978561,0.0133391175,0.011176686666666666,0.012748276666666667,7.13115414,6.110311763333333,8.541069686666665,1.37883251,0.74943659,0.0,0.02948921
15.96,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.0113978,0.32112101,0.15769766,0.00073741,0.00054649,0.01490047,0.0166351,0.19760624,0.23969581,-17.19121517,12.60118978,90.0147518,-0.00313612,0.37599806,0.19232237,0.0107526,0.01139376,0.01142251,0.01349317,0.01253807,0.01450688,0.01358987,0.01151659,0.01275543,0.01184565,0.01207652,0.02213966,0.02381832,8.38562673,5.17293003,4.80956496,6.90798871,5.28398732,14.11716212,11.85523332,8.52356,4.96982062,0.85751576,1.65124774,1.10698286,0.71454964,0.01315366,0.011189623333333334,0.01262063,6.990096472499999,6.12270724,8.44953798,1.27523276,0.69586262,0.0,0.01492872
15.97,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01142828,0.321121,0.15769917,0.00026119,0.00019353,0.00527744,0.01658337,0.19760221,0.23969851,-17.18961281,12.60369674,90.00522483,-0.00316394,0.37599657,0.1923238,0.01077936,0.01140073,0.01142815,0.01328472,0.01245544,0.01417265,0.01335598,0.01152192,0.0126406,0.01182728,0.01203942,0.02037148,0.0223833,8.41059212,5.17878233,4.81439418,6.79751304,5.24666895,13.77567664,11.651191,8.52750832,4.92508166,0.85618594,1.64468871,1.01857376,0.67149913,0.0129880575,0.011202746666666666,0.012506166666666667,6.866136835,6.134589543333334,8.367926993333333,1.17710822,0.6454359,0.0,0.00528744
15.98,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144659,0.321121,0.15770008,-2.478e-05,-1.836e-05,-0.00050073,0.01655231,0.19759979,0.23970014,-17.18865045,12.60520193,89.99950426,-0.00318065,0.37599567,0.19232466,0.01080618,0.01140713,0.01143325,0.01310425,0.01238073,0.01388764,0.01315481,0.01152656,0.01253827,0.0118097,0.01200484,0.01874408,0.02106295,8.43466246,5.18378718,4.81846562,6.70235438,5.21331102,13.48648471,11.47569996,8.53093954,4.88521079,0.85491394,1.63884121,0.93720417,0.63188842,0.012844365,0.01121552,0.012406546666666666,6.76024783,6.14563842,8.29728343,1.08723135,0.59947907,0.0,-0.00050168
15.99,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01145582,0.321121,0.15770054,-0.00016901,-0.00012521,-0.0034147,0.01653664,0.19759857,0.23970096,-17.18816507,12.60596097,89.99661932,-0.00318908,0.37599522,0.1923251,0.0108318,0.01141273,0.01143765,0.01295318,0.0123157,0.01365247,0.01298754,0.01153037,0.0124504,0.0117936,0.01197387,0.01730557,0.01989592,8.4569241,5.18787736,4.82173817,6.62309294,5.18457534,13.24946738,11.32978042,8.53376448,4.85097614,0.85374785,1.63381544,0.86527867,0.59687748,0.012723805,0.011227393333333334,0.012322770000000002,6.672737775,6.15551321,8.238173680000001,1.00810625,0.55918546,0.0,-0.00342117
16.0,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01145872,0.321121,0.15770068,-0.0002144,-0.00015883,-0.00433173,0.01653171,0.19759819,0.23970122,-17.18801231,12.60619983,89.99571142,-0.00319173,0.37599508,0.19232523,0.01085487,0.01141737,0.01144123,0.01283165,0.01226159,0.0134657,0.0128538,0.01153334,0.01237817,0.01177957,0.01194748,0.01609301,0.01891225,8.47645825,5.1910422,4.82422175,6.5596479,5.16089942,13.06253956,11.21311402,8.53596242,4.82283407,0.85273233,1.62968951,0.8046507,0.56736755,0.012626604999999999,0.011237823333333332,0.012255103333333335,6.603194097499999,6.1639074,8.190636836666668,0.94162882,0.52544907,0.0,-0.00433994
16.01,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01145762,0.321121,0.15770062,-0.00019717,-0.00014607,-0.00398359,0.01653359,0.19759834,0.23970112,-17.1880703,12.60610915,89.99605609,-0.00319072,0.37599514,0.19232518,0.01087427,0.01142097,0.01144396,0.01273855,0.01221896,0.01332434,0.01275181,0.01153553,0.01232183,0.01176809,0.01192626,0.01512735,0.01812886,8.49323204,5.19384418,4.82645149,6.51161059,5.14264657,12.92346143,11.12414691,8.53758088,4.80087977,0.85190149,1.62661814,0.75636733,0.54386586,0.0125520275,0.011246399999999998,0.012203056666666668,6.5510841825,6.171175903333334,8.15420252,0.88880721,0.49872474,0.0,-0.00399114
16.02,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01145436,0.321121,0.15770046,-0.00014622,-0.00010833,-0.0029543,0.01653912,0.19759877,0.23970083,-17.18824176,12.60584104,89.99707513,-0.00318774,0.37599529,0.19232503,0.01088932,0.01142358,0.01144591,0.01267137,0.01218753,0.01322321,0.01267851,0.01153704,0.01228061,0.01175937,0.01191036,0.01440956,0.01754692,8.50581231,5.19565003,4.82784838,6.47710877,5.12930252,12.82463071,11.0602025,8.5386949,4.78482075,0.85127047,1.62438938,0.72047781,0.52640769,0.012498117500000001,0.011252936666666666,0.012165386666666667,6.5138578449999995,6.176436906666666,8.12790605,0.84962802,0.47896122,0.0,-0.0029599
16.03,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01145032,0.321121,0.15770026,-8.311e-05,-6.158e-05,-0.00167925,0.01654597,0.1975993,0.23970047,-17.18845415,12.60550891,89.99833748,-0.00318406,0.37599549,0.19232484,0.01089983,0.01142532,0.01144719,0.0126268,0.01216636,0.01315654,0.01263,0.01153799,0.01225298,0.01175337,0.01189953,0.01392284,0.01715278,8.51416789,5.19657432,4.82851653,6.45430971,5.12037623,12.7598626,11.01787837,8.53940287,4.77405747,0.8508359,1.62291134,0.69614204,0.51458339,0.0124623075,0.011257446666666665,0.012140323333333333,6.4893649700000005,6.179752913333334,8.110446236666666,0.82311069,0.46562881,0.0,-0.00168243
16.04,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144644,0.321121,0.15770007,-2.252e-05,-1.669e-05,-0.00045508,0.01655255,0.19759981,0.23970013,-17.18865805,12.60519004,89.99954945,-0.00318052,0.37599568,0.19232466,0.01090614,0.01142633,0.01144793,0.01260094,0.01215396,0.01311807,0.01260187,0.01153853,0.01223684,0.0117498,0.01189314,0.01363618,0.01692112,8.51879829,5.19685059,4.82866253,6.44116983,5.1152057,12.72283872,10.99334001,8.53980041,4.76776716,0.85057744,1.62207522,0.68180907,0.50763374,0.0124415275,0.011260133333333333,0.012125746666666666,6.4753223675000005,6.181437136666666,8.100302526666667,0.80752159,0.45782697,0.0,-0.00045594
16.05,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144328,0.321121,0.15769992,2.682e-05,1.987e-05,0.00054194,0.01655791,0.19760023,0.23969985,-17.18882412,12.60493032,90.00053654,-0.00317763,0.37599584,0.19232451,0.01090895,0.01142676,0.01144824,0.01258969,0.01214854,0.01310142,0.01258958,0.01153876,0.01222976,0.01174822,0.01189033,0.01350983,0.01681954,8.520455,5.19669439,4.8284712,6.43553742,5.1130037,12.70718214,10.98262193,8.53996977,4.76500819,0.85046298,1.62174517,0.67549158,0.50458608,0.012432495,0.011261316666666667,0.012119366666666666,6.4693671075,6.18187353,8.09586663,0.80067177,0.45443377,0.0,0.00054296
16.06,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.0114411,0.321121,0.15769981,6.099e-05,4.519e-05,0.00123229,0.01656162,0.19760051,0.23969965,-17.1889391,12.60475049,90.00122001,-0.00317564,0.37599594,0.1923244,0.01090913,0.01142678,0.01144825,0.01258898,0.01214821,0.01310047,0.01258874,0.01153877,0.01222927,0.01174811,0.01189014,0.01350103,0.01681316,8.51999196,5.19628951,4.82809579,6.43531383,5.11295363,12.70682669,10.98188949,8.53997887,4.7648198,0.85045505,1.62177767,0.67505152,0.50439488,0.012431949999999999,0.011261386666666666,0.012118926666666667,6.4692179549999995,6.181459086666667,8.095562719999998,0.80022144,0.45425819,0.0,0.00123463
16.07,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01143991,0.321121,0.15769975,7.957e-05,5.896e-05,0.00160778,0.01656364,0.19760067,0.23969955,-17.18900164,12.60465268,90.00159176,-0.00317455,0.375996,0.19232435,0.01090761,0.01142653,0.01144807,0.01259514,0.01215118,0.01310972,0.01259535,0.01153864,0.01223309,0.01174896,0.01189168,0.01356886,0.0168687,8.51823109,5.19578123,4.82765426,6.43858441,5.11428957,12.71631301,10.98765181,8.53988381,4.76630474,0.85051657,1.62203797,0.67844308,0.50606113,0.01243693,0.011260736666666667,0.01212236,6.472806240000001,6.180555526666667,8.097946786666666,0.80393861,0.45616924,0.0,0.00161083
16.08,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01143959,0.321121,0.15769973,8.449e-05,6.26e-05,0.00170704,0.01656418,0.19760071,0.23969952,-17.18901817,12.60462682,90.00169003,-0.00317427,0.37599602,0.19232433,0.01090519,0.01142614,0.01144778,0.01260499,0.01215592,0.01312444,0.01260598,0.01153844,0.01223921,0.01175032,0.01189412,0.01367777,0.01695729,8.515887,5.19528747,4.82724144,6.44371705,5.11635397,12.73101717,10.99692558,8.53973153,4.76868979,0.85061505,1.62241167,0.68388827,0.50871873,0.0124448675,0.011259703333333334,0.012127876666666667,6.478374964999999,6.179471969999999,8.1017823,0.80988567,0.45918861,0.0,0.00171028
16.09,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01143995,0.321121,0.15769975,7.89e-05,5.846e-05,0.00159418,0.01656357,0.19760067,0.23969955,-17.18899938,12.60465622,90.00157829,-0.00317459,0.375996,0.19232435,0.01090249,0.01142571,0.01144746,0.01261602,0.01216122,0.01314095,0.01261792,0.0115382,0.01224606,0.01175184,0.01189684,0.01379959,0.01705602,8.51361473,5.19496821,4.82699418,6.4495041,5.11868421,12.74767095,11.0073398,8.53955947,4.77136134,0.85072477,1.6228417,0.68997951,0.5116806,0.012453757499999999,0.011258553333333332,0.01213406,6.48467524,6.178525706666666,8.10608687,0.81652734,0.46254361,0.0,0.0015972
16.1,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144075,0.321121,0.15769979,6.641e-05,4.92e-05,0.00134173,0.01656221,0.19760056,0.23969962,-17.18895733,12.60472198,90.00132836,-0.00317532,0.37599596,0.19232439,0.01089998,0.0114253,0.01144717,0.01262641,0.01216619,0.01315648,0.01262919,0.01153798,0.01225252,0.01175325,0.0118994,0.0139141,0.01714864,8.51155268,5.194707,4.82679703,6.45489478,5.12083196,12.7630883,11.01717143,8.53939507,4.77387698,0.85082749,1.62322098,0.69570483,0.51445925,0.012462119999999998,0.011257483333333332,0.012139896666666669,6.490509005,6.177685569999999,8.110147826666667,0.82276701,0.46568443,0.0,0.00134428
16.11,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144177,0.321121,0.15769984,5.04e-05,3.735e-05,0.00101842,0.01656047,0.19760043,0.23969971,-17.18890348,12.6048062,90.00100827,-0.00317626,0.37599591,0.19232444,0.01089791,0.01142497,0.01144692,0.01263502,0.01217029,0.01316933,0.01263855,0.0115378,0.01225787,0.01175442,0.0119015,0.01400882,0.0172251,8.50990144,5.19451972,4.82666002,6.45932193,5.12258002,12.77568565,11.02533527,8.5392567,4.77596102,0.85091212,1.62351812,0.70044095,0.5167531,0.012469035000000002,0.0112566,0.012144740000000001,6.49527643,6.17702706,8.113517663333333,0.82792647,0.46827279,0.0,0.00102035
16.12,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144284,0.321121,0.15769989,3.373e-05,2.499e-05,0.00068148,0.01655866,0.19760028,0.23969981,-17.18884736,12.60489397,90.00067469,-0.00317723,0.37599586,0.19232449,0.01089641,0.01142472,0.01144674,0.01264129,0.01217327,0.01317868,0.01264539,0.01153766,0.01226177,0.01175527,0.01190303,0.01407789,0.01728072,8.50874129,5.19440773,4.8265824,6.46251804,5.12382972,12.78472071,11.03130514,8.53915416,4.77748211,0.85097359,1.62372066,0.70389456,0.51842162,0.0124740675,0.011255956666666669,0.012148273333333333,6.498697282499999,6.17657714,8.115980470000002,0.83168667,0.47015148,0.0,0.00068278
16.13,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144382,0.321121,0.15769994,1.846e-05,1.368e-05,0.00037299,0.01655701,0.19760016,0.2396999,-17.18879598,12.60497433,90.00036928,-0.00317812,0.37599581,0.19232453,0.01089549,0.01142458,0.01144663,0.01264516,0.01217511,0.01318443,0.01264962,0.01153757,0.01226419,0.01175579,0.01190397,0.01412057,0.01731495,8.50806434,5.19436244,4.82655614,6.46445647,5.12457708,12.7901382,11.03499906,8.53908969,4.77842191,0.8510114,1.62383217,0.70602832,0.51944838,0.0124771675,0.011255566666666666,0.01215046,6.500750979999999,6.17632764,8.117503553333334,0.8340075,0.47130338,0.0,0.0003737
16.14,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144462,0.321121,0.15769998,5.9e-06,4.37e-06,0.00011925,0.01655564,0.19760005,0.23969997,-17.18875372,12.60504043,90.00011806,-0.00317886,0.37599577,0.19232457,0.01089508,0.01142451,0.01144659,0.01264687,0.01217592,0.01318694,0.01265151,0.01153753,0.01226526,0.01175603,0.01190439,0.01413963,0.01733008,8.50780547,5.19436951,4.82656921,6.46527768,5.12488236,12.79235821,11.03664813,8.53905994,4.77884086,0.85102815,1.6238665,0.7069815,0.51990233,0.01247853,0.011255393333333334,0.012151433333333335,6.501596187500001,6.1762480633333325,8.118182976666665,0.83504136,0.47180767,0.0,0.00011947
16.15,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144521,0.321121,0.15770001,-3.35e-06,-2.48e-06,-6.767e-05,0.01655464,0.19759997,0.23970002,-17.18872258,12.60508912,89.99993301,-0.0031794,0.37599574,0.1923246,0.01089508,0.01142451,0.01144659,0.01264687,0.01217592,0.0131869,0.01265154,0.01153753,0.01226527,0.01175603,0.01190439,0.01413992,0.01733006,8.50786917,5.19441251,4.8266084,6.46521834,5.12484192,12.79207224,11.03666806,8.53905811,4.77884538,0.8510282,1.6238427,0.70699584,0.51990171,0.01247852,0.011255393333333334,0.012151446666666668,6.5014937999999995,6.176296693333332,8.118190516666667,0.83505229,0.47179899,0.0,-6.779e-05
16.16,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144559,0.321121,0.15770003,-9.26e-06,-6.86e-06,-0.00018702,0.01655399,0.19759992,0.23970005,-17.1887027,12.60512021,89.99981484,-0.00317974,0.37599572,0.19232462,0.01089536,0.01142456,0.01144663,0.01264566,0.01217534,0.01318506,0.01265025,0.01153755,0.01226454,0.01175587,0.0119041,0.01412706,0.01731946,8.50815066,5.19447562,4.82666126,6.4645511,5.12456478,12.79006974,11.03554823,8.53907598,4.77856005,0.85101659,1.62378109,0.70635315,0.51958377,0.01247754,0.011255516666666666,0.01215078,6.500741677500001,6.1764291799999995,8.117728086666666,0.83434786,0.47143317,0.0,-0.00018738
16.17,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144578,0.321121,0.15770004,-1.218e-05,-9.03e-06,-0.00024612,0.01655368,0.1975999,0.23970007,-17.18869286,12.6051356,89.99975633,-0.00317991,0.37599571,0.19232462,0.01089581,0.01142464,0.01144668,0.01264377,0.01217444,0.01318221,0.01264821,0.01153759,0.01226338,0.01175561,0.01190364,0.01410657,0.01730274,8.50855134,5.19454544,4.82671755,6.46352529,5.12414608,12.78710918,11.03376768,8.53910551,4.77810661,0.85099822,1.62369505,0.70532855,0.51908231,0.012476015,0.01125571,0.012149726666666666,6.499618899999999,6.176604776666667,8.116993266666668,0.83322783,0.47086145,0.0,-0.00024659
16.18,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144581,0.321121,0.15770004,-1.272e-05,-9.42e-06,-0.00025699,0.01655362,0.19759989,0.23970007,-17.18869105,12.60513844,89.99974557,-0.00317994,0.37599571,0.19232463,0.01089632,0.01142472,0.01144675,0.01264162,0.01217342,0.01317897,0.01264588,0.01153764,0.01226205,0.01175532,0.01190311,0.01408315,0.0172837,8.50898815,5.19461161,4.82676948,6.46240966,5.12370382,12.78384311,11.03173538,8.53913913,4.77758889,0.85097723,1.6236169,0.70415743,0.51851094,0.01247428,0.011255929999999999,0.012148523333333333,6.498393372500001,6.176789746666667,8.116154466666668,0.83195003,0.47021349,0.0,-0.00025748
16.19,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144574,0.321121,0.15770004,-1.156e-05,-8.56e-06,-0.00023356,0.01655374,0.1975999,0.23970007,-17.18869495,12.60513233,89.99976877,-0.00317988,0.37599572,0.19232462,0.01089681,0.01142481,0.01144681,0.01263954,0.01217243,0.01317586,0.01264363,0.01153768,0.01226076,0.01175504,0.01190261,0.01406044,0.01726529,8.50939973,5.19469143,4.82683447,6.46133739,5.12328027,12.78077999,11.02976869,8.53917223,4.77708783,0.85095694,1.62354373,0.70302224,0.5179588,0.01247261,0.011256143333333335,0.012147356666666666,6.497235345,6.176975209999999,8.115342916666666,0.8307122,0.4695884,0.0,-0.000234
16.2,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.0114456,0.321121,0.15770003,-9.37e-06,-6.95e-06,-0.0001894,0.01655398,0.19759992,0.23970005,-17.18870231,12.60512083,89.99981248,-0.00317975,0.37599572,0.19232462,0.01089723,0.01142488,0.01144686,0.01263776,0.01217158,0.0131732,0.01264169,0.01153772,0.01225966,0.0117548,0.01190217,0.01404093,0.0172495,8.50979164,5.1947438,4.82687536,6.4604215,5.12291955,12.77817224,11.02807939,8.53920125,4.77665735,0.85093954,1.6234826,0.7020463,0.51748501,0.0124711775,0.011256323333333332,0.012146356666666665,6.496248972499999,6.177136933333333,8.114645996666667,0.8296468,0.46905219,0.0,-0.00018976
16.21,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144543,0.321121,0.15770002,-6.75e-06,-5e-06,-0.0001363,0.01655427,0.19759994,0.23970004,-17.18871115,12.605107,89.99986505,-0.0031796,0.37599573,0.19232461,0.01089756,0.01142493,0.0114469,0.01263639,0.01217093,0.01317115,0.0126402,0.01153775,0.0122588,0.01175462,0.01190184,0.01402584,0.01723732,8.51005489,5.19477462,4.82689812,6.45971879,5.12264356,12.77617836,11.0267757,8.53922339,4.77632503,0.85092608,1.62343675,0.70129221,0.51711969,0.0124700775,0.011256463333333333,0.012145583333333335,6.495494365,6.177242543333333,8.11410804,0.82882525,0.46864017,0.0,-0.00013656
16.22,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144526,0.321121,0.15770001,-4.13e-06,-3.06e-06,-8.341e-05,0.01655455,0.19759997,0.23970002,-17.18871996,12.60509322,89.99991743,-0.00317944,0.37599574,0.1923246,0.01089778,0.01142496,0.01144692,0.01263546,0.01217049,0.01316977,0.01263918,0.01153777,0.01225823,0.01175449,0.01190161,0.01401561,0.01722908,8.51022122,5.19478716,4.82690588,6.45924609,5.1224587,12.77484321,11.02589184,8.53923845,4.77609971,0.85091696,1.62340688,0.70078044,0.51687246,0.012469332500000001,0.011256553333333334,0.01214506,6.49498872,6.177304753333334,8.113743333333334,0.8282683,0.46836213,0.0,-8.356e-05
16.23,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144512,0.321121,0.15770001,-1.83e-06,-1.36e-06,-3.697e-05,0.0165548,0.19759998,0.23970001,-17.1887277,12.60508112,89.9999634,-0.00317931,0.37599575,0.19232459,0.01089791,0.01142498,0.01144694,0.01263495,0.01217024,0.013169,0.01263862,0.01153778,0.0122579,0.01175442,0.01190149,0.01400992,0.01722452,8.51030119,5.19478565,4.82690241,6.45898728,5.12235833,12.77411836,11.02540087,8.53924688,4.77597456,0.8509119,1.62339154,0.70049579,0.51673567,0.012468920000000001,0.01125661,0.012144766666666668,6.4947138775,6.177329749999999,8.11354077,0.82795913,0.46820909,0.0,-3.704e-05
16.24,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.011445,0.321121,0.1577,-3e-08,-2e-08,-5.1e-07,0.016555,0.1976,0.2397,-17.18873377,12.60507163,89.99999949,-0.0031792,0.37599575,0.19232459,0.01089795,0.01142499,0.01144694,0.01263477,0.01217016,0.01316875,0.01263843,0.01153779,0.0122578,0.0117544,0.01190144,0.014008,0.01722299,8.51028354,5.19475402,4.82687253,6.45890448,5.12232704,12.77389266,11.0252356,8.53924891,4.77593231,0.85091013,1.62338779,0.70040008,0.51668977,0.012468779999999999,0.011256626666666667,0.012144673333333333,6.494627992499999,6.177303363333333,8.113472273333334,0.82785696,0.46816012,0.0,-5.1e-07
16.25,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144492,0.321121,0.1577,1.22e-06,9.1e-07,2.471e-05,0.01655513,0.19760001,0.23969999,-17.18873797,12.60506506,90.00002446,-0.00317913,0.37599576,0.19232458,0.01089793,0.01142499,0.01144694,0.01263486,0.0121702,0.01316889,0.01263853,0.01153778,0.01225785,0.01175441,0.01190147,0.01400895,0.01722381,8.51025637,5.19474534,4.82686497,6.45895573,5.12234872,12.77404868,11.02531862,8.53924794,4.77595361,0.85091103,1.62339287,0.70044753,0.51671424,0.012468855000000001,0.01125662,0.01214472,6.494686499999999,6.177288893333333,8.113506723333332,0.82790927,0.46818853,0.0,2.476e-05
16.26,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144488,0.321121,0.15769999,1.94e-06,1.44e-06,3.919e-05,0.01655521,0.19760002,0.23969999,-17.18874038,12.60506128,90.0000388,-0.00317909,0.37599576,0.19232458,0.01089787,0.01142498,0.01144693,0.01263512,0.01217033,0.01316928,0.0126388,0.01153778,0.01225801,0.01175444,0.01190153,0.01401174,0.0172261,8.5101991,5.19473424,4.82685587,6.45909156,5.12240341,12.77444311,11.02556031,8.53924422,4.77601537,0.85091357,1.62340322,0.70058692,0.51678305,0.012469065,0.011256593333333334,0.012144863333333334,6.494835325,6.1772630699999995,8.113606633333333,0.82806164,0.46826679,0.0,3.926e-05
16.27,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.017545,0.612504,0.17,-0.0,0.0,-0.0,-0.01144486,0.321121,0.15769999,2.2e-06,1.63e-06,4.454e-05,0.01655524,0.19760002,0.23969999,-17.18874127,12.60505989,90.0000441,-0.00317907,0.37599576,0.19232458,0.01089778,0.01142496,0.01144692,0.01263546,0.01217049,0.01316979,0.01263917,0.01153777,0.01225822,0.01175449,0.01190161,0.01401546,0.01722914,8.51012795,5.19472279,4.82684677,6.45926947,5.12247432,12.77495476,11.02588249,8.53923906,4.77609762,0.85091693,1.62341596,0.70077301,0.51687418,0.0124693375,0.011256553333333334,0.012145053333333334,6.4950286275,6.177232503333333,8.113739723333333,0.82826475,0.46837006,0.0,4.463e-05
