subj,time,rep,q_sh,q_el,qd_sh,qd_el,qdd_sh,qdd_el,elbow_moment,act_BIClong,act_BICshort,act_BRA,act_BRD_hand,frc_BIClong,frc_BICshort,frc_BRA,frc_BRD_hand,MF_BIClong,MF_BICshort,MF_BRA,MF_BRD_hand,humerus_mass,forearm_mass,humerus_len,forearm_len
s07,0.00000,1,27.87882,0.00000,3.88900,0.00000,1.32500,0.00000,4.05322,0.13567,0.04738,0.26220,0.05576,75.98921,19.82113,254.34103,12.34966,0.00414,0.00293,0.00000,0.00227,1.31692,1.39111,0.25891,0.28831
s07,0.01000,1,27.91771,0.00000,3.90225,0.00000,1.53250,0.00000,4.05242,0.13566,0.04732,0.26216,0.05575,75.99061,19.79665,254.29637,12.34757,0.00829,0.00586,0.00000,0.00454,1.31692,1.39111,0.25891,0.28831
s07,0.02000,1,27.95687,0.00000,3.91965,0.00000,0.84000,0.00000,4.05117,0.13563,0.04726,0.26208,0.05574,75.98555,19.76961,254.22522,12.34424,0.01243,0.00879,0.00000,0.00681,1.31692,1.39111,0.25891,0.28831
s07,0.03000,1,27.99611,0.00000,3.91905,0.00000,-0.95000,0.00000,4.04914,0.13558,0.04719,0.26196,0.05571,75.96815,19.73850,254.10727,12.33873,0.01658,0.01171,0.00000,0.00909,1.31692,1.39111,0.25891,0.28831
s07,0.04000,1,28.03525,0.00000,3.90065,0.00000,-2.71000,0.00000,4.04611,0.13551,0.04711,0.26178,0.05568,75.93522,19.70245,253.93113,12.33051,0.02073,0.01462,0.00000,0.01136,1.31692,1.39111,0.25891,0.28831
s07,0.05000,1,28.07412,0.00000,3.86485,0.00000,-4.42500,0.00000,4.04207,0.13540,0.04702,0.26154,0.05563,75.88652,19.66130,253.69530,12.31951,0.02487,0.01754,0.00000,0.01363,1.31692,1.39111,0.25891,0.28831
s07,0.06000,1,28.11255,0.00000,3.81215,0.00000,-6.08000,0.00000,4.03716,0.13526,0.04692,0.26124,0.05557,75.82436,19.61554,253.40700,12.30606,0.02902,0.02044,0.00000,0.01590,1.31692,1.39111,0.25891,0.28831
s07,0.07000,1,28.15036,0.00000,3.74325,0.00000,-7.65250,0.00000,4.03159,0.13511,0.04682,0.26090,0.05550,75.75293,19.56620,253.07997,12.29081,0.03317,0.02333,0.00000,0.01817,1.31692,1.39111,0.25891,0.28831
s07,0.08000,1,28.18741,0.00000,3.65910,0.00000,-9.12750,0.00000,4.02569,0.13495,0.04670,0.26054,0.05542,75.67750,19.51457,252.73180,12.27457,0.03732,0.02622,0.00000,0.02045,1.31692,1.39111,0.25891,0.28831
s07,0.09000,1,28.22354,0.00000,3.56070,0.00000,-10.49500,0.00000,4.01977,0.13479,0.04659,0.26018,0.05535,75.60365,19.46211,252.38142,12.25824,0.04147,0.02910,0.00000,0.02272,1.31692,1.39111,0.25891,0.28831
s07,0.10000,1,28.25862,0.00000,3.44920,0.00000,-11.74250,0.00000,4.01414,0.13464,0.04648,0.25984,0.05528,75.53664,19.41025,252.04699,12.24265,0.04562,0.03197,0.00000,0.02499,1.31692,1.39111,0.25891,0.28831
s07,0.11000,1,28.29253,0.00000,3.32585,0.00000,-12.86000,0.00000,4.00908,0.13450,0.04638,0.25953,0.05522,75.48102,19.36025,251.74441,12.22855,0.04976,0.03483,0.00000,0.02726,1.31692,1.39111,0.25891,0.28831
s07,0.12000,1,28.32514,0.00000,3.19200,0.00000,-13.84250,0.00000,4.00481,0.13440,0.04628,0.25926,0.05516,75.44054,19.31150,251.48780,12.21604,0.05391,0.03769,0.00000,0.02952,1.31692,1.39111,0.25891,0.28831
s07,0.13000,1,28.35637,0.00000,3.04900,0.00000,-14.68500,0.00000,4.00149,0.13432,0.04619,0.25905,0.05512,75.41719,19.26818,251.28351,12.20652,0.05806,0.04054,0.00000,0.03179,1.31692,1.39111,0.25891,0.28831
s07,0.14000,1,28.38612,0.00000,2.89830,0.00000,-15.37500,0.00000,3.99920,0.13427,0.04612,0.25890,0.05509,75.41258,19.22920,251.13865,12.19978,0.06222,0.04338,0.00000,0.03406,1.31692,1.39111,0.25891,0.28831
s07,0.15000,1,28.41433,0.00000,2.74150,0.00000,-15.91750,0.00000,3.99798,0.13426,0.04606,0.25882,0.05507,75.42717,19.19489,251.05584,12.19592,0.06637,0.04622,0.00000,0.03633,1.31692,1.39111,0.25891,0.28831
s07,0.16000,1,28.44095,0.00000,2.57995,0.00000,-16.32000,0.00000,3.99785,0.13428,0.04601,0.25879,0.05506,75.46068,19.16542,251.03515,12.19495,0.07053,0.04905,0.00000,0.03861,1.31692,1.39111,0.25891,0.28831
s07,0.17000,1,28.46593,0.00000,2.41510,0.00000,-16.57000,0.00000,3.99876,0.13434,0.04597,0.25883,0.05507,75.51224,19.14081,251.07472,12.19680,0.07469,0.05189,0.00000,0.04088,1.31692,1.39111,0.25891,0.28831
s07,0.18000,1,28.48925,0.00000,2.24855,0.00000,-16.67750,0.00000,4.00066,0.13442,0.04594,0.25893,0.05509,75.58061,19.12096,251.17135,12.20130,0.07886,0.05472,0.00000,0.04315,1.31692,1.39111,0.25891,0.28831
s07,0.19000,1,28.51090,0.00000,2.08155,0.00000,-16.65250,0.00000,4.00348,0.13453,0.04593,0.25909,0.05512,75.66431,19.10570,251.32101,12.20827,0.08303,0.05755,0.00000,0.04543,1.31692,1.39111,0.25891,0.28831
s07,0.20000,1,28.53089,0.00000,1.91550,0.00000,-16.49000,0.00000,4.00713,0.13467,0.04592,0.25929,0.05517,75.76177,19.09483,251.51923,12.21751,0.08720,0.06039,0.00000,0.04771,1.31692,1.39111,0.25891,0.28831
s07,0.21000,1,28.54921,0.00000,1.75175,0.00000,-16.20250,0.00000,4.01153,0.13483,0.04593,0.25954,0.05522,75.87115,19.08983,251.75995,12.22927,0.09138,0.06323,0.00000,0.04999,1.31692,1.39111,0.25891,0.28831
s07,0.22000,1,28.56592,0.00000,1.59145,0.00000,-15.79750,0.00000,4.01661,0.13501,0.04595,0.25983,0.05528,75.99132,19.08703,252.04143,12.24239,0.09557,0.06606,0.00000,0.05227,1.31692,1.39111,0.25891,0.28831
s07,0.23000,1,28.58104,0.00000,1.43580,0.00000,-15.28250,0.00000,4.02228,0.13520,0.04597,0.26016,0.05535,76.12052,19.08788,252.35772,12.25713,0.09976,0.06891,0.00000,0.05456,1.31692,1.39111,0.25891,0.28831
s07,0.24000,1,28.59464,0.00000,1.28580,0.00000,-14.67750,0.00000,4.02846,0.13542,0.04600,0.26051,0.05542,76.25729,19.09215,252.70444,12.27330,0.10396,0.07175,0.00000,0.05685,1.31692,1.39111,0.25891,0.28831
s07,0.25000,1,28.60676,0.00000,1.14225,0.00000,-13.98250,0.00000,4.03509,0.13564,0.04603,0.26090,0.05550,76.40019,19.09956,253.07730,12.29068,0.10816,0.07460,0.00000,0.05914,1.31692,1.39111,0.25891,0.28831
s07,0.26000,1,28.61748,0.00000,1.00615,0.00000,-13.20000,0.00000,4.04209,0.13588,0.04607,0.26131,0.05558,76.54782,19.10985,253.47205,12.30909,0.11237,0.07746,0.00000,0.06143,1.31692,1.39111,0.25891,0.28831
s07,0.27000,1,28.62688,0.00000,0.87825,0.00000,-12.36250,0.00000,4.04937,0.13612,0.04612,0.26173,0.05567,76.69883,19.12275,253.88442,12.32832,0.11658,0.08032,0.00000,0.06373,1.31692,1.39111,0.25891,0.28831
s07,0.28000,1,28.63505,0.00000,0.75890,0.00000,-11.48000,0.00000,4.05688,0.13636,0.04617,0.26217,0.05576,76.85183,19.13797,254.31014,12.34818,0.12080,0.08318,0.00000,0.06603,1.31692,1.39111,0.25891,0.28831
s07,0.29000,1,28.64206,0.00000,0.64865,0.00000,-10.55000,0.00000,4.06453,0.13662,0.04623,0.26262,0.05585,77.00547,19.15518,254.74483,12.36846,0.12503,0.08606,0.00000,0.06833,1.31692,1.39111,0.25891,0.28831
s07,0.30000,1,28.64802,0.00000,0.54790,0.00000,-9.59250,0.00000,4.07224,0.13687,0.04629,0.26307,0.05594,77.15838,19.17407,255.18410,12.38896,0.12926,0.08894,0.00000,0.07063,1.31692,1.39111,0.25891,0.28831
s07,0.31000,1,28.65302,0.00000,0.45680,0.00000,-8.62250,0.00000,4.07994,0.13712,0.04635,0.26352,0.05603,77.30922,19.19430,255.62347,12.40947,0.13350,0.09182,0.00000,0.07294,1.31692,1.39111,0.25891,0.28831
s07,0.32000,1,28.65715,0.00000,0.37545,0.00000,-7.65250,0.00000,4.08755,0.13736,0.04641,0.26397,0.05613,77.45665,19.21552,256.05848,12.42978,0.13774,0.09471,0.00000,0.07525,1.31692,1.39111,0.25891,0.28831
s07,0.33000,1,28.66053,0.00000,0.30375,0.00000,-6.69250,0.00000,4.09500,0.13760,0.04647,0.26441,0.05621,77.59938,19.23737,256.48474,12.44968,0.14199,0.09761,0.00000,0.07756,1.31692,1.39111,0.25891,0.28831
s07,0.34000,1,28.66323,0.00000,0.24160,0.00000,-5.75250,0.00000,4.10221,0.13783,0.04653,0.26484,0.05630,77.73618,19.25949,256.89793,12.46897,0.14624,0.10051,0.00000,0.07988,1.31692,1.39111,0.25891,0.28831
s07,0.35000,1,28.66536,0.00000,0.18870,0.00000,-4.85250,0.00000,4.10911,0.13805,0.04659,0.26525,0.05639,77.86588,19.28153,257.29395,12.48747,0.15050,0.10343,0.00000,0.08220,1.31692,1.39111,0.25891,0.28831
s07,0.36000,1,28.66700,0.00000,0.14455,0.00000,-3.99500,0.00000,4.11563,0.13826,0.04665,0.26563,0.05646,77.98743,19.30312,257.66893,12.50499,0.15476,0.10634,0.00000,0.08452,1.31692,1.39111,0.25891,0.28831
s07,0.37000,1,28.66825,0.00000,0.10880,0.00000,-3.18250,0.00000,4.12172,0.13845,0.04670,0.26599,0.05654,78.09986,19.32395,258.01931,12.52136,0.15903,0.10926,0.00000,0.08684,1.31692,1.39111,0.25891,0.28831
s07,0.38000,1,28.66918,0.00000,0.08090,0.00000,-2.43750,0.00000,4.12732,0.13862,0.04682,0.26630,0.05664,78.19846,19.37088,258.31872,12.54476,0.16329,0.11219,0.00000,0.08916,1.31692,1.39111,0.25891,0.28831
